"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2018,30172524,1,30177947
2018,30162535,1,30173065
2018,30172533,1,30177951
2018,30167483,1,30177957
2018,30172541,1,30173080
2018,30167485,1,30173083
2018,30167494,1,30177962
2018,30172554,1,30167981
2018,30167496,1,30173096
2018,30167498,1,30173100
2018,30167499,1,30173103
2018,30172561,1,30177967
2018,30172559,1,30167983
2018,30162549,1,30173102
2018,30172560,1,30173101
2018,30167504,1,30177974
2018,30167503,1,30177973
2018,30172580,1,30177975
2018,30167516,1,30177983
2018,30167517,1,30177984
2018,30172592,1,30168009
2018,30162576,1,30168015
2018,30172600,1,30173136
2018,30172601,1,30168017
2018,30162578,1,30173137
2018,30162581,1,30168021
2018,30172606,1,30173140
2018,30172611,1,30173145
2018,30167533,1,30178001
2018,30167532,1,30178000
2018,30167534,1,30178002
2018,30172616,1,30168033
2018,30172618,1,30173151
2018,30167529,8,30177996
2018,30167531,1,30177998
2018,30167530,1,30177997
2018,30172617,1,30177999
2018,30172627,1,30173160
2018,30167541,1,30178009
2018,30167543,1,30178011
2018,30172633,1,30178012
2018,30167544,1,30178013
2018,30162598,1,30173165
2018,30167548,1,30168046
2018,30167546,1,30168043
2018,30172635,8,30173166
2018,30162608,1,30168054
2018,30172645,1,30178023
2018,30167556,1,30168057
2018,30162611,1,30168060
2018,30162613,1,30168062
2018,30172650,1,30173178
2018,30172651,1,30173179
2018,30167561,1,30178029
2018,30167568,1,30178034
2018,30167570,1,30173194
2018,30167571,1,30178035
2018,30162616,1,30168068
2018,30172669,1,30168071
2018,30172678,1,30178038
2018,30167575,1,30178039
2018,30167581,1,30178043
2018,30162622,1,30168079
2018,30167585,1,30178046
2018,30167591,1,30168088
2018,30162629,1,30173210
2018,30162632,7,30178055
2018,30162632,2,30178054
2018,30172689,1,30173213
2018,30172688,1,30173212
2018,30162637,1,30178062
2018,30162636,7,30168092
2018,30162638,1,30178063
2018,30167598,1,30178065
2018,30167601,1,30178067
2018,30172701,1,30173227
2018,30172720,1,30173253
2018,30167618,1,30173255
2018,30172721,1,30178083
2018,30162672,1,30168120
2018,30167621,1,30178084
2018,30167624,1,30178088
2018,30172730,1,30173264
2018,30172732,7,30168125
2018,30172733,1,30173266
2018,30172735,1,30173268
2018,30167633,1,30173270
2018,30172739,1,30173273
2018,30172738,1,30173272
2018,30167638,1,30173279
2018,30162683,1,30168132
2018,30172745,1,30168133
2018,30172747,1,30168136
2018,30167640,1,30168135
2018,30167641,1,30178100
2018,30167643,1,30173282
2018,30167644,1,30178103
2018,30162686,1,30173286
2018,30167647,1,30178104
2018,30172751,1,30168138
2018,30162688,1,30173289
2018,30162689,1,30168139
2018,30167651,1,30173293
2018,30162694,1,30173295
