"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2018,109934483,10,
2018,124317291,1,
2018,124312012,1,
2018,109930522,1,
2018,109900639,10,
2018,109934305,9,
2018,113005103,1,
2018,113008401,1,
2018,115132263,6,
2018,109906957,9,
2018,109934239,1,
2018,129953214,1,
2018,113013736,1,
2018,109932784,9,
2018,109932784,1,
2018,109893955,1,
2018,111934052,9,
2018,109890986,1,
2018,109934937,6,
2018,109934964,9,
2018,113005675,6,
2018,113006991,10,
2018,109934171,9,
2018,115125227,4,
2018,111930788,6,
2018,124310643,10,
2018,109923489,1,
2018,115125453,6,
2018,109891747,2,
2018,109925866,1,
2018,111936870,9,
2018,111936870,1,
2018,111925921,10,
2018,111929937,2,
2018,111930023,1,
2018,109891746,9,
2018,111929366,9,
2018,109895433,9,
2018,111385970,9,
2018,113008276,10,
2018,111387755,9,
2018,115127344,10,
2018,113008111,2,
2018,109933048,1,
2018,111933737,9,
2018,111386401,1,
2018,109894155,1,
2018,109907098,10,
2018,111925579,17,
2018,109931984,9,
2018,111376896,9,
2018,111387230,10,
2018,111934646,1,
2018,113008398,1,
2018,111934620,9,
2018,109906902,1,
2018,109906902,9,
2018,115132628,10,
2018,109927631,1,
2018,111387229,10,
2018,111387409,9,
2018,109907737,1,
2018,109898332,1,
2018,111925814,9,
2018,115121113,1,
2018,111934621,9,
2018,113013756,1,
2018,109906980,10,
2018,111929398,17,
2018,115132698,1,
2018,115126220,10,
2018,113008518,1,
2018,113005469,1,
2018,115127418,9,
2018,109907921,1,
2018,113003431,6,
2018,113006685,6,
2018,111930968,6,
2018,117642050,1,
2018,124317526,1,
2018,127994800,10,
2018,113012035,9,
2018,113003763,6,
2018,113003777,1,
2018,113003840,1,
2018,117646474,1,
2018,111941345,9,
2018,117646476,1,
2018,117646477,1,
2018,113008734,6,
2018,113014322,10,
2018,131246126,1,
2018,111934748,9,
2018,113006815,1,
2018,111933929,2,
