"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2018,12,105161136,0.01,3,9367721
2018,8,105157762,1,11,9375313
2018,5,105161193,1,11,9367740
2018,5,105157873,1,1,9375340
2018,5,105158026,1,1,9375369
2018,5,105158119,24,1,9375394
2018,5,105158128,3,1,9375398
2018,12,105158152,0.1,1,9367825
2018,12,105158164,1,1,9375419
2018,12,105161594,1,1,9367834
2018,5,105148999,1,1,9367863
2018,5,105158463,10,1,9375490
2018,17,105158463,2,9,9375491
2018,5,105118847,1,9,9360748
2018,12,105123383,39,1,9358611
2018,12,105126068,1,11,9362111
2018,5,105126908,3,1,9362343
2018,4,105126068,1,1,9362110
2018,8,105126068,1,9,9362112
2018,5,105130120,0.5,3,9362227
2018,8,105126624,1,9,9362232
2018,5,105130304,1,11,9364203
2018,7,105158276,1,11,9375446
2018,5,105162078,0.25,3,9375515
2018,5,105160184,6.6,1,9367520
2018,5,105156943,8.7,1,9375097
2018,5,105157319,1,1,9375155
2018,13,107608871,1,11,9863268
2018,13,107616406,0.01,3,9854933
2018,5,107619283,96,1,9863341
2018,12,107616615,0.3,1,9863358
2018,5,107619528,21.8,1,9863379
2018,17,107616730,2,9,9860563
2018,12,107616730,408.6,1,9860562
2018,12,107619549,7.5,1,9863384
2018,5,107611764,1.5,1,9854995
2018,3,107611867,1,1,9855014
2018,5,107619800,1,11,9855019
2018,5,105141650,1,3,9365704
2018,12,105141995,24,9,9363724
2018,5,105144130,20.9,1,9365768
2018,5,107617343,0.1,1,9863551
2018,5,107612343,1,1,9860718
2018,12,107620313,0.5,1,9863570
2018,5,107612421,0.001,3,9855166
2018,5,107612437,1,1,9855170
2018,17,107612454,,,9855176
2018,17,107612457,,,9860751
2018,12,107620404,1,11,9863601
2018,5,107620404,1,1,9863600
2018,12,107620576,1,11,9863662
2018,12,107620601,1,1,9855238
2018,12,107620604,0.1,3,9863668
2018,5,107620657,1,3,9855259
2018,12,107612756,4,1,9855260
2018,5,107617782,1,11,9855265
2018,5,107612823,14,1,9863707
2018,18,107612823,,,9855272
2018,3,107612823,0.1,1,9863706
2018,8,107620851,39,9,9855297
2018,5,107617947,13,1,9860871
2018,12,107620952,1,11,9863769
2018,5,107620982,3.1,1,9863778
2018,5,107621023,5.4,1,9863786
2018,5,107613158,1,11,9855357
2018,5,106345864,1,9,9651042
2018,5,106340617,1,9,9651046
2018,5,106350647,1.5,1,9651052
2018,5,106340690,1,1,9656051
2018,5,106346049,1,3,9651076
2018,5,106350800,1,3,9651086
2018,5,106346071,19.5,1,9646129
2018,5,106350858,13.4,1,9651111
2018,12,106340849,0.2,1,9656102
2018,5,106350984,0.8,1,9651141
2018,5,106341485,1,3,9646323
2018,5,105123352,0.25,1,9358606
2018,5,105123621,41.9,1,9358625
2018,5,105117954,1,1,9361817
2018,5,105124940,2,1,9361894
2018,5,105129913,16.6,1,9364048
2018,5,105126488,0.1,3,9364093
2018,5,105126622,0.5,3,9362230
2018,12,105130152,1,11,9364140
2018,5,105130392,1,1,9362338
2018,5,106340699,1,1,9656056
2018,5,106340756,1,3,9656061
2018,5,106340773,1,3,9656065
2018,5,106346089,1,1,9656087
2018,12,106340867,1.1,1,9656107
2018,5,106346165,0.9,1,9646166
2018,12,106346336,5,1,9656135
2018,5,106346715,1,11,9656246
2018,5,106346724,1,11,9646319
2018,5,106758217,3296,1,9715474
2018,8,106761552,6,9,9726988
2018,12,106753373,1,11,9726997
2018,16,106753373,1,9,9724985
2018,13,106761636,1,11,9724992
2018,12,106758493,2.2,1,9725021
2018,17,106753697,,,9715520
2018,5,106759082,0.5,3,9725184
2018,5,106759190,1,11,9725194
2018,16,106762639,2,9,9727325
2018,1,107616127,10.5,1,9863269
2018,5,107611120,4.4,1,9863272
2018,5,107608890,0.8,1,9863281
2018,5,107609037,5843,1,9863298
2018,5,107616280,11,1,9854912
2018,13,107611393,1,1,9854939
2018,16,107616511,2,9,9854953
2018,12,107611660,5,9,9854980
2018,12,107616802,3.1,1,9863395
2018,5,107616812,5.8,1,9860581
2018,12,107611799,1,1,9855001
2018,5,107616951,1,4,9860613
2018,5,107619802,1,11,9860615
2018,5,107612341,1,3,9855148
2018,5,107617383,1,11,9855162
2018,5,107617383,1.5,1,9863575
2018,17,107620357,,,9863589
2018,17,107617436,,,9860750
2018,17,107612482,,,9855183
2018,5,107612554,1.39,1,9855202
2018,5,107617665,1,3,9863664
2018,16,107617665,1,11,9863665
2018,5,107612723,1,3,9855247
2018,5,107620781,1,1,9855285
2018,5,107613011,0.9,4,9855320
2018,3,107613011,0.6,1,9855319
2018,12,107613110,1,1,9855334
2018,16,107618305,1,11,9860934
2018,16,106346333,29,9,9646207
2018,5,106346722,1,11,9646318
2018,12,106351603,7,1,9651297
2018,5,106350204,1,11,9650944
2018,5,106350279,0.5,3,9646009
2018,5,106340459,1,3,9655995
2018,12,106350468,1,1,9651012
2018,5,106340553,1.68,1,9656019
2018,12,106350526,0.01,1,9651025
2018,12,106340650,1,9,9656042
2018,5,106340650,1,9,9656041
2018,5,106350787,1,3,9651074
2018,17,106346118,5,9,9646157
2018,5,106346118,417,1,9646156
2018,5,106350894,2,1,9651125
2018,12,106350894,2,1,9651126
2018,12,106346259,0.01,1,9646187
2018,8,106351085,0.001,1,9646193
2018,5,106761402,0.1,3,9715471
2018,5,106758200,1,11,9726963
2018,12,106753155,11,1,9726965
2018,5,106758207,,,9724965
2018,13,106761558,1,11,9715485
2018,13,106753300,2,1,9726989
2018,5,106753317,1,11,9724981
2018,17,106761602,1,11,9715492
2018,5,106761602,1,1,9715491
2018,13,106758361,0.024,1,9715495
2018,16,106758361,1,11,9724987
2018,1,106758361,0.001,1,9715494
2018,13,106753412,20,1,9715497
2018,13,106758373,16,1,9727003
2018,13,106761655,1,11,9727009
2018,1,106753482,1,1,9727013
2018,13,106753482,1,1,9727014
2018,13,106758416,1,11,9725008
2018,13,106761670,1,11,9725009
2018,12,106753508,1,1,9727021
2018,5,106761691,1,1,9715504
2018,5,106753545,252.7,1,9727029
2018,3,106753545,65.9,1,9715506
2018,12,106753576,7.1,1,9727032
2018,12,106753578,0.4,1,9727034
2018,5,106753578,6.7,1,9727033
2018,5,106758508,1.9,1,9725022
2018,5,106753619,15.1,1,9715511
2018,13,106753619,8.7,1,9727036
2018,15,106753633,3,9,9715513
2018,16,106753633,8,9,9715514
2018,12,106758522,3,1,9725025
2018,12,106753656,11.7,1,9727041
2018,5,106753656,0.1,1,9727039
2018,5,106761756,5,1,9727042
2018,12,106761756,2.4,1,9715516
2018,5,106753669,40.6,1,9727043
2018,5,106761771,174.7,1,9727046
2018,11,106761771,1.3,1,9725030
2018,5,106761777,0.3,1,9715519
2018,12,106761777,0.9,1,9727048
2018,15,106753695,6,9,9727049
2018,5,106761781,1.2,1,9715521
2018,5,106761786,1,9,9715523
2018,5,106761797,1.2,1,9725033
2018,5,106761801,0.75,3,9715527
2018,2,106761801,1,9,9715526
2018,13,106761815,1,9,9727058
2018,5,106753760,0.7,1,9725047
2018,5,106758600,0,1,9727060
2018,5,106762216,2,1,9715646
2018,5,106759030,0.07,1,9725173
2018,5,106762229,1.9,1,9715651
2018,5,106762250,0.5,3,9715654
2018,5,106764340,0.5,3,9727205
2018,5,106762273,0.1,3,9727214
2018,16,106764353,5,9,9727213
2018,12,106764353,1,11,9727212
2018,5,106764353,1,3,9715659
2018,5,106759125,4.9,1,9727220
2018,5,106764427,0.003,3,9715665
2018,12,106764434,0.001,3,9727229
2018,8,106759170,9.5,9,9727231
2018,5,106759170,1.5,1,9727230
2018,5,106762347,1,11,9727236
2018,12,106762356,1,11,9727240
2018,5,106759192,1,11,9725195
2018,12,106759192,1,11,9725196
2018,12,106762373,1,11,9715669
2018,12,106759203,1,1,9727245
2018,12,106769208,1,1,9725200
2018,12,106769212,1,1,9727248
2018,12,106762397,0.1,1,9727257
2018,12,106769220,0,1,9725207
2018,17,106762403,,,9715674
2018,12,106762467,0.9,1,9715680
2018,5,106764665,2,1,9715683
2018,5,106764680,1,1,9727288
2018,5,106762513,1,1,9715686
2018,16,106764702,3,9,9727292
2018,16,106764734,1,9,9725231
2018,12,106769359,0.01,1,9725233
2018,12,106764758,1,11,9727302
2018,17,106764766,1,1,9727306
2018,4,106764766,1,1,9727305
2018,12,106764769,1,1,9727307
2018,8,106769374,1,9,9727308
2018,17,106762595,1,11,9715699
2018,5,106764877,1,11,9715700
2018,5,106764971,1,3,9727326
2018,5,106764973,1,3,9725247
2018,12,106769491,1,1,9727329
2018,12,106762648,2,1,9715711
2018,5,106764987,1,3,9727330
2018,5,106769493,1,10,9725256
2018,12,106345409,1,11,9645991
2018,12,106345496,7,1,9655962
2018,5,106350282,1,11,9650961
2018,5,106340345,1,11,9655981
2018,9,106345542,5,9,9646021
2018,5,106345602,1,11,9646039
2018,3,106345602,1,11,9646038
2018,5,106350400,1,11,9650991
2018,12,106346061,1,1,9646125
2018,12,106346075,6.6,1,9651099
2018,5,106350840,1,3,9656081
2018,12,106340857,0.2,1,9646161
2018,17,106340857,20,9,9651130
2018,5,106351037,0.2,1,9656115
2018,15,106340991,2,9,9656123
2018,5,106346320,0.1,3,9646205
2018,12,106341471,1,11,9656252
2018,5,106341471,1,11,9656251
2018,5,106346730,16,3,9651295
2018,5,111176472,1,1,10477017
2018,5,111177065,1,9,10477153
2018,5,106764296,0.1,1,9727196
2018,12,106764316,1,1,9727200
2018,12,106764344,0.5,3,9727209
2018,5,106762263,0.5,3,9727211
2018,12,106764499,0.47,1,9725204
2018,12,106769341,12,9,9727290
2018,5,106769341,2,1,9715687
2018,5,106769352,1,1,9725228
2018,5,106762547,1,11,9715691
2018,5,106769410,1,9,9715697
2018,5,106769471,1,3,9725244
2018,5,106769478,1,3,9725246
2018,5,106762642,1,3,9715708
2018,5,106349409,2,1,9645819
2018,12,106349414,1,1,9650819
2018,12,106339539,4,1,9650843
2018,13,106349531,63,9,9650845
2018,5,106349541,4,1,9645829
2018,5,106344589,4.8,1,9645841
2018,12,106344601,0.25,1,9645844
2018,5,106344601,4,1,9645843
2018,12,106344899,0.5,1,9655877
2018,5,106349988,11.6,1,9645926
2018,17,106349988,12,1,9650907
2018,5,106340400,2,1,9655987
2018,16,106350425,1,11,9651003
2018,5,106340603,1,9,9656036
2018,12,106340665,1,1,9656047
2018,16,106350651,1,9,9651057
2018,5,106350651,1,1,9651056
2018,2,106350651,1,1,9651055
2018,5,106758153,1,11,9724962
2018,16,106758336,1,11,9724983
2018,12,106758336,1,11,9715489
2018,13,106753421,1,11,9724994
2018,13,106758394,1,11,9724998
2018,13,106758394,1,1,9727008
2018,5,106753521,1,11,9727025
2018,5,106753657,1.2,1,9725026
2018,5,106761767,1,9,9715517
2018,5,106761814,1,3,9715534
2018,5,106753758,1,3,9727059
2018,16,106758610,7,9,9725050
2018,5,106753783,8,1,9715539
2018,8,106764260,1,1,9727191
2018,17,106759038,,,9725175
2018,5,106764308,0.001,3,9727198
2018,5,106762312,0.1,3,9725188
2018,12,106759168,,,9715668
2018,5,106762349,1,11,9725193
2018,5,106762358,1,11,9727241
2018,12,106769222,2,9,9725208
2018,5,106762431,1.6,1,9727271
2018,12,106764620,1.1,1,9715678
2018,5,106764685,1,1,9727289
2018,5,106762529,1,1,9725227
2018,5,106764737,4.17,3,9727296
2018,16,106764737,1,9,9727298
2018,5,106764745,1,1,9725232
2018,12,106769393,1,9,9725237
2018,5,106762583,1,9,9725239
2018,12,106764856,1,9,9727311
2018,5,106762593,0.9,3,9727315
2018,5,106764974,1,3,9725248
2018,5,106769484,1,3,9725251
2018,5,105160227,6.6,1,9367522
2018,5,105160238,3,1,9367525
2018,5,105134491,70.79,4,9364905
2018,12,105134491,5.08,1,9364906
2018,5,105127042,7.2,3,9364286
2018,5,105134587,1,1,9364918
2018,5,105134604,1,11,9364927
2018,5,105133434,1,1,9364936
2018,8,107611108,2,3,9854889
2018,17,107616129,,,9863270
2018,2,107611122,19,1,9854892
2018,5,107611121,0.7,1,9860467
2018,12,107608875,41.8,1,9863273
2018,12,107616139,9.9,1,9863275
2018,5,107611129,7.1,1,9854894
2018,5,107608886,2.9,1,9863278
2018,5,107616143,0.5,1,9854896
2018,5,107608894,4.2,1,9860469
2018,5,107611140,79,1,9860471
2018,5,107616168,0.39,3,9860472
2018,5,107611173,2.96,1,9863285
2018,5,107616222,,,9860475
2018,5,107616248,10,1,9854907
2018,5,107609025,3,1,9863296
2018,5,107616251,23,1,9854909
2018,2,107609051,4331,1,9863304
2018,5,107611278,11,1,9854911
2018,5,107616282,,,9854913
2018,5,107609072,2,1,9854914
2018,1,107611309,3.5,1,9854917
2018,1,107609099,1,1,9863310
2018,13,107616332,1,11,9854918
2018,13,107611325,0.001,3,9854922
2018,1,107611330,0.001,1,9854924
2018,13,107611330,0.002,1,9854927
2018,13,107611337,28,1,9860504
2018,13,107616357,0.5,1,9860507
2018,13,107611344,1,9,9854929
2018,5,105144064,1,11,9365746
2018,5,105160683,3,1,9367589
2018,12,105160340,0.5,1,9367540
2018,5,105160340,8,1,9367539
2018,5,105158160,1,1,9375418
2018,5,105161045,1,11,9367691
2018,12,105157771,1,11,9375318
2018,5,105157852,0.5,3,9369129
2018,8,105161296,4,9,9367759
2018,5,105161296,1,1,9367758
2018,3,105157885,1,1,9375348
2018,5,105157885,1,1,9375347
2018,12,105157956,1,11,9375357
2018,5,105161582,1,11,9367830
2018,5,105158310,25150,1,9367875
2018,5,105161841,4,1,9367884
2018,2,105161841,5,1,9367883
2018,5,105158473,,,9367917
2018,5,105161987,0.5,1,9375497
2018,2,107608883,1.5,1,9863276
2018,5,107609029,,,9860485
2018,5,107616264,787,1,9860487
2018,3,107616311,1,11,9863307
2018,13,107616311,10,1,9854916
2018,1,107616314,1,11,9860497
2018,13,107616336,1,1,9863312
2018,1,107611327,1,11,9863314
2018,13,107611327,1,11,9854923
2018,13,107609172,1,11,9863323
2018,12,107619241,2,1,9854949
2018,17,107611445,,,9860527
2018,5,115427657,0.5,3,11212344
2018,5,115427659,1,3,11212345
2018,12,115418801,1,11,11202436
2018,5,105141507,1,11,9363673
2018,5,105144126,2,1,9365767
2018,12,105143831,1,1,9365712
2018,5,105142030,4.4,1,9363731
2018,5,113134427,0.25,3,10791928
2018,16,105161517,1,11,9367804
2018,12,105161517,1,11,9367806
2018,5,105161358,1,1,9367770
2018,5,105158060,5.4,1,9375378
2018,5,105161517,1,11,9367805
2018,12,105158101,0.01,3,9375391
2018,5,105161544,1,11,9375392
2018,12,105161563,0.5,1,9367823
2018,12,105161573,1,1,9375416
2018,12,105161578,1,1,9367829
2018,5,105161649,3.7,1,9367854
2018,5,105161662,1,1,9367855
2018,5,105158261,1,1,9375443
2018,12,105158290,2290,1,9375453
2018,5,105158290,2500,1,9375452
2018,2,105161866,,,9367897
2018,5,105161866,,,9367898
2018,12,105161866,,,9367896
2018,5,105158432,5,1,9375484
2018,5,105162017,1,1,9375499
2018,5,105162019,1.2,1,9367929
2018,5,105158521,4,1,9375503
2018,12,105162332,2,1,9368009
2018,15,105162594,1.5,9,9368067
2018,5,105164193,14.8,1,9368087
2018,5,105162717,1,3,9368090
2018,1,105162887,4,1,9375698
2018,3,105162887,2,1,9375699
2018,13,105162887,570,1,9375700
2018,5,105164437,0.003,1,9375709
2018,13,105164636,1,11,9375740
2018,5,105163265,1,1,9368180
2018,12,105163484,0.7,1,9368198
2018,5,105163484,10,1,9368197
2018,5,105163509,4.6,3,9375773
2018,12,105164896,1,1,9375774
2018,12,105168599,1,1,9375787
2018,5,105168917,1,1,9368275
2018,5,105169072,0.9,3,9368302
2018,5,105165488,1,1,9375882
2018,12,105165535,1,1,9375889
2018,5,105169255,4,1,9368335
2018,5,105165642,3.8,1,9375910
2018,12,105169299,1,1,9368348
2018,13,105169568,10,1,9368401
2018,13,105169568,1,9,9368400
2018,5,105166136,1,11,9376001
2018,12,105166322,1,9,9376045
2018,5,105166699,0.5,3,9368540
2018,5,105131025,1,3,9362444
2018,4,105127290,65.4,1,9364337
2018,12,105127290,86.4,1,9364338
2018,5,105131587,1,1,9362490
2018,5,105134462,1,1,9364896
2018,12,105159491,0.2,1,9375028
2018,5,105157008,5.2,1,9375109
2018,5,105156432,24,1,9375035
2018,5,105160537,0.5,3,9367569
2018,17,105156508,,,9375054
2018,5,105157186,3,1,9375129
2018,5,105157424,1,3,9367605
2018,5,105157459,1,3,9375199
2018,5,105157492,1,3,9375209
2018,12,105160927,1,1,9367658
2018,5,105160966,1,3,9375240
2018,5,105161064,6,1,9375274
2018,5,105157699,28.08,1,9375284
2018,5,105161247,1,1,9367750
2018,5,105157875,1,1,9375342
2018,5,105161356,0.25,1,9375353
2018,5,105157943,35,1,9369131
2018,5,105161374,6.9,1,9367774
2018,12,105157976,1,11,9367783
2018,5,105161461,2,3,9367797
2018,5,105158036,0.1,3,9369132
2018,5,105161482,0.1,1,9367798
2018,5,105161491,0.3,1,9367801
2018,5,105160778,7.3,1,9367621
2018,5,105160780,9.2,1,9367622
2018,5,105157456,1,3,9375197
2018,5,105160827,1,3,9367630
2018,8,105160886,4,9,9375220
2018,5,105160924,1,3,9367656
2018,5,105160928,1,3,9367659
2018,5,105160968,1,1,9367671
2018,12,105157632,1,11,9375257
2018,17,105157632,1,11,9375256
2018,12,105161004,34,1,9367684
2018,5,105161131,,,9367719
2018,5,105161171,1,11,9367730
2018,12,105157827,1,11,9375331
2018,8,105161215,3,9,9375326
2018,5,105158023,2,1,9375368
2018,12,105161503,1,11,9367803
2018,12,105158139,1,11,9375403
2018,5,105158139,25.67,1,9367822
2018,2,105161583,1,1,9367831
2018,12,105161596,4,1,9367837
2018,5,105161725,2.5,3,9367865
2018,12,105161738,,,9367868
2018,5,105161750,1754,1,9375451
2018,5,105161828,0.5,1,9375470
2018,5,105158541,5,1,9375512
2018,5,105123260,1,1,9358592
2018,12,105117613,0.8,1,9361774
2018,12,105117680,2.6,1,9361782
2018,5,105117680,85.5,1,9358628
2018,5,105124952,1,11,9361896
2018,5,105129631,1,1,9362113
2018,12,105129631,1,1,9358975
2018,8,105126112,1,11,9358981
2018,5,105129924,1,11,9362179
2018,12,105126412,0.05,1,9364060
2018,5,105126663,57.6,1,9364160
2018,3,105126709,0.5,1,9364177
2018,12,105126652,1,11,9364147
2018,5,105126709,0.5,1,9364178
2018,5,105127034,1,1,9364282
2018,17,107611383,,,9854934
2018,17,107616415,,,9860513
2018,13,107616419,0.625,3,9860514
2018,13,107616430,0.05,1,9860516
2018,1,107616438,1,11,9854943
2018,13,107609201,0.001,1,9863329
2018,12,107616469,0.1,1,9860524
2018,12,107619239,1.1,1,9854947
2018,12,107616475,1,11,9860529
2018,12,107616484,20.8,1,9860534
2018,17,107616479,,,9860531
2018,5,107611462,7.94,1,9854952
2018,5,107611503,1094,1,9860544
2018,5,107616575,6.61,1,9863351
2018,5,107619388,6,1,9854962
2018,5,107616599,0.001,1,9854965
2018,5,107619397,1,1,9863353
2018,12,107611572,1.5,1,9854967
2018,12,107616611,1.7,1,9854971
2018,5,107616611,6.8,1,9854970
2018,12,107616627,0.009,1,9860552
2018,5,107611600,0.001,1,9860553
2018,12,107619438,1.4,1,9860554
2018,5,107619438,0.001,1,9863362
2018,5,105118841,1,9,9357413
2018,5,107619445,2.2,1,9863363
2018,5,105128648,1,1,9361890
2018,5,105129584,1,3,9362095
2018,12,107619480,0.3,1,9860557
2018,5,105126654,23,1,9364149
2018,5,105130034,0.1,1,9362211
2018,12,105126660,20.22,1,9362243
2018,2,105126660,3,1,9364155
2018,5,105126660,31.89,1,9362244
2018,5,105126675,0.01,1,9362257
2018,5,105141414,1,11,9363659
2018,12,107619509,1,1,9863371
2018,5,107619521,4.9,1,9863374
2018,12,107619521,4.6,1,9863375
2018,16,107619531,11,9,9860561
2018,12,107619531,39.3,1,9860560
2018,6,107619531,5,9,9863380
2018,5,107611677,4.4,1,9854985
2018,5,107616751,7.6,1,9854987
2018,12,107619555,5.6,1,9860572
2018,5,107619555,1,1,9860571
2018,9,107616782,8,9,9860576
2018,5,107611723,15.1,1,9854991
2018,5,107611725,0.7,1,9854990
2018,5,107616788,0.3,1,9863390
2018,12,107619622,22,9,9860579
2018,5,105118817,1,9,9357409
2018,5,105118038,0.001,1,9358689
2018,5,105123547,1.4,1,9358619
2018,12,105117660,0.7,1,9361780
2018,12,105126165,1,11,9362130
2018,5,105125749,1,11,9358915
2018,12,105126615,0.1,3,9364131
2018,3,105126657,1,11,9362241
2018,12,105126657,1,11,9362242
2018,12,105130179,1,1,9362253
2018,5,105126894,2.42,3,9364240
2018,5,105130404,18.4,1,9362344
2018,5,105127039,2.5,1,9364284
2018,12,105127039,1.8,1,9364285
2018,5,105170644,2,3,9368616
2018,3,105113129,1,3,9360615
2018,5,105113129,2,4,9360614
2018,12,105113141,1,11,9360621
2018,5,105113141,1,11,9357248
2018,5,105117631,1,1,9358620
2018,5,105124082,1,11,9358680
2018,3,105124020,1,1,9358655
2018,5,105124020,1,1,9358656
2018,8,105117944,1,9,9361814
2018,5,105124152,2,1,9358687
2018,5,105129727,1,1,9359000
2018,12,105126489,1,11,9364094
2018,12,105126501,6,1,9364097
2018,5,105126618,0.5,3,9364134
2018,12,105130211,0.1,1,9364176
2018,5,105130289,1,1,9362299
2018,5,105138497,1,11,9363665
2018,5,105141755,1,11,9363694
2018,5,105144024,30.4,1,9365740
2018,12,105144120,0.3,1,9365761
2018,5,105144120,3.2,1,9365760
2018,12,105144122,0.5,1,9365764
2018,12,105159025,0.1,1,9367259
2018,5,105157559,1,3,9375225
2018,12,105156611,1.3,1,9375070
2018,12,105160110,1,9,9367509
2018,5,105156871,0.6,1,9375084
2018,5,105160974,235.4,1,9367672
2018,17,105161018,1,11,9375269
2018,5,105157560,10.3,1,9375226
2018,12,105160931,1,1,9367662
2018,12,105160944,3.3,1,9367666
2018,5,105160972,11.4,1,9375242
2018,5,105161208,1,1,9367744
2018,5,105157979,1.801,1,9375363
2018,16,105161590,1,9,9375423
2018,12,105161413,1,1,9375364
2018,5,105148991,2,1,9367814
2018,12,105161566,13,1,9375412
2018,5,105161566,60,1,9375411
2018,5,105161571,22.28,1,9367828
2018,16,105161571,1,11,9375415
2018,12,105161590,1,1,9375425
2018,5,105161590,1,1,9375424
2018,5,105161708,1,1,9367862
2018,12,105162082,0.01,3,9367950
2018,5,105158460,2,1,9375489
2018,4,105161960,1149,1,9367921
2018,8,105161960,8274,1,9367920
2018,5,105161988,1,1,9367923
2018,12,105161988,1,11,9367924
2018,12,105162032,1,11,9367931
2018,5,105162050,4,1,9375502
2018,12,105162075,0.2,1,9367947
2018,3,105125760,0.15,3,9358919
2018,5,105125760,2,3,9358918
2018,5,105126166,0.4,1,9358998
2018,12,105130163,0.01,1,9362240
2018,5,105130347,85,3,9362320
2018,12,105130172,6,1,9362250
2018,5,105130301,1,11,9364201
2018,5,105130410,0.57,3,9362345
2018,5,107619627,2,1,9863393
2018,5,107619630,4.2,1,9863394
2018,5,107611743,4.9,1,9854992
2018,5,107619676,15.4,1,9863400
2018,5,107619683,7.7,1,9860588
2018,12,107611790,1,11,9854997
2018,16,107611807,105,9,9860590
2018,12,107611807,1,1,9860589
2018,5,107616865,1,1,9860593
2018,12,107616890,1,1,9863405
2018,5,107611830,1,1,9855007
2018,5,107619743,1,3,9860600
2018,12,107619759,1,11,9863411
2018,15,107616945,1,9,9860609
2018,5,107619786,14,1,9855015
2018,5,107619793,1.8,1,9855018
2018,5,115417969,1,1,11207500
2018,13,106349685,4,1,9650869
2018,16,106344887,1,9,9645882
2018,5,106344887,15.8,1,9650883
2018,5,106349889,6.2,1,9650895
2018,12,106345100,0.9,1,9645911
2018,5,106345110,3.1,1,9645915
2018,5,106345120,17.9,1,9645919
2018,3,106345120,35.7,1,9645918
2018,5,106345198,0.2,1,9645930
2018,5,106340101,2,1,9645932
2018,3,106340101,2,1,9645931
2018,12,106345226,1,1,9655918
2018,5,106350086,2.9,1,9650914
2018,5,106340194,1,1,9645962
2018,12,106345389,0.001,3,9655952
2018,12,106350191,1,1,9645988
2018,16,106350191,2,9,9650941
2018,5,106350191,1,1,9650940
2018,5,106345464,20.71,1,9646003
2018,12,106340294,1,11,9655957
2018,8,106340314,2,9,9655965
2018,12,106340314,1,1,9655966
2018,12,106340402,0.1,1,9655988
2018,12,106345720,1,1,9646063
2018,5,106340548,1,1,9656014
2018,5,106350533,1,1,9651030
2018,12,106345825,2.9,1,9646091
2018,5,106350629,1,9,9646099
2018,5,106350663,1,1,9651060
2018,12,106345975,1,11,9646113
2018,5,106340806,1,3,9646135
2018,5,106346079,10.6,1,9646139
2018,5,106341010,3.5,1,9656128
2018,5,106346318,0.9,3,9656132
2018,12,106341476,1,11,9656254
2018,5,106346728,62,4,9646322
2018,16,111179653,1,9,10481310
2018,5,111179805,1,1,10477046
2018,5,111173136,1,3,10470526
2018,5,106759066,1,1,9725179
2018,12,106764392,1,1,9727221
2018,5,106764447,0.07,3,9727232
2018,12,106764447,1.69,7,9727233
2018,12,106764447,0.105,3,9727234
2018,16,106762389,4,9,9715671
2018,5,106762522,0.26,3,9727294
2018,5,106349992,0.3,1,9650908
2018,12,106350074,0.01,1,9645956
2018,12,106349460,3,1,9645821
2018,5,106344656,1,1,9655861
2018,5,106350143,7,1,9650929
2018,5,106345469,4.26,1,9650949
2018,12,106345469,24.92,1,9646005
2018,5,106345476,37.75,1,9650950
2018,5,106345578,0.2,3,9646032
2018,5,106350345,1,11,9650979
2018,12,106340471,1,1,9646057
2018,5,105130300,1,11,9364199
2018,12,105133545,0.035,3,9363053
2018,17,105164630,,,9368160
2018,5,105136339,1,3,9363222
2018,5,105166872,1,11,9376141
2018,12,105139763,1,1,9363225
2018,16,105139791,45,9,9365163
2018,5,105139824,4,3,9365176
2018,5,105136471,1,3,9365185
2018,5,105139861,1,3,9363250
2018,5,105139933,20.7,1,9363259
2018,5,105163263,1,1,9368179
2018,13,105162910,0.001,3,9375704
2018,13,105140581,1,11,9365420
2018,5,105137219,3,1,9365367
2018,12,105163538,0.3,1,9375778
2018,5,105163550,1.1,1,9375780
2018,12,105164984,1,1,9368213
2018,13,105137406,5.5,1,9365403
2018,5,105165024,4.88,1,9375799
2018,5,105140986,1,1,9365554
2018,5,105140732,17,3,9363488
2018,5,105137641,1,1,9365492
2018,5,105140995,5,1,9365557
2018,5,105138197,1,1,9365604
2018,9,105141296,10,9,9365633
2018,16,105141296,47,9,9363622
2018,8,105141331,2,9,9363635
2018,11,105165024,1.06,1,9375800
2018,5,105168802,1,11,9368246
2018,5,105165252,0.1,1,9375845
2018,5,105169089,1,1,9368305
2018,13,105169531,0.03,3,9375953
2018,12,105165641,1,11,9375908
2018,1,105169531,1.6,1,9375952
2018,13,105166050,5,1,9375979
2018,5,105169793,1,1,9375996
2018,17,105170213,1,11,9368513
2018,8,105166534,3.1,9,9376077
2018,12,105170213,1,11,9368512
2018,5,105170300,0.5,3,9368530
2018,7,105166844,0.1,1,9376121
2018,5,105166852,1,1,9368575
2018,5,105166935,1,11,9376152
2018,5,105170598,1,11,9368599
2018,12,105166992,0.1,1,9368615
2018,12,105170696,1,11,9368625
2018,5,105170761,10,3,9368646
2018,3,105170761,30,9,9376184
2018,5,105130138,0.5,3,9364135
2018,5,105126804,1,1,9362309
2018,5,105126841,0.001,3,9362323
2018,5,105130229,1,3,9362279
2018,12,113229232,1,1,10816261
2018,12,113224450,1.1,1,10821283
2018,12,113224459,2.2,1,10816302
2018,5,113224551,1.6,1,10816325
2018,5,106344522,11,1,9650837
2018,13,106344556,1,11,9650852
2018,5,106344596,1.2,1,9655850
