"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2018,111387425,125132665
2018,111382420,125142458
2018,111382427,125142463
2018,111382427,125132680
2018,111382448,125132700
2018,111382454,125142503
2018,111382455,125142504
2018,111382454,125142502
2018,111382463,125142514
2018,111377831,125137548
2018,111387542,125132745
2018,111382517,125137622
2018,111382517,125142622
2018,111382524,125137625
2018,111377894,125142639
2018,111387618,125142639
2018,111387638,125142657
2018,111387638,125142658
2018,111382557,125142685
2018,111382558,125132847
2018,111382567,125137690
2018,111377954,125132868
2018,111387694,125137718
2018,111377971,125132878
2018,111387710,125132885
2018,111382616,125142774
2018,111387741,125137758
2018,111382636,125137768
2018,111378040,125142836
2018,111378040,125132947
2018,111387825,125132978
2018,111387840,125132988
2018,111382775,125137903
2018,111387983,125137924
2018,111387983,125137925
2018,111378558,125133490
2018,111383250,125143561
2018,111383250,125138353
2018,111383250,125133533
2018,111388523,125143579
2018,111385787,125140688
2018,111375845,125130730
2018,111380858,125140767
2018,111380876,125140785
2018,111385885,125140798
2018,111385891,125130786
2018,111385891,125140802
2018,111385898,125135846
2018,111385897,125135846
2018,111385910,125140818
2018,111380930,125140835
2018,111375941,125140861
2018,111375941,125140860
2018,111380976,125140879
2018,111380977,125135904
2018,111380983,125130848
2018,111380983,125130849
2018,111385957,125140896
2018,111381002,125135939
2018,111385967,125130876
2018,120291205,133831204
2018,117930101,131533625
2018,117930100,131533625
2018,117641354,131242043
2018,117646332,131242073
2018,117646462,131246601
2018,117646463,131246601
2018,117646481,131242219
2018,117641574,131242228
2018,117641761,131242406
2018,117646679,131246821
2018,117641774,131246837
2018,117641778,131235963
2018,117641799,131242430
2018,117641839,131236017
2018,117930103,131533626
2018,120291349,133831419
2018,120296398,133831420
2018,120296398,133831419
2018,120291349,133831420
2018,111925455,125697233
2018,111925480,125694449
2018,111925536,125697309
2018,111925536,125689552
2018,111929340,125689568
2018,111929386,125689613
2018,111929404,125697361
2018,111929511,125689733
2018,111929523,125694619
2018,111929522,125694619
2018,111929550,125689760
2018,111925666,125694642
2018,111925666,125697462
2018,111933865,125697473
2018,111925689,125689797
2018,111929591,125689803
2018,111929608,125694681
2018,111925713,125697503
2018,111933932,125689876
2018,111933948,125697555
2018,111933956,125694751
2018,111933956,125697558
2018,111925776,125697570
2018,111925776,125697569
2018,111925784,125697576
2018,111925783,125697576
2018,111933979,125689947
2018,111929751,125694796
2018,111929769,125690004
2018,111925830,125697620
2018,111929783,125697620
2018,111934027,125694835
2018,111925863,125697641
2018,111925863,125690057
2018,111929817,125690057
2018,111929853,125690102
2018,111929901,125690146
2018,111925945,125694927
2018,111929956,125690201
2018,111929954,125690201
2018,111929955,125690201
2018,111925949,125690201
2018,111925954,125690209
2018,111925953,125690209
2018,111925962,125690224
2018,111934107,125690227
2018,111934109,125697724
2018,111925969,125690244
2018,111925972,125690246
2018,111925973,125694942
2018,111925973,125694941
2018,111930013,125690272
2018,111930013,125694959
2018,111926014,125697783
2018,111930538,125695354
2018,111936474,125698248
2018,111936485,125698260
2018,111936514,125698296
2018,111936523,125690865
2018,111930625,125690879
2018,111930657,125695426
2018,111930657,125698340
2018,111936551,125695432
2018,111936567,125695440
2018,111930690,125698371
2018,111930690,125690947
2018,111936582,125698376
2018,111936582,125690952
2018,111930719,125695465
2018,111934644,125690976
2018,111930747,125690994
2018,111934657,125690994
2018,111934662,125695492
2018,111930752,125695492
2018,111930783,125695507
2018,111930805,125691043
2018,111930821,125695527
2018,111930819,125695527
2018,111934696,125695532
2018,111936657,125691071
2018,111936657,125695542
2018,111934712,125698478
2018,111936686,125695572
2018,111936714,125701146
2018,111936714,125698532
2018,111936714,125698531
2018,111936714,125701147
2018,111936714,125698529
2018,111930928,125701190
2018,111936747,125698566
2018,111934807,125698584
2018,111934816,125698592
2018,111936780,125701281
2018,111934841,125701306
2018,111936802,125698610
2018,111936818,125701338
2018,111931100,125701363
2018,111934869,125701364
2018,111941128,125701394
2018,111941145,125701421
2018,111934904,125695738
2018,111941186,125701458
2018,111941194,125695761
2018,111936878,125701472
2018,111936878,125698700
2018,111936882,125695774
2018,111941210,125695774
2018,111941233,125701519
2018,111936905,125698735
2018,111936910,125701544
2018,111941314,125701588
2018,111934984,125695836
2018,111936947,125701621
2018,111936953,125698788
2018,111936973,125701675
2018,111935010,125701683
2018,111941416,125701687
2018,111936998,125701738
2018,111937017,125698845
2018,111937017,125698843
2018,111941487,125701769
2018,123150819,136623668
2018,123162370,136627589
2018,123162463,136623946
2018,123166202,136627701
2018,123166201,136627701
2018,120301415,133821391
2018,117646630,131246763
2018,117635947,131246767
2018,117646646,131235930
2018,117635984,131242408
2018,117635984,131242410
2018,117646681,131246829
2018,117641783,131246850
2018,117641785,131246850
2018,117646701,131242427
2018,117646702,131235976
2018,117646708,131242433
2018,117646719,131235999
2018,117646761,131236041
2018,117646836,131236095
2018,117636111,131236095
2018,117641956,131236095
2018,117642020,131247091
2018,117646874,131247091
2018,117646878,131247091
2018,117646896,131242626
2018,117646896,131251153
2018,117651166,131251158
2018,117642038,131242639
2018,117642038,131242638
2018,117646902,131247113
2018,117642052,131251171
2018,117642056,131242652
2018,117642056,131242651
2018,117642076,131242669
2018,117642128,131247198
2018,117642135,131251226
2018,117642199,131247269
2018,117651358,131247406
2018,117647209,131242984
2018,120301187,133831203
2018,120301414,133831427
2018,120296526,133831527
2018,120296524,133831527
2018,113006683,126767447
2018,113006715,126773201
2018,113011874,126773217
2018,113006745,126767512
2018,113003517,126777483
2018,113006768,126767536
2018,113011942,126767547
2018,113003553,126767561
2018,113006808,126777561
2018,113011984,126777569
2018,113011986,126777571
2018,113012008,126777587
2018,113003595,126777600
2018,113003600,126773337
2018,113012024,126773337
2018,113006846,126777607
2018,113003623,126767640
2018,113003691,126773415
2018,113003687,126773415
2018,113003708,126767735
2018,113003719,126773456
2018,113012185,126773459
2018,113012184,126773460
2018,113003742,126767768
2018,113012220,126773493
2018,113012261,126773521
2018,113012276,126777858
2018,113012276,126777864
2018,113003822,126777897
2018,113007060,126773580
2018,113003847,126773593
2018,113003846,126773593
2018,113012342,126777929
2018,113012388,126777972
2018,113012388,126777971
2018,113007116,126767920
2018,113007121,126777985
2018,113003915,126778022
2018,113007165,126767965
2018,113003935,126767979
2018,113012477,126778056
2018,113007186,126767993
2018,113007186,126767992
2018,113012496,126773735
2018,113003981,126773741
2018,113007246,126768041
2018,113004031,126778159
2018,113012584,126773806
2018,113012585,126778171
2018,113012584,126778170
2018,113004061,126773828
2018,113007280,126768068
2018,113004079,126778212
2018,113004079,126778213
2018,113004084,126768076
2018,113004084,126768075
2018,113004087,126773852
2018,113012628,126773863
2018,113004100,126778235
2018,113004100,126773871
2018,113007310,126773877
2018,113012638,126778248
2018,113012638,126768101
2018,113007334,126778283
2018,123167758,136625106
2018,123167758,136625105
2018,123167769,136625113
2018,123163573,136625161
2018,123167828,136625160
2018,123167936,136629066
2018,113007342,126773913
2018,113007340,126773912
2018,113012703,126773945
2018,113007370,126773952
2018,113012720,126768163
2018,113012770,126768200
2018,113007438,126778400
2018,113012796,126774063
2018,113004275,126778419
2018,113007459,126778427
2018,113012812,126774081
2018,113012820,126774089
2018,113012817,126774089
2018,113012826,126774097
2018,113012828,126774097
2018,113012829,126768249
2018,113004309,126778448
2018,113004318,126768260
2018,113012853,126768270
2018,113012860,126774136
2018,113012863,126778482
2018,113012874,126774153
2018,113004381,126774186
2018,113012906,126778528
2018,113013463,126779121
2018,113013464,126768910
2018,113013467,126779124
2018,113013467,126779123
2018,113004881,126774662
2018,113004881,126774661
2018,113008213,126768971
2018,113008213,126768970
2018,113004939,126774736
2018,113008254,126774754
2018,113008254,126774756
2018,113013604,126779273
2018,113008301,126769062
2018,113008312,126779299
2018,113013661,126774821
2018,113005053,126779354
2018,113013694,126779369
2018,113013694,126774865
2018,113005068,126769148
2018,113008370,126774877
2018,113005077,126779388
2018,113013744,126779429
2018,113008434,126774941
2018,113008434,126769223
2018,113013786,126779477
2018,113008457,126769259
2018,113005189,126774985
2018,113013828,126769313
2018,113013828,126769315
2018,113008503,126769326
2018,113013846,126775044
2018,113005318,126769406
2018,113005318,126769404
2018,113005318,126769405
2018,113008581,126769428
2018,113005410,126775198
2018,113005428,126769534
2018,113005431,126779720
2018,113005431,126775224
2018,113008672,126779722
2018,113005437,126769548
2018,113005437,126769551
2018,113014041,126775245
2018,113014041,126775246
2018,113014048,126779760
2018,113014051,126769567
2018,113008704,126769567
2018,113014093,126779804
2018,113005485,126775293
2018,113014118,126775309
2018,113008754,126775345
2018,113014149,126779868
2018,113014152,126775351
2018,113008767,126775362
2018,113014204,126769659
2018,113005567,126779943
2018,113005567,126779939
2018,113008799,126779952
2018,113014234,126769674
2018,113014235,126769678
2018,113014245,126775442
2018,113014247,126775448
2018,113005620,126780010
2018,113014273,126780026
2018,113014310,126780058
2018,113014314,126780063
2018,113014326,126775514
2018,113014352,126780098
2018,113008924,126775586
2018,113005783,126780197
2018,113014436,126775634
2018,113005794,126780210
2018,113014459,126769825
2018,113014491,126775681
2018,113005835,126775689
2018,113005847,126780271
2018,113005873,126780304
2018,113005879,126780312
2018,113009001,126780314
2018,113014550,126780316
2018,113014565,126780331
2018,113009011,126775761
2018,113009011,126769873
2018,113005913,126775769
2018,113014585,126775776
2018,113014634,126780398
2018,113014634,126775805
2018,113014658,126780437
2018,113014675,126775858
2018,113009071,126775870
2018,113006005,126780478
2018,113006007,126780478
2018,113009076,126769943
2018,113014705,126780485
2018,113006019,126775891
2018,113009089,126769958
2018,113009089,126769959
2018,113009095,126775904
2018,113014770,126775937
2018,113014794,126770005
2018,113014794,126775955
2018,113014802,126780576
2018,113014802,126770016
2018,113014816,126770039
2018,113014816,126770038
2018,113009160,126780606
2018,113016142,126776022
2018,120301136,133831147
2018,120291130,133831147
2018,120301622,133821524
2018,117635681,131242032
2018,117641725,131235927
2018,117641729,131246782
2018,117641729,131246780
2018,117641895,131246967
2018,117641894,131246967
2018,117646819,131247014
2018,117646823,131247018
2018,117646823,131247019
2018,117646823,131236085
2018,117642018,131251145
2018,117642021,131251144
2018,117651154,131251145
2018,117646875,131242608
2018,117642036,131242640
2018,117642044,131242642
2018,117642066,131247138
2018,117646923,131242665
2018,117646950,131247172
2018,117642095,131247175
2018,117646956,131251207
2018,117646956,131251208
2018,117642116,131242715
2018,117647021,131247262
2018,117647022,131247263
2018,117651347,131247386
2018,117642319,131242921
2018,117642319,131242922
2018,117651354,131247404
2018,117647153,131247404
2018,117642331,131242938
2018,117642346,131247427
2018,117647189,131247427
2018,117647192,131247430
2018,117642353,131251393
2018,113003457,126773192
2018,113006721,126767489
2018,113011880,126777447
2018,113003486,126773224
2018,113003492,126777460
2018,113003495,126777460
2018,113003489,126777460
2018,113006754,126767524
2018,113003524,126767528
2018,113003522,126767528
2018,113003536,126777506
2018,113011933,126767544
2018,113003551,126777536
2018,113003551,126777535
2018,113011955,126777543
2018,113011955,126767565
2018,113011963,126777556
2018,113012088,126773375
2018,113012093,126777704
2018,113012108,126777715
2018,113006928,126767711
2018,113003699,126767725
2018,113003699,126773438
2018,113012179,126767743
2018,113012179,126767744
2018,113012189,126777784
2018,113012207,126773481
2018,113006998,126777818
2018,113012240,126767800
2018,113012240,126767801
2018,113012245,126773513
2018,113007035,126777881
2018,113003815,126773563
2018,113012303,126777892
2018,113003827,126767852
2018,113012314,126767856
2018,113003861,126767880
2018,113012350,126767880
2018,113007111,126767915
2018,113012450,126778034
2018,113007183,126773718
2018,113007197,126768001
2018,113007208,126773744
2018,113007207,126773744
2018,113007207,126773743
2018,113007208,126773743
2018,113012532,126778123
2018,113007235,126778129
2018,113012554,126778142
2018,113012570,126768046
2018,113004030,126768048
2018,113004030,126773789
2018,113007263,126778176
2018,113004051,126773818
2018,113004063,126768065
2018,113004063,126773827
2018,113007285,126773842
2018,113007294,126768078
2018,113012641,126778249
2018,113004144,126773900
2018,113012652,126773900
2018,113004164,126773925
2018,113012730,126773976
2018,113012730,126778340
2018,113012734,126773984
2018,113004223,126773992
2018,113007398,126773992
2018,113004227,126778360
2018,113004227,126768186
2018,113007441,126778408
2018,113007454,126778417
2018,113004297,126778440
2018,113004305,126778444
2018,113004304,126778445
2018,113012834,126768253
2018,113007478,126768253
2018,113007514,126774148
2018,113007514,126774150
2018,113012885,126768303
2018,113012885,126768301
2018,113004371,126778513
2018,113012910,126774195
2018,113012916,126768324
2018,113008057,126768815
2018,113013385,126779039
2018,113013386,126779039
2018,113013403,126774601
2018,113004834,126768854
2018,113004833,126768852
2018,113004834,126768853
2018,113013421,126779075
2018,113013421,126768864
2018,113008126,126768885
2018,113008136,126768891
2018,113013454,126779110
2018,113013487,126779148
2018,113013491,126779154
2018,113004896,126779168
2018,113008212,126774705
2018,113013553,126779221
2018,113013558,126774743
2018,113004950,126779232
2018,113013577,126779246
2018,113013588,126774770
2018,113008289,126774782
2018,113013610,126774790
2018,113013610,126779283
2018,113013622,126769080
2018,113013636,126774810
2018,113013641,126769095
2018,113013641,126769093
2018,113005033,126774833
2018,113008346,126779347
2018,113013692,126774862
2018,113008374,126769164
2018,120178246,133698677
2018,120178421,133698900
2018,120178421,133698899
2018,120178421,133703844
2018,123163034,136632318
2018,123167204,136632365
2018,123167316,136632494
2018,123167555,136628675
2018,123167555,136628678
2018,123167556,136628676
2018,123167556,136624932
2018,113005082,126769169
2018,113013716,126779400
2018,113005099,126774902
2018,113005107,126769197
2018,113005115,126779423
2018,113005180,126774981
2018,113005191,126769274
2018,113013816,126779520
2018,113005224,126775006
2018,113005231,126769309
2018,113013824,126769309
2018,113005241,126775025
2018,113008511,126769330
2018,113013874,126775085
2018,113008550,126769386
2018,113008559,126779591
2018,113008559,126769394
2018,113013891,126779593
2018,113008574,126769419
2018,113005332,126769423
2018,113013938,126779652
2018,113005374,126775167
2018,113005374,126775166
2018,113008627,126779670
2018,113014022,126769546
2018,113014027,126779732
2018,113014027,126779731
2018,113014060,126769570
2018,113014060,126775262
2018,113014060,126775261
2018,113008714,126779791
2018,113008715,126779792
2018,113005474,126775280
2018,113005504,126775317
2018,113005508,126775317
2018,113005515,126775328
2018,113005515,126775329
2018,113005515,126779848
2018,113008751,126779858
2018,113014173,126779898
2018,113005554,126775384
2018,113014191,126779921
2018,113014206,126775399
2018,113014211,126779940
2018,113014211,126779942
2018,113005581,126775422
2018,113008809,126779965
2018,113008809,126775425
2018,113005591,126769669
2018,113008836,126769694
2018,113014252,126775456
2018,113014262,126769699
2018,113005718,126780117
2018,113005719,126780117
2018,113005741,126780141
2018,113014410,126775607
2018,113014423,126780183
2018,113014430,126780193
2018,113005795,126780211
2018,113014450,126769817
2018,113005845,126769844
2018,113014523,126780287
2018,113014528,126780292
2018,113005872,126775730
2018,113005875,126775730
2018,113005884,126775737
2018,113014559,126780326
2018,113014567,126780332
2018,113009009,126780337
2018,113014605,126769888
2018,113005953,126775813
2018,113009040,126780410
2018,113005980,126769924
2018,113014667,126775853
2018,113014684,126780467
2018,113014686,126780467
2018,113014719,126769961
2018,113006049,126769975
2018,113006053,126769979
2018,113014752,126775922
2018,113014764,126775930
2018,113014795,126780569
2018,113014804,126770019
2018,113009140,126770021
2018,113006104,126770022
2018,113006104,126770023
2018,113006104,126770026
2018,113006123,126780605
2018,113009170,126776008
2018,120181350,133703843
2018,120181350,133703842
2018,113013773,126774958
2018,113005173,126774978
2018,113008460,126769263
2018,113005214,126775000
2018,113005220,126779517
2018,113013818,126775009
2018,113005279,126775072
2018,113005279,126775071
2018,113013877,126769371
2018,113013884,126779574
2018,113005304,126769385
2018,113013912,126775121
2018,113013965,126769482
2018,113013977,126775183
2018,113005409,126779695
2018,113005409,126775197
2018,113014018,126775226
2018,113014018,126779721
2018,113008676,126769544
2018,113014026,126775234
2018,113008706,126779769
2018,113014057,126779777
2018,113005473,126779795
2018,113014098,126779808
2018,113008722,126769590
2018,113014111,126779824
2018,113008734,126769609
2018,113014146,126779867
2018,113014162,126779886
2018,113008771,126775371
2018,113005547,126775377
2018,113014180,126769641
2018,113014180,126769642
2018,113014201,126769656
2018,113005573,126779951
2018,113008804,126779962
2018,113014244,126779992
2018,113014249,126780001
2018,113014266,126780019
2018,113014277,126780027
2018,113014290,126775482
2018,113014290,126780036
2018,113014296,126769715
2018,113014322,126780072
2018,113008877,126780083
2018,113005692,126775537
2018,113008925,126769789
2018,113014422,126780180
2018,113005777,126769804
2018,113005777,126769803
2018,113014440,126769810
2018,113014481,126769835
2018,113005825,126780246
2018,113005825,126780245
2018,113014546,126780313
2018,113009003,126775743
2018,113014580,126775768
2018,113005926,126775779
2018,113014609,126769893
2018,113014609,126769892
2018,113009029,126769899
2018,113014630,126775800
2018,113014630,126775801
2018,113005967,126775830
2018,113005967,126775829
2018,113009054,126775835
2018,113009054,126780431
2018,113014665,126769927
2018,113014682,126780466
2018,113014691,126780475
2018,113006012,126780484
2018,113006028,126775898
2018,113014730,126769966
2018,113014729,126769966
2018,113006050,126769974
2018,113006059,126775916
2018,113014753,126780535
2018,123167109,136632250
2018,123171580,136632325
2018,123167161,136624572
2018,123167161,136628348
2018,123171584,136628345
2018,123171584,136624571
2018,123171584,136632321
2018,123163081,136628392
2018,123172284,136625322
2018,123172293,136625344
2018,123172306,136629202
2018,123172323,136633383
2018,123168155,136633421
2018,123163870,136625404
2018,111375834,125130715
2018,111375836,125140714
2018,111385800,125135727
2018,111385817,125140714
2018,111385820,125140723
2018,113008707,126775255
2018,113014122,126775315
2018,113014122,126769602
2018,113014127,126775324
2018,113008742,126779846
2018,113008742,126779847
2018,113014169,126775370
2018,113014200,126779930
2018,113014238,126779985
2018,113014243,126775441
2018,113008826,126769687
2018,113008826,126769688
2018,113014250,126775452
2018,113014254,126780007
2018,113014279,126775477
2018,113014286,126780037
2018,113014311,126780059
2018,113014328,126769738
2018,113014327,126769738
2018,113014346,126780093
2018,113008888,126780096
2018,113005701,126769758
2018,113014359,126769759
2018,113008906,126775561
2018,113005722,126769771
2018,113005724,126769771
2018,113008911,126769772
2018,113005723,126769771
2018,113008912,126775564
2018,113005743,126780143
2018,113008928,126780160
2018,113005764,126775606
2018,113014418,126769800
2018,113008943,126775621
2018,113008943,126775620
2018,113014427,126775626
2018,113014441,126780205
2018,113014461,126780219
2018,113014472,126780231
2018,113014472,126769832
2018,113008968,126769838
2018,113014509,126780264
2018,113014552,126780318
2018,113005896,126775750
2018,113005896,126775751
2018,113005896,126775749
2018,113014571,126775760
2018,113014578,126775766
2018,113005921,126769882
2018,113014618,126769898
2018,113009037,126780408
2018,113009037,126775809
2018,113005957,126769912
2018,113005957,126775819
2018,113009049,126769917
2018,113005970,126780425
2018,113005978,126780436
2018,113009063,126780443
2018,113014670,126775857
2018,113014680,126775864
2018,113006001,126780472
2018,113014692,126780477
2018,113014696,126769939
2018,113014696,126769940
2018,113014724,126775899
2018,113009098,126769971
2018,113006064,126780532
2018,113014800,126780573
2018,113014800,126780572
2018,113006103,126770028
2018,113014810,126770030
2018,113006120,126770042
2018,113009171,126776007
2018,113014846,126780621
2018,123150799,136615981
2018,123150827,136627495
2018,123150831,136616007
2018,123166199,136631357
2018,123160904,136623962
2018,123162476,136631371
2018,123166244,136623991
2018,111375821,125140698
2018,111375828,125135738
2018,111380822,125135751
2018,111385842,125135765
2018,111385841,125135765
2018,111385862,125130753
2018,111385887,125135836
2018,111385903,125130798
2018,111375920,125140817
2018,111380938,125140850
2018,111376048,125140943
2018,111376048,125130936
2018,111381087,125130973
2018,111376143,125136062
2018,111376142,125136062
2018,111376146,125136063
2018,111376151,125136069
2018,111376153,125136069
2018,111381148,125131030
2018,111376164,125131038
2018,111376168,125141036
2018,111381164,125131046
2018,111376206,125131081
2018,111376217,125141066
2018,111386115,125136138
2018,111376247,125131107
2018,111386124,125131107
2018,111376262,125136159
2018,111376262,125141096
2018,111386150,125136173
2018,111376275,125141103
2018,111376275,125141104
2018,111381259,125141123
2018,111376314,125131176
2018,111381288,125141153
2018,111386210,125141158
2018,111381301,125136242
2018,111381301,125141161
2018,111381305,125141165
2018,111381369,125141236
2018,111381367,125141236
2018,117646411,131242150
2018,117635768,131242164
2018,117646651,131242378
2018,117646653,131235933
2018,117641740,131235934
2018,117641737,131235934
2018,117641738,131235934
2018,117641750,131235942
2018,117641755,131246807
2018,117641762,131242409
2018,117646691,131235962
2018,117646714,131235991
2018,117646733,131236015
2018,117646733,131236014
2018,117636092,131247007
2018,117636098,131242557
2018,117642014,131247088
2018,117642023,131247095
2018,117651165,131242629
2018,117651180,131251170
2018,117646926,131251188
2018,117646936,131242680
2018,117642181,131242794
2018,117642182,131242797
2018,117647016,131247258
2018,117642305,131247381
2018,117647135,131251363
2018,117647142,131251367
2018,117647142,131247394
2018,117647145,131242923
2018,117647165,131242942
2018,117651370,131242964
2018,117651370,131242962
2018,117651370,131242963
2018,117647208,131242982
2018,111381371,125131285
2018,111386296,125136329
2018,111386296,125136330
2018,111381392,125131313
2018,111386306,125131317
2018,111381412,125136355
2018,111381424,125141300
2018,111381427,125136372
2018,111381427,125141302
2018,111381431,125136378
2018,111386355,125136382
2018,111386361,125131395
2018,111386361,125131396
2018,111386364,125141316
2018,111376544,125141316
2018,111376556,125131422
2018,111386386,125141336
2018,111381485,125141363
2018,111381514,125136464
2018,111381513,125131507
2018,111381519,125141399
2018,111376657,125136482
2018,111381555,125141440
2018,111381555,125136513
2018,111381567,125141446
2018,111381571,125136529
2018,111386541,125141488
2018,111381613,125141491
2018,111376790,125131671
2018,111376790,125131672
2018,111376807,125141518
2018,111381640,125141518
2018,111381640,125131686
2018,111376877,125131759
2018,111376892,125131772
2018,111381701,125131781
2018,111386635,125141565
2018,111376912,125136702
2018,111386662,125141585
2018,111386662,125136717
2018,111381730,125141595
2018,111381801,125141684
2018,111381801,125141683
2018,111386797,125132008
2018,111377132,125136862
2018,111381839,125141740
2018,111377148,125141757
2018,111381859,125136889
2018,111381872,125136906
2018,111381882,125132053
2018,111381880,125132054
2018,111386849,125141791
2018,111386855,125132063
2018,111377192,125132071
2018,111377208,125141822
2018,111381907,125136945
2018,111381915,125132100
2018,111377230,125132109
2018,111386926,125141873
2018,111386926,125136997
2018,111381956,125137005
2018,111377298,125141928
2018,111377325,125137058
2018,111377349,125137075
2018,111386994,125137091
2018,111382040,125132253
2018,111377371,125132253
2018,111387002,125137095
2018,111382055,125132272
2018,111382122,125132351
2018,111377499,125142067
2018,111382140,125142067
2018,111377503,125142067
2018,111387108,125142069
