"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2018,111382013,114721030,3,33784498
2018,111377339,114721029,3,33784499
2018,111382013,114721029,25,33784497
2018,111377339,114721030,25,33784500
2018,111377350,114716187,9,33774594
2018,111382044,114725817,25,33774608
2018,111382044,114716214,18,33774609
2018,111382046,114716214,25,33784509
2018,111382046,114725817,18,33784508
2018,111387013,114716221,1,33774613
2018,111377390,114721069,1,33784514
2018,111382060,114721076,1,33784519
2018,111382061,114721075,1,33779420
2018,111382060,114721075,25,33774614
2018,111382061,114721076,25,33779421
2018,123162473,126610918,19,37952612
2018,123163035,126607906,24,37947334
2018,123167160,126607906,24,37947336
2018,111378609,114727413,21,33774986
2018,113003411,116354547,5,34311985
2018,113003412,116354547,5,34311986
2018,113011816,116361329,1,34308512
2018,113011816,116361327,1,34316063
2018,113011813,116361326,3,34308510
2018,113011821,116361334,1,34311989
2018,113011821,116361335,1,34308513
2018,113011821,116361333,1,34311988
2018,113011821,116361332,1,34316064
2018,113003444,116365415,16,34311992
2018,113003444,116365417,17,34316072
2018,113006709,116354592,25,34311999
2018,113006709,116354591,24,34316078
2018,113006706,116354591,24,34311998
2018,113011847,116354591,25,34308523
2018,113011847,116354592,24,34308524
2018,113006706,116354592,21,34316077
2018,113003464,116365446,1,34312001
2018,113003464,116365447,1,34316080
2018,113011853,116354604,24,34316081
2018,113003494,116361393,9,34316094
2018,113006750,116361411,21,34308533
2018,113006777,116365521,21,34312009
2018,113006788,116369681,1,34312012
2018,113006803,116365545,21,34312017
2018,113003558,116365548,1,34316104
2018,113011973,116369707,1,34308545
2018,113011979,116369711,24,34312018
2018,113011978,116369711,24,34316107
2018,113006840,116365593,21,34316120
2018,113006843,116369740,5,34316121
2018,113006893,116365672,17,34312038
2018,113003651,116365685,3,34312039
2018,111380856,114719733,5,33784061
2018,111380864,114719744,16,33779046
2018,111375885,114714705,19,33774068
2018,111375833,114724636,1,33779037
2018,111375833,114724635,1,33779036
2018,111380883,114719758,1,33784064
2018,111380905,114724726,15,33779051
2018,111385892,114714728,7,33774072
2018,111380916,114719800,1,33784069
2018,111380915,114719800,1,33774074
2018,111381030,114719886,5,33779078
2018,111385975,114719886,5,33784105
2018,111376009,114719897,16,33784110
2018,111381101,114714935,17,33784142
2018,111381101,114724884,25,33774139
2018,127972867,132784067,1,39937453
2018,127972867,132784066,1,39947311
2018,127987639,132784248,1,39947391
2018,111385812,114719681,14,33779038
2018,111380868,114714707,21,33774067
2018,111375906,114714731,3,33779052
2018,111385916,114719810,16,33779061
2018,111375976,114714806,25,33779073
2018,111381001,114724812,25,33784098
2018,111375976,114724812,24,33779074
2018,111381001,114714806,24,33784097
2018,111375986,114724822,1,33774094
2018,111381043,114714845,3,33774101
2018,111376032,114714865,21,33774105
2018,111386005,114719918,3,33779086
2018,111381061,114714869,25,33774108
2018,111386007,114719917,1,33774113
2018,111386007,114724844,25,33779089
2018,111376041,114714869,9,33774109
2018,111381061,114719917,9,33774107
2018,111386007,114714869,1,33779087
2018,111386007,114714870,1,33779088
2018,111381061,114714870,9,33784116
2018,111376041,114724844,1,33774111
2018,111376041,114719917,19,33784118
2018,111381061,114724844,1,33784117
2018,111376041,114714870,25,33774110
2018,111376148,114714989,15,33774156
2018,111381152,114714999,1,33774165
2018,111381155,114720023,24,33784166
2018,111381194,114715033,3,33784181
2018,111376305,114720162,16,33774202
2018,111376322,114720171,1,33779152
2018,111376345,114715165,21,33774218
2018,111386256,114715223,1,33779177
2018,111376406,114715226,1,33779180
2018,111381345,114715226,1,33779181
2018,111386266,114715235,3,33779185
2018,111381351,114720261,1,33774249
2018,111376437,114725164,3,33774275
2018,111381376,114715265,15,33774280
2018,111376440,114715265,15,33774279
2018,111381389,114715274,23,33784282
2018,111386297,114715274,22,33779206
2018,111376450,114715274,17,33774284
2018,111376494,114720319,9,33779213
2018,111385797,114724618,21,33779033
2018,111380801,114724612,3,33784050
2018,111385798,114719659,1,33774056
2018,111375926,114719807,15,33784072
2018,111375928,114714751,1,33784075
2018,111385941,114714781,14,33784090
2018,111376022,114714855,3,33774103
2018,111386050,114714948,1,33774140
2018,111386056,114714960,25,33784148
2018,111376119,114714960,3,33774144
2018,111376119,114724899,25,33774145
2018,111386056,114724899,3,33784149
2018,111381137,114720006,25,33774153
2018,111386066,114720006,1,33784157
2018,111386066,114724911,25,33784158
2018,111381137,114724911,1,33779107
2018,111381162,114724929,1,33779111
2018,111381162,114720024,1,33784167
2018,111381182,114720047,22,33784174
2018,111381186,114715026,24,33779116
2018,111381186,114720048,24,33784176
2018,111386102,114715046,1,33774184
2018,111376219,114720079,1,33784183
2018,111376221,114720081,25,33779129
2018,111376221,114720082,3,33784184
2018,111386108,114720081,3,33774186
2018,111386108,114720082,25,33784185
2018,111376226,114720088,9,33774187
2018,111386125,114724985,18,33779134
2018,111386125,114715073,18,33779135
2018,111386132,114720110,3,33784190
2018,111381242,114720131,1,33784198
2018,111381241,114720130,1,33774193
2018,111381241,114715094,1,33774194
2018,111381242,114715094,1,33784196
2018,111381242,114720130,1,33784195
2018,111381241,114720131,1,33784194
2018,111381245,114720130,1,33779137
2018,111381245,114720131,1,33784200
2018,111381245,114715094,1,33774196
2018,111376439,114715260,15,33774277
2018,111376446,114715273,1,33774282
2018,111381429,114720354,25,33784309
2018,111381429,114715344,1,33774315
2018,111376525,114715344,25,33779229
2018,111376525,114720354,1,33774314
2018,111386348,114725228,25,33784311
2018,111386348,114720359,24,33784312
2018,111386347,114725228,24,33774318
2018,111386347,114720359,25,33784310
2018,111376570,114715384,5,33774330
2018,111376582,114715399,4,33774334
2018,111386404,114720415,19,33774338
2018,111386423,114725279,1,33779252
2018,111381486,114725279,1,33779249
2018,111386422,114725279,24,33774342
2018,111376660,114725313,5,33784344
2018,111381536,114715498,1,33779270
2018,111381537,114715497,1,33784348
2018,111381537,114715498,25,33784349
2018,111381536,114715497,25,33779269
2018,111381585,114725359,25,33784375
2018,111381585,114725360,1,33779287
2018,111381586,114725360,25,33779289
2018,111381586,114725359,1,33779288
2018,111376741,114720551,1,33779293
2018,111376748,114715588,5,33784378
2018,111376753,114715588,5,33774408
2018,111381601,114715590,25,33784379
2018,111376757,114715590,3,33779295
2018,111376757,114715591,25,33779296
2018,111381601,114715591,3,33784380
2018,111381646,114715662,13,33774420
2018,111376809,114715662,21,33784393
2018,111376823,114720611,16,33774425
2018,111386588,114715680,20,33774428
2018,111386588,114725429,5,33774427
2018,111376840,114720628,1,33779309
2018,111386599,114720628,1,33784398
2018,111381692,114715722,1,33784402
2018,111376878,114715722,1,33779314
2018,111376917,114725484,21,33774455
2018,111376977,114725528,17,33774476
2018,111376976,114725528,17,33774475
2018,111377060,114715889,20,33774493
2018,111377068,114720781,1,33774496
2018,111386847,114720881,1,33779366
2018,111377187,114716022,19,33779369
2018,111386917,114716084,1,33779390
2018,111386917,114716082,1,33784475
2018,111386957,114716123,2,33774564
2018,111381981,114725783,3,33779404
2018,111377318,114725799,3,33774575
2018,111377324,114721013,9,33774579
2018,111377324,114721012,1,33774578
2018,111377324,114721011,1,33784486
2018,111377340,114716180,1,33774590
2018,111387001,114725808,3,33774605
2018,111377381,114716220,16,33774611
2018,111382058,114725830,25,33784518
2018,111382057,114721072,25,33784515
2018,111382058,114721072,18,33784517
2018,111382057,114725830,18,33784516
2018,111377485,114725914,1,33784541
2018,111382139,114725925,9,33779446
2018,111377509,114716341,1,33774655
2018,111382158,114725959,3,33779451
2018,111377550,114721187,3,33784549
2018,111382178,114721189,1,33784550
2018,111387197,114725990,3,33774678
2018,111377577,114721211,18,33779473
2018,111387211,114726002,16,33779471
2018,111387211,114721211,16,33779470
2018,111387211,114721209,18,33779469
2018,111377577,114726002,16,33779474
2018,111382197,114721211,16,33774685
2018,111377577,114721209,16,33779472
2018,111382197,114721209,16,33774684
2018,111382197,114726002,18,33779475
2018,111377604,114721238,18,33779488
2018,111377613,114721247,19,33774697
2018,111382232,114726052,3,33784572
2018,111387330,114726134,3,33779519
2018,111377695,114716542,16,33774729
2018,111382356,114716570,16,33779539
2018,111382356,114716569,16,33779538
2018,111387371,114721357,3,33784618
2018,111387405,114721385,1,33784625
2018,111387407,114721385,1,33779556
2018,111387426,114726267,21,33784630
2018,111382403,114721406,18,33784632
2018,111382405,114726280,18,33779570
2018,111382405,114721409,18,33779572
2018,111382405,114726279,18,33774757
2018,111382405,114721410,18,33779573
2018,111382405,114721407,18,33774758
2018,111382405,114721412,18,33774759
2018,111382405,114721408,18,33779571
2018,111377779,114716622,1,33774762
2018,111382450,114716661,15,33774775
2018,111387515,114726365,1,33779613
2018,111387515,114726363,1,33784663
2018,111387515,114726361,1,33779612
2018,111387602,114721540,5,33774796
2018,111377884,114726455,17,33774798
2018,111387602,114726455,25,33779646
2018,111377884,114721540,25,33774797
2018,111377907,114716760,3,33774814
2018,111377961,114726533,25,33784713
2018,111376095,114714935,25,33774138
2018,111376095,114724884,5,33784141
2018,111376113,114719981,16,33774143
2018,111381146,114720016,17,33774163
2018,111381190,114724959,3,33779118
2018,111381221,114720104,14,33784187
2018,111386144,114715087,21,33784191
2018,111381243,114725006,9,33774195
2018,111386161,114720141,16,33774198
2018,111386161,114715111,1,33779139
2018,111386165,114715114,3,33774199
2018,111386178,114720163,3,33774203
2018,111386268,114720255,3,33784261
2018,111376512,114715332,1,33774296
2018,111386353,114720368,3,33779233
2018,111386393,114720402,25,33779243
2018,111381468,114725261,25,33784320
2018,111386393,114725261,9,33784322
2018,111381468,114720402,9,33774333
2018,111376585,114720405,1,33774335
2018,111386411,114725273,25,33784330
2018,111386411,114720421,3,33784329
2018,111381526,114725304,24,33774355
2018,111376647,114725304,1,33779261
2018,111386483,114715515,1,33774370
2018,111376734,114720542,1,33779291
2018,111386557,114715615,1,33774414
2018,111381625,114715620,3,33774415
2018,111376812,114725416,1,33774421
2018,111381672,114725441,21,33774434
2018,111386603,114720635,21,33784399
2018,111376925,114715765,17,33784405
2018,111381715,114715765,19,33784406
2018,111376927,114715765,17,33779321
2018,111377015,114715853,5,33774479
2018,111377034,114720760,21,33779337
2018,111381790,114720770,21,33784425
2018,111377077,114715902,3,33774500
2018,111377089,114720795,3,33774507
2018,111386773,114725613,16,33779347
2018,111381812,114725613,16,33784435
2018,111377137,114725643,1,33779355
2018,111381878,114716004,25,33779365
2018,111377179,114716004,1,33774537
2018,111381878,114720877,1,33784451
2018,111377179,114720877,1,33774538
2018,111377185,114716015,1,33774541
2018,111377234,114720929,19,33784467
2018,111377236,114716054,1,33779384
2018,111377236,114720924,1,33784469
2018,111377282,114716107,5,33774561
2018,111377312,114716153,9,33774574
2018,111381997,114721005,18,33784483
2018,111381996,114721005,18,33784482
2018,111377332,114716173,3,33784494
2018,111377334,114721026,1,33774588
2018,111387008,114716215,24,33779414
2018,111377396,114716236,25,33774615
2018,111377396,114716237,3,33774616
2018,111382067,114716236,3,33774617
2018,111382067,114716237,25,33784523
2018,111377404,114716252,1,33774620
2018,111387068,114721096,19,33774634
2018,111377443,114721102,1,33779433
2018,111377446,114716276,3,33774635
2018,111377548,114721183,1,33774674
2018,111377554,114721194,1,33779463
2018,111382182,114716397,1,33779465
2018,111387203,114721202,3,33774679
2018,111377571,114721206,11,33784555
2018,111382191,114716425,16,33774683
2018,111377585,114726008,3,33774687
2018,111382213,114726021,3,33779481
2018,111382212,114716441,3,33784565
2018,111382218,114716446,21,33774696
2018,111382253,114721262,21,33784578
2018,111382285,114716508,5,33784589
2018,111377653,114716508,5,33779507
2018,111377691,114726145,3,33774727
2018,111377706,114716554,1,33774734
2018,111382376,114716592,1,33774741
2018,111387391,114726223,3,33779550
2018,111382396,114721399,9,33784627
2018,111382407,114721418,16,33784636
2018,111382413,114726292,18,33779587
2018,111382413,114721424,18,33784644
2018,111382415,114721424,18,33774766
2018,111382415,114726292,18,33774765
2018,111387508,114726352,15,33779609
2018,111387506,114726352,15,33779608
2018,111377834,114721477,1,33774782
2018,111377836,114726377,18,33784665
2018,111387548,114716708,18,33774788
2018,111382493,114726417,1,33784680
2018,111387555,114726417,1,33779630
2018,111387564,114716717,1,33779635
2018,111387564,114716716,1,33779634
2018,111387567,114721515,1,33784686
2018,111387583,114721529,18,33779641
2018,111387597,114721536,1,33784693
2018,111387606,114716732,16,33784696
2018,111382518,114716734,25,33784698
2018,111387604,114716733,16,33784695
2018,111387606,114716734,9,33779648
2018,111387604,114716734,16,33779647
2018,111382518,114716732,16,33779651
2018,111387606,114716733,25,33774801
2018,111382518,114716733,9,33784697
2018,111387604,114716732,25,33774799
2018,111382526,114726468,18,33784700
2018,111377924,114726501,3,33774817
2018,111382599,114726558,18,33779688
2018,111377996,114721645,1,33774832
2018,111382586,114726533,24,33774823
2018,111377961,114726535,24,33774822
2018,111382586,114726535,25,33784714
2018,111387729,114721649,18,33779690
2018,111382623,114726579,5,33774833
2018,111378039,114716894,16,33774842
2018,111378062,114726664,1,33774844
2018,111382662,114726663,1,33774845
2018,111387811,114726666,1,33774846
2018,111382662,114726666,25,33779705
2018,111387811,114726663,25,33784731
2018,111382682,114716942,9,33784736
2018,111387856,114721714,18,33774850
2018,111387894,114721740,3,33779727
2018,111378119,114716981,19,33784747
2018,111382732,114726759,17,33784750
2018,111378173,114726809,3,33774870
2018,111378168,114721805,3,33774869
2018,111378168,114726809,25,33774868
2018,111378173,114721805,25,33784754
2018,111378191,114721815,16,33784758
2018,111382797,114721824,25,33784761
2018,111387987,114717054,25,33774872
2018,111382797,114717054,1,33779745
2018,111387987,114721824,1,33774873
2018,111378596,114722297,1,33779888
2018,111388511,114722310,1,33779890
2018,120178423,123527672,17,36833611
2018,111385998,114714862,3,33784114
2018,111381089,114719957,1,33779101
2018,111381089,114714925,25,33784138
2018,111386036,114719957,25,33784134
2018,111386036,114714925,1,33784136
2018,111381141,114724912,24,33774155
2018,111376180,114720038,16,33774175
2018,111376415,114725138,1,33774253
2018,111376415,114725137,1,33779190
2018,111386288,114725162,3,33779204
2018,111376643,114720466,1,33774354
2018,111386454,114715483,9,33774356
2018,111376678,114725329,3,33774372
2018,111381569,114715546,24,33784372
2018,111376740,114720549,1,33784377
2018,111376830,114720616,5,33774432
2018,111381682,114715706,3,33774436
2018,111386650,114715769,16,33779322
2018,111386696,114720721,16,33779333
2018,111386718,114725558,3,33784419
2018,111377073,114715900,3,33774498
2018,111381848,114725646,9,33774515
2018,111377140,114725646,1,33774514
2018,111386872,114720905,3,33779377
2018,111381899,114716034,3,33784459
2018,111381899,114720905,25,33784461
2018,111386872,114716034,25,33779376
2018,111377241,114725724,1,33774554
2018,111382048,114721061,7,33784510
2018,111382134,114716322,21,33774653
2018,111387156,114721167,3,33774665
2018,111377584,114726006,16,33774686
2018,111377596,114726027,3,33774693
2018,111377635,114726080,3,33774710
2018,111387318,114716527,21,33779514
2018,111377692,114726146,16,33774728
2018,111377855,114716702,18,33774787
2018,111377855,114716703,18,33784673
2018,111377855,114721493,18,33784672
2018,111387573,114721524,1,33784689
2018,111387637,114726480,3,33774813
2018,111382573,114726517,1,33774818
2018,111387683,114726517,16,33779677
2018,111377953,114726527,3,33784711
2018,111387738,114716866,18,33774835
2018,111378085,114726693,1,33784739
2018,111382777,114726806,21,33784753
2018,111387991,114717053,1,33779747
2018,111387993,114717055,1,33779750
2018,111387989,114717055,1,33779746
2018,111387991,114717055,25,33779748
2018,111387989,114717053,25,33779744
2018,111387993,114717053,16,33779749
2018,111378553,114717467,3,33779876
2018,111383215,114717483,24,33784864
2018,111383239,114722299,21,33774981
2018,111378603,114717513,5,33774983
2018,111378604,114717513,1,33774984
2018,111378037,114716891,3,33784728
2018,111387851,114721704,19,33784738
2018,111387847,114721703,19,33779717
2018,111387847,114721704,25,33779718
2018,111387851,114721703,25,33784737
2018,111382709,114726728,1,33779726
2018,111382709,114721737,25,33779725
2018,111382712,114721737,1,33784744
2018,111382712,114726728,25,33784745
2018,111378126,114726754,1,33784748
2018,111383265,114717526,25,33779893
2018,111383265,114722331,1,33784871
2018,111378616,114722331,25,33784872
2018,111378616,114717526,1,33779894
2018,111376601,114720424,17,33784331
2018,111381515,114715467,1,33774353
2018,111381531,114720473,17,33774359
2018,111381531,114725309,21,33774358
2018,111386484,114720502,3,33779273
2018,111381570,114715547,24,33774392
2018,111376722,114725358,1,33779286
2018,111386521,114715576,3,33779290
2018,111386529,114720548,15,33779292
2018,111386535,114715587,1,33779294
2018,111381644,114715661,3,33784392
2018,111376828,114715681,1,33784397
2018,111386589,114725430,1,33774429
2018,111376828,114725430,25,33774431
2018,111386589,114715681,25,33774430
2018,111386600,114720629,3,33779310
2018,111376933,114715776,16,33774462
2018,111386669,114715785,1,33779326
2018,111381736,114725522,16,33779330
2018,111376963,114725524,16,33774474
2018,111376966,114725524,24,33784414
2018,111377019,114720737,16,33779336
2018,111377025,114715865,19,33774482
2018,111377025,114715864,25,33774481
2018,111377026,114715864,19,33774483
2018,111377026,114715865,25,33774484
2018,111377092,114715913,17,33774508
2018,111386772,114725612,3,33779346
2018,111381905,114725709,1,33774544
2018,111381926,114716066,24,33784470
2018,111381978,114725781,9,33779401
2018,111377321,114716166,3,33784485
2018,111377335,114716178,1,33774589
2018,111377361,114716200,1,33774600
2018,111377363,114721048,1,33774601
2018,111377369,114716207,1,33774604
2018,111377368,114716207,1,33774603
2018,111377419,114716264,16,33774627
2018,111377449,114716281,16,33774637
2018,111377522,114725948,3,33774660
2018,111387151,114725956,1,33779450
2018,111377532,114716357,1,33774664
2018,111377551,114721185,3,33774675
2018,111387191,114716400,16,33779466
2018,111377598,114726031,18,33774695
2018,111382305,114716524,16,33784592
2018,111382339,114721338,10,33774731
2018,111377842,114721485,3,33774784
2018,111377853,114726405,19,33779623
2018,111377873,114721527,16,33774793
2018,111377886,114716736,26,33774800
2018,111382520,114726461,3,33784699
2018,111382529,114721552,3,33784703
2018,111387732,114726578,15,33784720
2018,111378014,114726594,18,33779691
2018,111378055,114726656,22,33779701
2018,111387876,114726715,1,33779722
2018,111381085,114719956,3,33784135
2018,111381088,114719956,25,33784139
2018,111381085,114719955,25,33779100
2018,111381088,114719955,3,33784137
2018,111376114,114719985,1,33784146
2018,111376176,114720032,24,33779114
2018,111376192,114715024,1,33784175
2018,111381355,114725140,24,33784273
2018,111381386,114715276,1,33774283
2018,111376604,114720432,24,33774340
2018,111386476,114725320,1,33784354
2018,111381546,114715511,1,33779272
2018,111386476,114715511,25,33784355
2018,111381546,114725320,25,33784353
2018,111386478,114715512,20,33774368
2018,111376695,114715540,17,33774391
2018,111386507,114715539,5,33779284
2018,111386507,114715540,25,33784371
2018,111376695,114715539,25,33779283
2018,111376719,114715564,19,33774398
2018,111376759,114720562,15,33784381
2018,111376760,114720562,15,33774409
2018,111376821,114725424,25,33784395
2018,111376819,114715673,25,33774422
2018,111376819,114725424,16,33774423
2018,111376821,114715673,16,33784394
2018,111381661,114720612,13,33774426
2018,111386649,114720680,16,33784407
2018,111376931,114715768,17,33774458
2018,111376955,114725516,20,33774473
2018,111386765,114715919,16,33779344
2018,111386777,114725618,3,33784436
2018,111377158,114720856,17,33774531
2018,111386842,114716003,15,33779364
2018,111386915,114716079,1,33779388
2018,111377259,114716079,25,33784474
2018,111386915,114716080,25,33779389
2018,111377259,114716080,1,33779387
2018,111377266,114716092,1,33774560
2018,111377328,114721017,1,33784489
2018,111382004,114721018,1,33784488
2018,111382004,114721017,1,33784487
2018,111377328,114721018,1,33779410
2018,111377376,114721059,18,33774607
2018,111382049,114721062,3,33774612
2018,111382119,114721123,25,33774643
2018,111387091,114721123,1,33779438
2018,111387091,114721124,25,33779439
2018,111382119,114721124,1,33784539
2018,111387170,114716371,1,33779455
2018,111382181,114721195,21,33784552
2018,111387234,114716444,16,33779486
2018,111377617,114726043,21,33774698
2018,111387319,114721311,16,33779516
2018,111387319,114721310,16,33779515
2018,111382361,114726191,1,33779542
2018,111382361,114726190,1,33779541
2018,111382490,114726409,19,33784678
2018,111387571,114726427,21,33779637
2018,111387636,114721559,17,33779671
2018,111382625,114716863,1,33784721
2018,111387761,114716881,3,33779694
2018,111378038,114716893,1,33774841
2018,111382692,114716954,3,33784741
2018,111378121,114726747,24,33774863
2018,111387963,114717036,24,33779741
2018,120301188,123654678,3,36890294
2018,111376145,114714986,16,33774154
2018,111386271,114715237,1,33774252
2018,111381353,114720256,24,33784269
2018,111381352,114720257,1,33784265
2018,111381352,114720259,24,33774247
2018,111381353,114715237,25,33774258
2018,111376416,114715237,1,33774255
2018,111381352,114715237,9,33774250
2018,111386271,114720257,1,33774251
2018,111376416,114720256,1,33784267
2018,111376416,114720259,19,33774254
2018,111381352,114715236,24,33774248
2018,111381353,114715236,1,33784270
2018,111381353,114720259,1,33774257
2018,111386271,114715236,19,33784266
2018,111386271,114720256,3,33779188
2018,111386271,114720259,25,33779189
2018,111376416,114720257,1,33784268
2018,111376416,114715236,25,33779191
2018,111381352,114720256,24,33779187
2018,111381353,114720257,3,33779192
2018,111376472,114715298,1,33774290
2018,111381522,114725302,1,33784343
2018,111376649,114720471,3,33779262
2018,111381549,114720500,15,33784357
2018,111376806,114715651,3,33774419
2018,111386677,114725520,1,33779329
2018,111381881,114725683,1,33784454
2018,111381891,114720895,16,33779373
2018,111377235,114716061,19,33774553
2018,111377251,114720944,1,33779386
2018,111377301,114725787,21,33774569
2018,111382003,114716168,1,33779409
2018,111377329,114721022,3,33784492
2018,111377573,114716422,18,33774682
2018,111377573,114725996,18,33774681
2018,111387242,114721239,3,33784569
2018,111377621,114721256,3,33774700
2018,111377639,114726083,21,33774711
2018,111382311,114726116,5,33784593
2018,111382332,114716544,24,33779533
2018,111377756,114716602,3,33774745
2018,111382443,114726331,18,33779602
2018,111387499,114716672,19,33779607
2018,111377891,114716743,1,33774805
2018,111387612,114716743,1,33779658
2018,111387705,114726543,19,33784718
2018,111387705,114716827,25,33779686
2018,111387701,114716827,19,33784717
2018,111387701,114726543,25,33779683
2018,111382609,114726568,21,33774830
2018,111387822,114716923,21,33779711
2018,111378098,114721730,17,33774854
2018,111387925,114721768,1,33774864
2018,111378188,114726818,24,33784755
2018,111385800,114724624,3,33784054
2018,111375836,114724640,21,33774062
2018,111385817,114724640,1,33779041
2018,113003431,116354563,21,34308514
2018,113006685,116365410,3,34308515
2018,113003452,116365430,3,34311996
2018,113011924,116365512,16,34312008
2018,113003554,116369697,17,34308540
2018,113006815,116369712,1,34316110
2018,113006815,116369713,9,34308549
2018,113011997,116365580,19,34312020
2018,113012035,116365618,1,34316129
2018,113012113,116369822,1,34312045
2018,113012125,116365724,1,34308578
2018,113003741,116365792,21,34308587
2018,113003763,116365824,3,34312072
2018,113003777,116369928,9,34316179
2018,113003777,116365835,9,34316178
2018,113012264,116365835,9,34316180
2018,113012264,116369928,9,34316181
2018,113003824,116365877,3,34308597
2018,113003840,116369977,21,34316194
2018,113007069,116369982,26,34308608
2018,113012573,116370178,24,34308657
2018,113012587,116370187,17,34312138
2018,113012639,116366230,3,34308687
2018,113012731,116370309,24,34316323
2018,113012773,116362158,3,34316339
2018,113012784,116370355,5,34316346
2018,113007443,116366395,1,34312193
2018,113004262,116362183,25,34316349
2018,113004262,116370367,14,34316348
2018,113004264,116370367,25,34316350
2018,113004264,116362183,14,34316351
2018,113007447,116366397,1,34312195
2018,113012801,116366402,25,34316354
2018,113007451,116366402,1,34312196
2018,113007451,116366401,25,34316353
2018,113012801,116366401,1,34312197
2018,111375827,114724632,9,33774059
2018,111375907,114724728,24,33774073
2018,111375933,114724760,19,33774077
2018,111381132,114714976,24,33784155
2018,111381203,114720067,1,33779126
2018,111381203,114724966,1,33774185
2018,111381203,114715045,1,33779127
2018,111386147,114715085,16,33784193
2018,111376426,114725146,17,33784275
2018,111386402,114725267,3,33784327
2018,111381484,114725282,9,33784332
2018,111381484,114720433,25,33774341
2018,111386424,114725282,9,33784336
2018,111386424,114725283,25,33779253
2018,111381484,114725283,9,33784333
2018,111386420,114725283,9,33779248
2018,111386424,114720433,9,33779251
2018,111386420,114720433,9,33784334
2018,111386420,114725282,25,33784335
2018,111376621,114720443,1,33774345
2018,111381500,114720443,1,33784339
2018,111376675,114720503,19,33784358
2018,111386506,114725338,1,33774390
2018,111386568,114725410,1,33779306
2018,111376801,114725410,1,33784385
