"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2018,21,123638537
2018,21,123638556
2018,21,123643363
2018,21,123638733
2018,21,123643377
2018,21,123643375
2018,21,123638749
2018,21,123631142
2018,21,123630355
2018,21,123636139
2018,21,123636193
2018,21,123637179
2018,21,123637189
2018,21,123637510
2018,21,123637572
2018,21,123638171
2018,21,123642725
2018,21,123642743
2018,21,123642768
2018,21,123642769
2018,21,123643132
2018,21,123638299
2018,21,123638317
2018,21,123643063
2018,21,123643187
2018,21,123638539
2018,21,123643117
2018,21,123643257
2018,21,123638613
2018,21,123638637
2018,21,123643298
2018,21,123643300
2018,21,123634292
2018,21,123633793
2018,21,123629684
2018,21,123634227
2018,21,123629692
2018,21,123629704
2018,21,123634257
2018,21,123634258
2018,21,123629710
2018,21,123634403
2018,21,123634734
2018,21,123629993
2018,21,123634603
2018,21,123630040
2018,21,123630047
2018,21,123630055
2018,21,123634704
2018,21,123634729
2018,21,123635125
2018,21,123635306
2018,21,123636134
2018,21,123636132
2018,21,123636158
2018,21,123636187
2018,21,123636195
2018,21,123636212
2018,21,123642389
2018,21,123642390
2018,21,123637700
2018,21,123642520
2018,21,123637705
2018,21,123642522
2018,21,123637708
2018,21,123642984
2018,21,123637975
2018,21,123637995
2018,21,123638159
2018,21,123638199
2018,21,123638364
2018,21,123643021
2018,21,123643026
2018,21,123643027
2018,21,123638389
2018,21,123643070
2018,21,123638409
2018,21,123638426
2018,21,123638433
2018,21,123643093
2018,21,123643110
2018,21,123638724
2018,21,136627418
2018,21,136627486
2018,21,136615992
2018,21,136631177
2018,21,136631181
2018,21,136631369
2018,21,136628349
2018,21,136632324
2018,21,136628347
2018,21,136628448
2018,21,136624758
2018,21,136624988
2018,21,136628752
2018,21,123639082
2018,21,123643766
2018,21,123639561
2018,21,123638906
2018,21,123643539
2018,22,123638942
2018,21,123643552
2018,21,123643570
2018,21,123638978
2018,21,123638975
2018,21,123639001
2018,21,123639560
2018,21,123643885
2018,21,123643883
2018,21,123643888
2018,21,123643937
2018,21,123643954
2018,21,123643962
2018,21,123639372
2018,21,123639389
2018,21,123644017
2018,21,123639430
2018,21,123644027
2018,21,123644028
2018,21,123644029
2018,21,123639501
2018,21,123639509
2018,21,123639510
2018,21,123639768
2018,21,123644128
2018,21,123644188
2018,21,123644190
2018,21,123639602
2018,21,123639601
2018,21,123644263
2018,21,123644264
2018,21,123644265
2018,21,123644267
2018,21,123639642
2018,21,123639659
2018,21,123644403
2018,21,123644407
2018,21,123644406
2018,21,123639682
2018,21,123644430
2018,21,123644453
2018,21,123644484
2018,21,123639695
2018,21,123639697
2018,21,123644506
2018,21,123644505
2018,21,123639714
2018,21,123639715
2018,21,123644587
2018,21,123644631
2018,21,123644646
2018,21,123644791
2018,21,123644798
2018,21,123651466
2018,21,123646530
2018,21,136628886
2018,21,136633042
2018,21,136633169
2018,21,136629168
2018,21,136629245
2018,21,136629259
2018,21,123638922
2018,21,123643629
2018,21,123639165
2018,21,123639144
2018,21,123639090
2018,21,123643889
2018,21,123643896
2018,21,123643921
2018,21,123639338
2018,21,123639353
2018,21,123643957
2018,21,123643987
2018,21,123644016
2018,21,123639439
2018,21,123639440
2018,21,123639506
2018,21,123644522
2018,21,123639726
2018,21,123644550
2018,21,123639745
2018,21,123644566
2018,21,123639799
2018,21,123644598
2018,21,123639814
2018,21,123677428
2018,21,123665742
2018,21,123665793
2018,21,123674583
2018,21,123666208
2018,21,123673882
2018,21,123673905
2018,21,123673930
2018,21,123674252
2018,21,123674253
2018,21,123674265
2018,21,123674314
2018,21,123674354
2018,21,123674429
2018,21,123676627
2018,21,123676650
2018,21,123676653
2018,21,123674439
2018,21,123676660
2018,21,123676710
2018,21,123677273
2018,21,123677057
2018,21,123676757
2018,21,123676770
2018,21,123676771
2018,21,123674614
2018,21,123666670
2018,21,123666671
2018,21,123676933
2018,21,123674817
2018,21,123676963
2018,21,123676971
2018,21,123676976
2018,21,123674861
2018,21,123677065
2018,21,123674933
2018,21,123674985
2018,21,123674996
2018,21,123666703
2018,21,123675012
2018,21,123666707
2018,21,123677185
2018,21,123675042
2018,21,123675046
2018,21,123677226
2018,21,123677437
2018,21,123675082
2018,21,123677279
2018,21,123675136
2018,21,123675146
2018,21,123677296
2018,21,123675151
2018,21,123675150
2018,21,123675157
2018,21,123677306
2018,21,123677305
2018,21,123677313
2018,21,123675217
2018,21,123675221
2018,21,123675245
2018,21,123675252
2018,21,123677423
2018,21,123675303
2018,21,131246341
2018,21,131242082
2018,21,131235682
2018,21,131242091
2018,21,131235687
2018,21,123655634
2018,21,123655673
2018,21,123656825
2018,21,123655867
2018,21,123656913
2018,21,123656915
2018,21,123655939
2018,21,123656974
2018,21,123655956
2018,21,123656975
2018,21,123656976
2018,21,123656051
2018,21,123656003
2018,21,123656046
2018,21,123657088
2018,21,123657095
2018,21,123657114
2018,21,123656074
2018,21,123657123
2018,21,123657124
2018,21,123657156
2018,21,123656107
2018,21,123656114
2018,21,123657244
2018,21,123657213
2018,21,123656165
2018,21,123657340
2018,21,123657266
2018,21,123657279
2018,21,123657293
2018,21,123657346
2018,21,123657380
2018,21,123657381
2018,21,123657501
2018,21,123657512
2018,21,123661405
2018,21,123661397
2018,21,123661402
2018,21,123661406
2018,21,123661404
2018,21,123657546
2018,21,123657565
2018,21,123675485
2018,21,123675500
2018,21,123673670
2018,21,123665673
2018,21,123673033
2018,21,123666030
2018,21,123666117
2018,21,123665856
2018,21,123673733
2018,21,123673741
2018,21,123666141
2018,21,123666211
2018,21,123673848
2018,21,123666152
2018,21,123674189
2018,21,123666229
2018,21,123673920
2018,21,123673928
2018,21,123673937
2018,21,123673938
2018,21,123673957
2018,21,123677060
2018,21,123674191
2018,21,123674299
2018,21,123674955
2018,21,123674300
2018,21,123674309
2018,21,123676595
2018,21,123676594
2018,21,123676593
2018,21,123676592
2018,21,123674378
2018,21,123674428
2018,21,123666659
2018,21,123676685
2018,21,123674527
2018,21,123674556
2018,21,123674568
2018,21,123674586
2018,21,123676778
2018,21,123674623
2018,21,123676805
2018,21,123674674
2018,21,123666675
2018,21,123676822
2018,21,123676821
2018,21,123674707
2018,21,123674723
2018,21,123674724
2018,21,123674760
2018,21,123676914
2018,21,123674801
2018,21,123674806
2018,21,123675506
2018,21,123675531
2018,21,123674905
2018,21,123677049
2018,21,123675040
2018,21,123677224
2018,21,123677230
2018,21,123677286
2018,21,123675161
2018,21,123675174
2018,21,123675186
2018,21,123675216
2018,21,123675225
2018,21,123675319
2018,21,123675318
2018,21,123677442
2018,21,123675323
2018,21,123675359
2018,21,123675358
2018,21,123677494
2018,21,123675379
2018,21,123675412
2018,21,123675421
2018,21,123675428
2018,21,123675429
2018,21,123677655
2018,21,123675622
2018,21,123675536
2018,21,123675724
2018,21,123675748
2018,21,123675633
2018,21,123675632
2018,21,123675645
2018,21,123677785
2018,21,123677799
2018,21,123675756
2018,21,123677816
2018,21,123676022
2018,21,123676023
2018,21,123676032
2018,21,123676031
2018,21,123676037
2018,21,123678078
2018,21,123666782
2018,21,123676198
2018,21,123676195
2018,21,123678258
2018,21,123678257
2018,21,123676244
2018,21,123676243
2018,21,123676252
2018,21,123666791
2018,21,123678290
2018,21,123678291
2018,21,123676294
2018,21,123678312
2018,21,123678316
2018,21,123676296
2018,21,123676308
2018,21,123676311
2018,21,123676313
2018,21,123678336
2018,21,123678376
2018,21,123681375
2018,21,123681431
2018,21,123678434
2018,21,123678436
2018,21,123678435
2018,21,123681487
2018,21,123681572
2018,21,123681675
2018,25,123681687
2018,21,123681715
2018,21,123681723
2018,21,123681722
2018,21,123681736
2018,21,123666823
2018,21,123681772
2018,21,123681781
2018,21,123678707
2018,21,123681804
2018,21,123681805
2018,21,123678711
2018,21,123681816
2018,21,123681822
2018,21,123681830
2018,21,123681846
2018,21,123681852
2018,21,123681851
2018,21,123681869
2018,21,123681890
2018,21,123681903
2018,21,123678806
2018,21,123681915
2018,21,123678820
2018,21,123678819
2018,21,123639834
2018,21,123655638
2018,21,123639926
2018,21,123655887
2018,21,123656895
2018,21,123656838
2018,21,123656965
2018,21,123657036
2018,21,123656928
2018,21,123656992
2018,21,123657094
2018,21,123657041
2018,21,123657052
2018,21,123656019
2018,21,123656031
2018,21,123656030
2018,21,123657070
2018,21,123657106
2018,21,123657113
2018,21,123656072
2018,21,123657147
2018,21,123657164
2018,21,123657178
2018,21,123657324
2018,21,123656267
2018,21,123656317
2018,21,123651484
2018,21,123657491
2018,21,123651482
2018,21,123657551
2018,21,123646515
2018,21,123646608
2018,21,123646713
2018,21,123646610
2018,21,123651628
2018,21,123646609
2018,21,123646631
2018,21,123646737
2018,21,123646641
2018,21,123646656
2018,21,123651695
2018,21,123646689
2018,21,123646748
2018,21,123646777
2018,21,123651812
2018,21,123651815
2018,21,123646825
2018,21,123651829
2018,21,123646824
2018,21,123646839
2018,21,123646848
2018,21,123646855
2018,21,123651878
2018,21,123657563
2018,21,123657562
2018,21,123676076
2018,21,123673332
2018,21,123673111
2018,21,123679446
2018,21,123665860
2018,21,123665859
2018,21,123673323
2018,21,123673346
2018,21,123673526
2018,21,123673705
2018,21,123673712
2018,21,123665898
2018,21,123673781
2018,21,123666175
2018,21,123673798
2018,21,123673808
2018,21,123673846
2018,21,123673910
2018,21,123673925
2018,21,123673926
2018,21,123666278
2018,21,123676495
2018,21,123676498
2018,21,123674103
2018,21,123680693
2018,21,123676499
2018,21,123674257
2018,21,123684026
2018,21,123676532
2018,21,123674297
2018,21,123676555
2018,21,123674316
2018,21,123674328
2018,21,123674326
2018,21,123676575
2018,21,123674348
2018,21,123666651
2018,21,123674363
2018,21,123676612
2018,21,123674452
2018,21,123674450
2018,21,123674484
2018,21,123676712
2018,21,123676775
2018,21,123683582
2018,21,123674712
2018,21,123674738
2018,21,123666676
2018,21,123674747
2018,21,123676887
2018,21,123674756
2018,21,123674818
2018,21,123674863
2018,21,123674872
2018,21,123674873
2018,21,123674899
2018,21,123675148
2018,21,123677063
2018,21,123677062
2018,21,123677125
2018,21,123674972
2018,21,123677144
2018,21,123677171
2018,21,123675015
2018,21,123675070
2018,21,123677231
2018,21,123677241
2018,21,123677240
2018,21,123675090
2018,21,123675089
2018,21,123675098
2018,21,123677335
2018,21,123675625
2018,21,123675213
2018,21,123675219
2018,21,123675220
2018,21,123666715
2018,21,123677364
2018,21,123675292
2018,21,123677425
2018,21,123675310
2018,21,123677447
2018,21,123675338
2018,21,123677488
2018,21,123677491
2018,21,123675382
2018,21,123675383
2018,21,123675393
2018,21,123675399
2018,21,123677512
2018,21,123675408
2018,21,123677517
2018,21,123675515
2018,21,123677587
2018,21,123675534
2018,21,123677691
2018,21,123675730
2018,21,123675732
2018,21,123675679
2018,21,123675696
2018,21,123675845
2018,21,123675846
2018,21,123677899
2018,21,123677898
2018,21,123675868
2018,21,123675867
2018,22,123677921
2018,21,123675901
2018,21,123675907
2018,21,123677936
2018,21,123677939
2018,21,123675917
2018,21,123675924
2018,21,123677953
2018,21,123677959
2018,21,123677969
2018,21,123675976
2018,21,123675983
2018,21,123677998
2018,21,123675989
2018,21,123678024
2018,21,123676016
2018,21,123678061
2018,21,123681967
2018,21,123676097
2018,21,123678146
2018,21,123676121
2018,21,123676122
2018,21,123684222
2018,21,123678168
2018,21,123678187
2018,21,123676158
2018,21,123676157
2018,21,123678225
2018,21,123678227
2018,21,123676211
2018,21,123676270
2018,21,123676278
2018,21,123676284
2018,21,123678301
2018,21,123676302
2018,21,123678317
2018,21,123678318
2018,21,123678319
2018,21,123676310
2018,21,123678331
2018,21,123678337
2018,21,123681595
2018,21,123678353
2018,21,123678352
2018,21,123681339
2018,21,123681350
2018,21,123681349
2018,21,123681391
2018,21,123681392
2018,21,123678401
2018,21,123678402
2018,21,123678411
2018,21,123678419
2018,21,123678426
2018,21,123681459
2018,22,123681538
2018,21,123678523
2018,21,123678536
2018,21,123681631
2018,21,123681609
2018,21,123678583
2018,21,123678850
2018,21,123681670
2018,21,123678659
2018,21,123681732
2018,21,123678678
2018,21,123678697
2018,21,123681876
2018,21,123678769
2018,21,123681885
2018,21,123678796
2018,21,123681919
2018,21,123678899
2018,21,123678917
2018,21,123682399
2018,21,123682040
2018,21,123682042
2018,21,123678974
2018,21,123682077
2018,21,123682084
2018,21,123682125
2018,21,123682136
2018,21,123679082
2018,21,123682193
2018,21,123682209
2018,21,123679118
2018,21,123679147
2018,21,123679153
2018,21,123682240
2018,21,123682247
2018,21,123679192
2018,21,123682310
2018,21,123679247
2018,21,123679245
2018,21,123679268
2018,21,123682346
2018,21,123679311
2018,21,123679323
2018,21,123679322
2018,21,123679454
2018,21,123682451
2018,21,123682897
2018,21,123683055
2018,21,123679457
2018,21,123682580
2018,21,123682603
2018,21,123682607
2018,21,123679503
2018,21,123682631
2018,21,123679525
2018,21,123682649
2018,21,123682695
2018,21,123679613
2018,21,123679617
2018,21,123682748
2018,21,123682749
2018,21,123679637
2018,21,123682957
2018,21,123682955
2018,21,123679799
2018,21,123679717
2018,21,123679797
2018,21,123683597
2018,21,123683250
2018,21,123683056
2018,21,123683090
2018,21,123683153
2018,21,123679947
2018,21,123683202
2018,21,123680020
2018,21,123683285
2018,21,123683311
2018,21,123683328
2018,21,123680075
2018,21,123683372
2018,21,123683394
2018,21,123680108
2018,21,123680134
2018,21,123683441
2018,21,123680188
2018,21,123683618
2018,21,123680352
2018,21,123683627
2018,21,123683644
2018,21,123683667
2018,21,123683696
2018,21,123683703
2018,21,123680417
2018,21,123680449
2018,21,123680448
2018,21,123680460
2018,21,123680466
2018,21,123683777
2018,21,123683798
2018,21,123680498
2018,21,123680523
2018,21,123683825
2018,21,123683835
2018,21,123680543
2018,21,123683834
2018,21,123683851
