"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2018,6,123675849
2018,6,123675611
2018,6,123677752
2018,6,123677751
2018,6,123677763
2018,9,123677782
2018,6,123675850
2018,8,123677908
2018,9,123677795
2018,6,123675752
2018,9,123666744
2018,6,123677813
2018,8,123677850
2018,6,123681645
2018,8,123677909
2018,6,123678040
2018,6,123678038
2018,6,123676038
2018,6,123678056
2018,6,123678074
2018,9,123676077
2018,9,123678125
2018,6,123676148
2018,9,123676173
2018,6,123678229
2018,6,123678230
2018,6,123676207
2018,6,123676218
2018,6,123678241
2018,6,123676286
2018,9,123676316
2018,6,123681426
2018,6,123681427
2018,9,123681458
2018,6,123681599
2018,1,123681619
2018,6,123681644
2018,9,123681700
2018,6,123666820
2018,8,123681866
2018,9,123678767
2018,9,123681893
2018,9,123678812
2018,9,123681929
2018,9,123681931
2018,9,123681934
2018,6,123634572
2018,6,123629987
2018,9,123634268
2018,9,123629712
2018,6,123629764
2018,6,123634351
2018,6,123630025
2018,6,123630028
2018,6,123630071
2018,9,123635279
2018,1,123631154
2018,6,123636157
2018,6,123631163
2018,6,123631162
2018,6,123642470
2018,6,123637689
2018,9,123638541
2018,3,123643042
2018,1,123643074
2018,6,123643089
2018,5,123643119
2018,9,123643226
2018,6,123643366
2018,9,123655862
2018,9,123656735
2018,6,123656737
2018,6,123655687
2018,9,123655998
2018,9,123656047
2018,6,123656061
2018,6,123656062
2018,6,123656096
2018,8,123657157
2018,9,123657169
2018,6,123656119
2018,6,123657344
2018,3,123656177
2018,9,123661372
2018,6,123657473
2018,6,123665995
2018,6,123673527
2018,6,123673482
2018,9,123673740
2018,6,123673483
2018,6,123673762
2018,9,123673761
2018,6,123673783
2018,9,123673804
2018,6,123675017
2018,6,123676705
2018,6,123676704
2018,6,123677558
2018,6,123677557
2018,6,123677184
2018,6,123677266
2018,6,123677265
2018,6,123675119
2018,6,123675128
2018,6,123675129
2018,6,123677382
2018,6,123677393
2018,6,123677394
2018,6,123677454
2018,6,123675351
2018,6,123675350
2018,6,123675376
2018,6,123675377
2018,9,123675595
2018,9,123677577
2018,9,123675504
2018,9,123675505
2018,6,123677660
2018,9,123676116
2018,6,123677702
2018,9,123675674
2018,8,123677701
2018,6,123675743
2018,6,123677792
2018,1,123675776
2018,9,123677900
2018,6,123666762
2018,6,123666761
2018,10,123675963
2018,10,123677989
2018,6,123676026
2018,7,123676026
2018,8,123678286
2018,9,123676287
2018,9,123678314
2018,8,123676314
2018,3,123678368
2018,6,123678380
2018,6,123678533
2018,3,123678660
2018,9,123678749
2018,9,123650343
2018,9,123682107
2018,9,123647713
2018,6,123643533
2018,6,123644093
2018,6,123644094
2018,6,123639319
2018,9,123644554
2018,9,123639821
2018,6,123644673
2018,6,123650362
2018,9,123679178
2018,6,123679193
2018,6,123682274
2018,6,123649787
2018,6,123682276
2018,6,123682296
2018,9,123649923
2018,6,123654286
2018,6,123651621
2018,9,123646628
2018,6,123652031
2018,8,123652037
2018,8,123646729
2018,9,123651753
2018,6,123646747
2018,9,123646858
2018,6,123651884
2018,6,123651882
2018,6,123646892
2018,9,123683221
2018,6,123652050
2018,6,123653205
2018,9,123682297
2018,9,123647309
2018,9,123679233
2018,9,123679432
2018,6,123653210
2018,6,123653342
2018,6,123653340
2018,6,123648716
2018,6,123653357
2018,6,123648731
2018,6,123653465
2018,6,123653464
2018,6,123649055
2018,8,123653760
2018,9,123682321
2018,6,123682366
2018,6,123682365
2018,6,123682556
2018,9,123679456
2018,9,123682589
2018,6,123679732
2018,6,123679733
2018,6,123679917
2018,6,123680117
2018,9,123650180
2018,6,123680130
2018,9,123650579
2018,6,123654988
2018,6,123654787
2018,6,123650877
2018,9,123654788
2018,9,123654811
2018,6,123650639
2018,8,123681036
2018,6,123654971
2018,9,123655436
2018,6,123650875
2018,8,123655016
2018,9,123650959
2018,6,123655092
2018,6,123650998
2018,9,123651023
2018,8,123655281
2018,6,123655280
2018,6,123680382
2018,9,123656483
2018,6,123655500
2018,6,123655502
2018,6,123656623
2018,6,123656624
2018,6,123655579
2018,6,123683663
2018,6,123683722
2018,6,123683724
2018,6,123683902
2018,6,123683969
2018,9,123680702
2018,9,123684099
2018,6,123680783
2018,9,123680851
2018,9,123684227
2018,9,123684919
2018,8,123681038
2018,9,123681075
2018,9,123681072
2018,6,123681073
2018,9,123681153
2018,9,123681256
2018,9,123684728
2018,6,123681268
2018,6,123684663
2018,9,123684671
2018,8,123686356
2018,6,123686357
2018,9,123686415
2018,6,123684759
2018,6,123686425
2018,6,123686606
2018,6,123686605
2018,6,123686867
2018,6,123685283
2018,6,123687094
2018,6,123687258
2018,6,123685672
2018,6,123685796
2018,6,123687402
2018,6,123687676
2018,6,123687679
2018,9,123691388
2018,3,123687992
2018,6,123691576
2018,6,123691575
2018,9,123688122
2018,9,123691625
2018,6,123688161
2018,6,123688160
2018,9,123688197
2018,1,123688204
2018,6,123691743
2018,9,123619659
2018,6,123649856
2018,6,123652476
2018,6,123647789
2018,6,123653025
2018,6,123653217
2018,6,123653289
2018,8,123653289
2018,6,123653309
2018,6,123648693
2018,6,123653498
2018,6,123653497
2018,6,123648966
2018,6,123653548
2018,6,123629402
2018,9,123634346
2018,6,123635110
2018,6,123653616
2018,9,123634356
2018,6,123630041
2018,6,123634741
2018,6,123634743
2018,6,123630494
2018,6,123649107
2018,6,123631148
2018,6,123636141
2018,6,123636163
2018,1,123636182
2018,6,123653714
2018,6,123642524
2018,6,123642525
2018,6,123638378
2018,6,123653715
2018,6,123638376
2018,9,123643037
2018,6,123643053
2018,6,123643051
2018,9,123643100
2018,9,123638659
2018,6,123647055
2018,6,123649852
2018,9,123649929
2018,6,123654291
2018,6,123649983
2018,2,123650075
2018,9,123650355
2018,6,123650263
2018,6,123650284
2018,6,123650286
2018,9,123650509
2018,9,123654562
2018,6,123650548
2018,6,123650549
2018,6,123654749
2018,6,123654750
2018,6,123654766
2018,6,123654765
2018,9,123654774
2018,3,123650630
2018,9,123654854
2018,9,123654881
2018,8,123650824
2018,8,123654960
2018,9,123654989
2018,9,123655001
2018,9,123655013
2018,9,123650949
2018,9,123650978
2018,9,123655150
2018,6,123651157
2018,6,123651160
2018,9,123651185
2018,9,123655245
2018,9,123656400
2018,9,123656399
2018,9,123655412
2018,9,123656447
2018,6,123655468
2018,6,123655466
2018,9,123656501
2018,5,123656550
2018,9,123655525
2018,6,123655556
2018,6,123656619
2018,6,123656659
2018,6,123655594
2018,9,123634234
2018,9,123629714
2018,6,123630346
2018,6,123635192
2018,6,123630394
2018,6,123636149
2018,9,123637613
2018,6,123642412
2018,6,123637612
2018,9,123638467
2018,9,123638534
2018,6,123643213
2018,6,123643212
2018,9,123643317
2018,9,123643328
2018,9,123638974
2018,9,123661370
2018,9,123643614
2018,9,123643777
2018,6,123643733
2018,6,123657531
2018,9,123655668
2018,9,123644558
2018,6,123644033
2018,6,123639514
2018,6,123644098
2018,9,123656733
2018,8,123655684
2018,6,123657295
2018,6,123656225
2018,6,123657570
2018,6,123646449
2018,9,123646518
2018,6,123651626
2018,6,123651536
2018,6,123651535
2018,9,123646538
2018,9,123651543
2018,6,123651806
2018,9,123651595
2018,6,123646606
2018,6,123651688
2018,9,123651724
2018,6,123646832
2018,6,123646831
2018,6,123646905
2018,9,123619676
2018,8,123624193
2018,6,123647273
2018,9,123652082
2018,6,123647178
2018,6,123647176
2018,6,123652157
2018,6,123652227
2018,9,123679064
2018,9,123682186
2018,6,123682215
2018,9,123647582
2018,6,123647590
2018,6,123648953
2018,6,123633790
2018,9,123629751
2018,1,123682233
2018,8,123634448
2018,8,123634447
2018,6,123634606
2018,6,123630030
2018,6,123630359
2018,6,123635154
2018,6,123653192
2018,6,123648396
2018,6,123648409
2018,10,123642896
2018,9,123638517
2018,6,123648408
2018,6,123643033
2018,6,123643062
2018,6,123638400
2018,9,123643087
2018,6,123648954
2018,6,123648700
2018,6,123653348
2018,8,123648780
2018,6,123653415
2018,6,123653571
2018,6,123649007
2018,6,123653587
2018,6,123649148
2018,6,123649149
2018,6,123649164
2018,6,123649175
2018,9,123682616
2018,6,123682344
2018,6,123679284
2018,9,123679300
2018,6,123682414
2018,6,123679965
2018,9,123686623
2018,6,123680722
2018,6,123683262
2018,9,123680007
2018,9,123680099
2018,6,123649946
2018,6,123649947
2018,6,123680165
2018,9,123650089
2018,6,123650277
2018,9,123651226
2018,9,123654530
2018,6,123650360
2018,6,123650357
2018,9,123650422
2018,8,123650443
2018,9,123650954
2018,6,123650975
2018,6,123650525
2018,6,123650524
2018,9,123650570
2018,6,123650599
2018,6,123650600
2018,9,123654786
2018,6,123654784
2018,1,123680431
2018,9,123683906
2018,9,123654978
2018,9,123650865
2018,9,123684350
2018,9,123655203
2018,9,123651232
2018,9,123651240
2018,8,123651239
2018,6,123655344
2018,6,123656347
2018,9,123656402
2018,6,123655480
2018,2,123655480
2018,8,123655480
2018,6,123684091
2018,6,123680777
2018,6,123680854
2018,6,123684164
2018,9,123685020
2018,6,123684362
2018,8,123684460
2018,8,123684461
2018,8,123684462
2018,6,123681168
2018,9,123681274
2018,6,123681289
2018,6,123681288
2018,6,123681322
2018,2,123681320
2018,9,123684682
2018,6,123684734
2018,6,123684735
2018,6,123684758
2018,6,123686426
2018,6,123686491
2018,6,123684848
2018,6,123688019
2018,9,123691612
2018,9,123686803
2018,6,123685302
2018,6,123686914
2018,6,123685329
2018,6,123686928
2018,6,123686929
2018,6,123686931
2018,6,123686954
2018,9,123687528
2018,9,123686252
2018,6,123687817
2018,9,123686255
2018,6,123686256
2018,9,123687833
2018,9,123691345
2018,9,123691635
2018,9,123688169
2018,6,123688202
2018,6,123691710
2018,6,123688206
2018,7,123691749
2018,6,123639567
2018,9,123639106
2018,6,123639204
2018,6,123643784
2018,6,123643785
2018,6,123639421
2018,6,123639568
2018,9,123639733
2018,1,123639897
2018,9,123651374
2018,6,123657500
2018,6,123657499
2018,6,123657498
2018,6,123657515
2018,3,123657513
2018,6,123661422
2018,6,123656266
2018,6,123656265
2018,6,123673686
2018,6,123666123
2018,6,123665981
2018,6,123673512
2018,6,123665982
2018,9,123666038
2018,8,123666042
2018,9,123673613
2018,6,123683989
2018,9,123673801
2018,9,123673958
2018,6,123675678
2018,6,123676503
2018,6,123676542
2018,6,123676543
2018,6,123674360
2018,6,123683988
2018,6,123676737
2018,8,123676737
2018,6,123676738
2018,8,123676738
2018,6,123676888
2018,9,123674797
2018,6,123674886
2018,6,123677441
2018,6,123677527
2018,6,123675437
2018,6,123675475
2018,6,123675476
2018,9,123677565
2018,6,123675518
2018,6,123675517
2018,9,123677635
2018,6,123677670
2018,6,123677669
2018,6,123675627
2018,6,123677844
2018,6,123677843
2018,6,123675714
2018,6,123675715
2018,9,123677749
2018,9,123677920
2018,6,123676103
2018,9,123677912
2018,8,123677913
2018,8,123675880
2018,6,123675931
2018,9,123677974
2018,8,123676001
2018,8,123678021
2018,6,123666769
2018,9,123676051
2018,6,123676058
2018,6,123676059
2018,9,123679373
2018,6,123676151
2018,6,123678183
2018,6,123676223
2018,9,123676239
2018,9,123678443
2018,9,123681457
2018,9,123681456
2018,6,123678488
2018,6,123678489
2018,6,123681539
2018,6,123678509
2018,3,123681674
2018,9,123681686
2018,9,123681754
2018,9,123681787
2018,9,123681839
2018,6,123678747
2018,6,123681861
2018,8,123681879
2018,9,123681901
2018,6,123681952
2018,9,123681951
2018,9,123678981
2018,6,123682130
2018,6,123682129
2018,9,123682257
2018,8,123682300
2018,9,123679248
2018,9,123682341
2018,9,123679297
2018,9,123679384
2018,6,123679453
2018,6,123679450
2018,9,123679477
2018,2,123679577
2018,6,123679772
2018,6,123683082
2018,6,123683138
2018,6,123679933
2018,6,123680018
2018,6,123683276
2018,6,123683322
2018,6,123683431
2018,6,123683430
2018,1,123680379
2018,6,123680423
2018,6,123683710
2018,9,123680741
2018,9,123680848
2018,6,123684445
2018,6,123684444
2018,9,123684458
2018,6,123684526
2018,6,123686350
2018,6,123686348
2018,9,123686363
2018,6,123686372
2018,6,123687858
2018,6,123686305
2018,6,123687874
2018,9,123691368
2018,9,123691384
2018,9,123691415
2018,8,123687991
2018,8,123687993
2018,6,123688055
2018,9,123688090
2018,9,123688176
2018,9,123691685
2018,9,123646800
2018,6,123651706
2018,9,123651730
2018,8,123651771
2018,9,123651833
2018,1,123646837
2018,6,123673668
2018,9,123673739
2018,9,123673807
2018,6,123674179
2018,6,123674640
2018,8,123674190
2018,8,123676445
2018,6,123676483
2018,8,123676526
2018,6,123674499
2018,8,123674640
2018,6,123674751
2018,6,123674752
2018,9,123674812
2018,9,123676940
2018,9,123674893
2018,9,123674907
2018,6,123677129
2018,6,123677128
2018,8,123675039
2018,9,123675074
2018,6,123677232
2018,7,123677232
2018,6,123677302
2018,7,123677302
2018,6,123675183
2018,6,123677310
2018,6,123677388
2018,6,123677389
2018,9,123681524
2018,8,123677905
2018,9,123675488
2018,9,123675516
2018,6,123677596
2018,6,123677597
2018,8,123677906
2018,9,123675887
2018,6,123675630
2018,6,123675629
2018,9,123676047
2018,9,123666772
2018,3,123676080
2018,9,123678195
2018,6,123681348
2018,6,123678367
2018,6,123678365
2018,2,123681379
2018,6,123678412
2018,6,123681419
2018,3,123681761
2018,6,123678579
2018,9,125140720
2018,9,125140709
2018,8,125135744
2018,8,125130719
2018,6,125140775
2018,6,125140776
2018,6,125130773
2018,6,125135905
2018,9,125130858
2018,9,125140915
2018,6,125130906
2018,6,125130908
2018,6,125130926
2018,6,125140952
2018,6,125140951
2018,6,125130943
2018,6,125130960
2018,6,125136004
2018,6,125140993
2018,8,125141000
2018,6,125141001
2018,9,125136048
2018,9,125131007
2018,9,125136071
2018,6,125131160
2018,6,125131228
2018,6,125131229
2018,6,125131238
2018,6,125136266
2018,6,125136265
2018,1,125131308
2018,6,125131337
2018,6,125141270
2018,6,125136346
2018,6,125141323
2018,6,125136403
2018,6,125141325
2018,6,125131425
2018,6,125141338
2018,6,125131462
2018,6,125131463
2018,6,125136448
2018,6,125131518
2018,6,125141406
2018,6,125141405
2018,6,125131526
2018,6,125131529
2018,6,125131527
2018,6,125136494
2018,6,125136493
2018,1,125131643
2018,8,125131656
2018,8,125131655
2018,9,125131659
2018,6,125141506
2018,9,136623960
2018,9,136628439
2018,9,136632451
2018,9,136632495
2018,9,136628881
2018,6,136628893
2018,8,136628891
2018,6,136625186
2018,9,136615696
2018,6,136624569
2018,9,125130721
2018,6,125130723
2018,6,125135747
2018,8,125135750
2018,9,125130809
2018,6,125140875
2018,6,125140873
2018,6,125137360
2018,6,125132611
2018,6,125132610
2018,6,125142391
2018,6,125142392
2018,9,125142413
2018,1,125132689
2018,6,125137576
2018,6,125137577
2018,6,125132772
2018,6,125132774
2018,6,125137615
2018,6,125132828
2018,6,125137661
2018,6,125132861
2018,9,125137698
2018,9,125137709
2018,9,125135723
2018,9,125140706
2018,8,125140752
2018,9,125130890
2018,2,125130947
2018,6,125135999
2018,6,125140965
2018,6,125140968
2018,9,125136050
2018,3,125131045
2018,9,125141042
2018,6,125131061
2018,6,125131059
2018,6,125136094
2018,9,125141101
2018,9,125136194
2018,9,125131175
2018,9,125136259
2018,6,125131231
2018,9,125141168
2018,6,125141169
2018,1,125141298
2018,6,125131393
2018,6,125136391
2018,6,125131577
2018,6,125136535
2018,8,125136535
2018,6,125131588
2018,8,125131588
2018,6,125141457
2018,6,125141486
2018,1,125131645
2018,6,125141522
2018,9,125141560
2018,9,125131832
2018,7,125131872
2018,6,125141638
2018,6,125136759
2018,9,125131980
2018,9,125132018
2018,9,125132069
2018,9,125141800
2018,9,125136975
2018,9,125136976
2018,6,125141883
2018,9,125132190
2018,9,125137123
2018,6,125132315
2018,6,125142008
2018,6,125142122
2018,9,125132434
2018,6,125137265
2018,6,125137268
2018,6,125142190
2018,6,125142282
2018,6,125142283
2018,6,125132600
2018,9,125132634
2018,6,125142398
2018,6,125142397
2018,9,125132650
2018,6,125132758
2018,6,125137645
2018,9,125142733
2018,9,125142731
2018,6,125137776
2018,6,125142833
2018,6,125142834
2018,9,125697244
2018,6,125689468
2018,6,125694453
2018,6,125697325
2018,9,125694541
2018,6,125697536
2018,7,125697550
2018,9,125697592
2018,3,125690077
2018,6,125690077
2018,6,125690078
2018,8,125690078
2018,6,125694900
2018,3,125690212
2018,6,125690212
2018,8,125690212
2018,3,125690211
2018,6,125690211
2018,8,125690211
2018,6,125694957
2018,6,125694958
2018,3,125690297
2018,6,125698268
2018,9,125690847
2018,9,125698424
2018,6,125698462
2018,9,125698582
2018,9,125698593
2018,9,125701427
2018,6,125698692
2018,9,125698695
2018,3,125701641
2018,9,125701778
2018,3,126767439
2018,6,126767461
2018,3,126767462
2018,6,126773189
2018,6,126767472
2018,3,126777424
2018,6,126767492
2018,3,126777422
2018,2,126777440
2018,9,126767504
2018,6,126777470
2018,6,126767507
2018,9,126777500
2018,6,126773278
2018,8,126767566
2018,2,126777546
2018,9,126767585
2018,9,126767586
2018,9,126777568
2018,9,126767595
2018,8,126777579
2018,8,126777580
2018,6,126777582
2018,9,126767611
2018,1,126767617
2018,1,126773320
2018,9,126773325
2018,6,126767624
2018,9,126777615
2018,6,126777625
2018,7,126777630
2018,6,126767636
2018,6,126767643
2018,6,126767642
2018,8,126767641
2018,6,126767650
2018,6,126767672
2018,6,126773380
2018,6,126767680
2018,6,126767678
2018,9,126773388
2018,9,126773389
2018,6,126767693
2018,6,126767692
2018,6,126777730
2018,6,126767703
2018,6,126777736
2018,6,126777737
2018,6,126767715
2018,6,126773427
2018,6,126773430
2018,6,126767717
2018,6,126767722
2018,6,126777750
2018,1,126777756
2018,6,126777761
2018,6,126767742
2018,6,126767764
2018,6,126767765
2018,6,126773486
2018,6,126777806
2018,6,126767779
2018,6,126773497
2018,6,126777813
2018,6,126767793
2018,6,126767792
2018,1,126777821
2018,1,126767797
2018,1,126767796
2018,6,126777837
2018,6,126767802
2018,4,126777848
2018,8,126767823
2018,9,126777876
2018,6,126767827
2018,6,126767831
2018,6,126777882
2018,8,126773554
2018,6,126777890
2018,6,126773561
2018,6,126773559
2018,6,126773557
2018,6,126773560
2018,9,126777905
2018,9,126777906
2018,9,126777909
2018,6,126767861
2018,6,126773585
2018,6,126777931
2018,9,126777934
2018,9,126767881
2018,9,126777940
2018,9,126773610
2018,6,126767886
2018,9,126767900
2018,6,126773622
2018,6,126777967
2018,2,126773626
2018,9,126773636
2018,9,126773640
2018,9,126767929
2018,6,126773666
2018,9,126778036
2018,9,126778039
2018,9,126773694
2018,3,126767975
2018,3,126767977
2018,6,126778050
2018,6,126778051
2018,6,126773702
2018,6,126778047
2018,6,126773708
2018,9,126778062
2018,9,126767994
2018,6,126767996
2018,9,126773733
2018,6,126768007
2018,6,126773738
2018,6,126773753
2018,6,126778098
2018,6,126778117
2018,1,126768036
2018,6,126778166
2018,6,126778191
2018,4,126778198
2018,8,126778203
2018,6,126768072
2018,6,126773851
2018,6,126768077
2018,6,126773860
2018,8,126773860
2018,6,126778230
2018,8,126778230
2018,6,126768087
2018,6,126773862
2018,2,126773861
2018,3,126773861
2018,6,126773861
2018,6,126778237
2018,6,126778247
2018,8,126778247
2018,6,126768099
2018,8,126768099
2018,6,126768102
2018,8,126768102
2018,6,126768104
2018,8,126768104
2018,6,126768109
2018,6,126768108
2018,6,126768116
2018,6,126778298
2018,6,126768134
2018,8,126768134
2018,6,126773937
2018,6,126773943
2018,8,126773943
2018,6,126773944
2018,8,126773944
2018,6,126768150
2018,6,126778338
2018,6,126773966
2018,6,126773967
2018,6,126773977
2018,6,126778342
2018,6,126768191
2018,6,126778376
2018,6,126768202
2018,6,126774018
2018,6,126768207
2018,6,126774053
2018,6,126778409
2018,6,126778407
2018,9,126774059
2018,6,126768223
2018,9,126774068
2018,9,126768229
2018,6,126768240
2018,6,126768239
2018,9,126774101
2018,6,126774110
2018,6,126774111
2018,8,126768262
2018,8,126774114
2018,9,126768266
2018,6,126778472
2018,6,126774127
2018,9,126778478
2018,9,126778483
2018,6,126778488
2018,9,126774152
2018,6,126778490
2018,8,126774146
2018,8,126768292
2018,6,126768300
2018,6,126768299
2018,9,126778515
2018,3,126774185
2018,9,126768318
2018,6,126768319
2018,9,126778521
2018,9,126768317
2018,9,126774190
2018,8,126778531
2018,6,126774198
2018,8,126774208
2018,9,125694595
2018,6,125697446
2018,9,125689831
2018,6,125697529
2018,6,125689862
2018,6,125694713
2018,6,125689931
2018,6,125697573
2018,6,125697584
2018,6,125690180
2018,8,125690180
2018,6,125694920
2018,6,125690179
2018,8,125690179
2018,9,125697750
2018,9,125694990
2018,9,125690910
2018,9,125690911
2018,6,125698416
2018,6,125695533
2018,9,125698476
2018,9,125691100
2018,6,125695580
2018,6,125695578
2018,6,125690935
2018,9,125695448
2018,6,125691059
2018,6,125701151
2018,6,125701152
2018,9,125695598
2018,9,125701216
2018,9,125701213
2018,6,125698558
2018,8,125701277
2018,9,125701282
2018,9,125695746
2018,4,125701516
2018,1,125701694
2018,6,125701766
2018,6,125701765
2018,6,125689537
2018,9,125694510
2018,6,125694620
2018,9,125689783
2018,6,125689856
2018,6,125689853
2018,6,125694743
2018,9,125689974
2018,6,125694812
2018,6,125694810
2018,3,125690016
2018,6,125694836
2018,6,125697631
2018,6,125695385
2018,9,125690956
2018,9,125698441
2018,8,125691041
2018,1,125695538
2018,9,125695560
2018,9,125691128
2018,6,125701143
2018,6,125695687
2018,6,125701350
2018,6,125695715
2018,9,125695753
2018,6,125698698
2018,8,125695760
2018,6,125701593
2018,6,125695826
2018,6,125701592
2018,6,125701732
2018,6,125698829
2018,6,125698844
2018,6,125698861
2018,9,125698859
2018,9,136627421
2018,6,136632453
2018,4,136625153
2018,6,125135841
2018,6,125140780
2018,6,125135811
2018,7,125130771
2018,6,125135919
2018,6,125130855
2018,8,125135924
2018,8,125135925
2018,9,125135959
2018,9,125130898
2018,9,125130899
2018,9,125130987
2018,1,125141007
2018,9,125136049
2018,8,125141081
2018,6,125136160
2018,1,125141135
2018,9,125141149
2018,9,125141160
2018,6,125131321
2018,6,125141259
2018,3,125131466
2018,6,125131466
2018,6,125136433
2018,6,125141357
2018,6,125136490
2018,6,125136489
2018,8,125136596
2018,8,125136597
2018,6,125131783
2018,9,125136718
2018,8,125136719
2018,6,125131847
2018,7,125131871
2018,8,125136757
2018,8,125136755
2018,6,125131994
2018,9,125141720
2018,9,125141750
2018,6,125136917
2018,6,125136918
2018,6,125132073
2018,6,125136938
2018,6,125141814
2018,6,125141829
2018,6,125141830
2018,6,125136956
2018,9,125136970
2018,6,125136971
2018,9,125141983
2018,6,125141987
2018,9,125132299
2018,6,125132300
2018,6,125132301
2018,9,125132310
2018,8,125132354
2018,6,125142060
2018,9,125142150
2018,6,125132438
2018,6,125132437
2018,6,125137261
2018,6,125142164
2018,6,125142314
2018,9,125137425
2018,9,125132631
2018,2,125132719
2018,6,125137575
2018,6,125142558
2018,6,125142665
2018,6,125142667
2018,6,125132837
2018,6,125132836
2018,9,125142860
2018,9,125142929
2018,6,125133072
2018,9,125137929
2018,9,125143499
2018,6,125143545
2018,6,125138360
2018,6,125138359
2018,6,125137387
2018,9,125137407
2018,9,125142361
2018,9,125132638
2018,6,125132660
2018,6,125137552
2018,6,125137587
2018,6,125142663
2018,6,125132827
2018,6,125137716
2018,6,125137745
2018,9,125142802
2018,9,125137808
2018,9,125133006
2018,9,125142934
2018,6,125133108
2018,8,125138344
2018,6,125133540
2018,6,125133541
2018,9,125142379
2018,6,125132640
2018,6,125137525
2018,2,125142509
2018,6,125132763
2018,6,125137592
2018,6,125142614
2018,6,125142616
2018,6,125132857
2018,6,125142704
2018,6,125132865
2018,9,125142743
2018,9,125132921
2018,6,125142842
2018,9,125132961
2018,6,125132972
2018,9,125132979
2018,9,125137837
2018,9,125138283
2018,6,125137398
2018,9,125132615
2018,6,125132647
2018,6,125137471
2018,6,125137560
2018,6,125142545
2018,6,125142543
2018,6,125142542
2018,6,125132765
2018,6,125132762
2018,6,125132764
