"DATA_YEAR","VICTIM_ID","INJURY_ID"
2018,111381898,4
2018,111381987,5
2018,111382133,4
2018,111382210,5
2018,111382278,5
2018,111382296,4
2018,111377669,5
2018,111387381,5
2018,111377759,4
2018,111377761,5
2018,111382478,4
2018,111387600,6
2018,111382513,4
2018,111388476,5
2018,111385800,4
2018,111385817,4
2018,111375836,4
2018,111385806,5
2018,111385813,4
2018,111380867,5
2018,111386142,4
2018,111376373,5
2018,111381407,4
2018,111386391,4
2018,111376623,4
2018,111386433,5
2018,111376653,5
2018,111376655,5
2018,111386558,4
2018,111381642,4
2018,111381779,5
2018,111381816,4
2018,111377160,4
2018,111386910,5
2018,111381998,5
2018,111377412,4
2018,111387060,4
2018,111387126,5
2018,111382164,4
2018,111377620,5
2018,111382290,5
2018,111387355,4
2018,111382353,4
2018,111387565,4
2018,111387624,5
2018,111387625,5
2018,111382535,5
2018,111378081,4
2018,111382715,5
2018,111925463,4
2018,111933753,5
2018,111929391,5
2018,111929679,5
2018,111929692,5
2018,111925762,4
2018,111933970,4
2018,111925780,4
2018,111925790,4
2018,111929754,5
2018,111925844,5
2018,111925867,5
2018,111929833,5
2018,111934055,5
2018,111934102,5
2018,111934158,4
2018,111930062,4
2018,111930663,4
2018,111934684,5
2018,111934737,4
2018,111931003,4
2018,111941209,5
2018,111934950,5
2018,111385793,4
2018,111376086,4
2018,111376084,4
2018,111376149,4
2018,111386080,4
2018,111386097,4
2018,111376252,4
2018,111381471,5
2018,111381472,4
2018,111381511,5
2018,111381506,5
2018,111381529,5
2018,111377020,5
2018,111386738,4
2018,111377210,5
2018,111377287,4
2018,111386991,5
2018,111382005,5
2018,111377447,5
2018,111382115,4
2018,111377537,4
2018,111387172,4
2018,111382170,4
2018,111382214,5
2018,111377643,5
2018,111387286,5
2018,111377645,5
2018,111387387,5
2018,113003439,5
2018,113006738,4
2018,113003509,4
2018,113011909,4
2018,113006878,4
2018,113003648,4
2018,113012132,5
2018,113003916,8
2018,113003918,4
2018,113012443,4
2018,113012447,4
2018,113003958,5
2018,113007201,4
2018,113012507,4
2018,113012611,5
2018,113007318,4
2018,113007319,4
2018,113013453,4
2018,113008162,5
2018,113013551,4
2018,113008365,5
2018,113013742,5
2018,113013784,4
2018,113005436,4
2018,113008743,4
2018,113005626,5
2018,113014300,4
2018,113005736,4
2018,113005735,4
2018,113005746,5
2018,113005751,5
2018,113008937,5
2018,113014483,5
2018,113014534,4
2018,113014656,4
2018,113009109,4
2018,113009111,4
2018,113006066,4
2018,113014755,5
2018,113009165,4
2018,123172135,4
2018,113003492,5
2018,113003495,5
2018,113003489,5
2018,113011933,4
2018,113012108,4
2018,113006928,4
2018,113003699,4
2018,113012207,5
2018,113003815,5
2018,113003827,4
2018,113012350,4
2018,113003861,4
2018,113012570,5
2018,113007263,4
2018,113004063,4
2018,113007398,5
2018,113004223,4
2018,113008212,5
2018,113013553,5
2018,113013622,4
2018,113013692,4
2018,113005224,5
2018,113008511,5
2018,113008574,4
2018,113008714,5
2018,113005474,5
2018,113005504,5
2018,113005508,5
2018,113014211,4
2018,113008836,4
2018,113005741,5
2018,113014423,4
2018,113005872,4
2018,113005875,4
2018,113014567,5
2018,113005980,5
2018,113014684,4
2018,113014686,4
2018,113014719,5
2018,113006049,4
2018,113014169,4
2018,113014250,4
2018,113014279,5
2018,113014346,4
2018,113005701,4
2018,113008928,5
2018,113005764,4
2018,113014418,4
2018,113014472,5
2018,113014552,5
2018,113014571,4
2018,113009098,5
2018,113009171,4
2018,113009170,4
2018,113003431,4
2018,113006685,6
2018,113003525,5
2018,113011970,4
2018,113006815,4
2018,113006815,1
2018,113006831,4
2018,113012035,4
2018,113012035,8
2018,113006917,4
2018,113012125,4
2018,113012143,4
2018,113003695,4
2018,113003741,4
2018,113003763,4
2018,113012264,5
2018,113003777,4
2018,113003840,4
2018,113003901,5
2018,113003899,5
2018,113012431,4
2018,113007170,4
2018,113012526,5
2018,113012524,5
2018,113004038,4
2018,113012574,4
2018,113012587,4
2018,113004049,5
2018,113012639,4
2018,113012669,5
2018,113004234,5
2018,113012784,4
2018,113007443,5
2018,113007499,5
2018,113004342,4
2018,113007525,4
2018,113007554,4
2018,113008129,5
2018,113013474,5
2018,113013490,5
2018,113004952,4
2018,113008262,4
2018,113008265,5
2018,113005100,4
2018,113005220,4
2018,113013818,4
2018,113013840,4
2018,113013839,4
2018,113008556,3
2018,113005315,4
2018,113005330,5
2018,113013904,4
2018,113013959,4
2018,113014026,4
2018,113008691,5
2018,113014039,5
2018,113008734,4
2018,113005547,5
2018,113005566,4
2018,113014249,4
2018,113014266,5
2018,113014322,3
2018,113008925,5
2018,113014422,4
2018,113014433,5
2018,113005810,5
2018,113014499,5
2018,113005840,5
2018,113014682,4
2018,113006023,4
2018,113006028,4
2018,113009090,4
2018,113006030,4
2018,113014730,5
2018,113014729,5
2018,113006050,4
2018,113014753,4
2018,113006070,4
2018,113016138,4
2018,113016141,4
2018,113011856,5
2018,113011952,5
2018,113006805,4
2018,113011972,5
2018,113006914,5
2018,113006924,4
2018,113006923,4
2018,113012196,5
2018,113012195,5
2018,113012217,4
2018,113012291,4
2018,113012383,5
2018,113003880,5
2018,113007139,4
2018,113012568,5
2018,113004099,5
2018,113004153,5
2018,113004179,5
2018,113004202,4
2018,113007466,4
2018,113012825,4
2018,113004333,4
2018,113007501,4
2018,113013502,5
2018,113008205,5
2018,113004984,5
2018,113008395,4
2018,113013762,5
2018,113005317,4
2018,113005345,4
2018,113014055,4
2018,113005476,4
2018,113008923,4
2018,113014398,5
2018,113008952,5
2018,113014469,5
2018,113005834,5
2018,113005869,5
2018,113014596,5
2018,113005924,5
2018,113014673,4
2018,113006006,4
2018,113006047,5
2018,113006825,4
2018,113011999,4
2018,113011995,4
2018,113006842,4
2018,113012151,4
2018,113012221,4
2018,113012354,4
2018,113012519,5
2018,113004004,4
2018,113004006,4
2018,113012590,5
2018,113004154,5
2018,113007336,5
2018,113004189,5
2018,113012759,4
2018,113012774,5
2018,113004245,5
2018,113004390,4
2018,113013367,5
2018,113008093,5
2018,113013399,5
2018,113013450,4
2018,113004839,6
2018,113004839,2
2018,113008160,5
2018,113004857,5
2018,113013546,5
2018,113008587,4
2018,113014001,4
2018,113008678,4
2018,113005496,5
2018,113003442,4
2018,113011964,4
2018,113011982,5
2018,113003607,4
2018,113012428,5
2018,113012442,4
2018,113012718,5
2018,113007372,5
2018,113004264,4
2018,113004262,4
2018,113007447,5
2018,113012801,5
2018,113007451,4
2018,113004276,4
2018,113007517,4
2018,113013405,5
2018,113013574,4
2018,113008328,4
2018,113013658,5
2018,113005027,4
2018,113005026,4
2018,113005058,5
2018,113013732,4
2018,113013890,4
2018,113008580,4
2018,113008592,4
2018,113013934,4
2018,113008613,4
2018,113005407,4
2018,113008674,4
2018,113014233,4
2018,113014293,4
2018,113008860,4
2018,113014316,4
2018,113008886,4
2018,113014373,4
2018,113008935,5
2018,113009019,5
2018,113014678,4
2018,113009145,5
2018,113003419,4
2018,113003436,4
2018,113011869,5
2018,113011866,5
2018,113006747,5
2018,113011915,5
2018,113006764,5
2018,113003543,4
2018,113011969,4
2018,113011971,5
2018,113003579,4
2018,113006830,5
2018,113006835,5
2018,113012013,4
2018,113003656,5
2018,113003654,5
2018,113003664,5
2018,113006977,5
2018,113006996,5
2018,113012285,5
2018,113012417,4
2018,113012540,4
2018,113007265,5
2018,113004091,5
2018,113004093,4
2018,113012643,4
2018,113004125,5
2018,113007378,5
2018,113012773,5
2018,113012823,5
2018,113004351,4
2018,113012898,4
2018,113013426,4
2018,113008132,4
2018,113004858,5
2018,113004869,4
2018,113013550,4
2018,113013563,4
2018,113008256,3
2018,113005022,4
2018,113013685,5
2018,113013726,4
2018,113005111,4
2018,113013757,5
2018,113005130,4
2018,113005206,4
2018,113005204,4
2018,113013806,4
2018,113013817,5
2018,113013832,4
2018,113013871,4
2018,113013900,5
2018,113013899,4
2018,113008578,4
2018,113013953,4
2018,113014035,5
2018,113005555,4
2018,113005600,4
2018,113014258,4
2018,113008845,5
2018,113014276,5
2018,113014285,4
2018,113014305,5
2018,113014324,4
2018,113014361,5
2018,113014378,5
2018,113005733,4
2018,113005761,5
2018,113014416,5
2018,113014449,5
2018,113014453,5
2018,113014462,5
2018,113005809,5
2018,113014484,5
2018,113005827,4
2018,113005833,5
2018,113014501,5
2018,113008987,5
2018,113009050,4
2018,113006036,4
2018,113014845,4
2018,113006715,5
2018,113003691,4
2018,113003687,4
2018,113003719,5
2018,113004061,5
2018,113007334,5
2018,113007340,5
2018,113012826,4
2018,113012828,4
2018,113004381,6
2018,113008312,4
2018,113013786,5
2018,113008503,8
2018,113005428,4
2018,113014051,4
2018,113008704,4
2018,113014204,4
2018,113014314,4
2018,113005783,5
2018,113005794,5
2018,113005835,5
2018,113014550,5
2018,113005913,5
2018,113014585,5
2018,113014634,4
2018,113014658,5
2018,113006005,4
2018,113006007,4
2018,113014770,5
2018,120172632,4
2018,120161077,4
2018,120178198,4
2018,120161074,4
2018,120178420,4
2018,120178425,4
2018,120173038,5
2018,120173111,5
2018,120173126,5
2018,111933742,5
2018,111929395,4
2018,111933878,4
2018,111925890,5
2018,111925917,4
2018,111926016,2
2018,111930053,2
2018,111930598,4
2018,111934774,4
2018,111934789,4
2018,111934825,4
2018,111941165,4
2018,111941330,5
2018,111936972,5
2018,113003452,4
2018,113003554,5
2018,113011997,4
2018,113012113,4
2018,113003824,4
2018,113007069,5
2018,113004397,4
2018,113007566,4
2018,113008163,4
2018,113008300,5
2018,113008308,5
2018,113013680,4
2018,113008502,4
2018,113005240,4
2018,113013834,4
2018,113008584,4
2018,113005339,5
2018,113013944,6
2018,113013997,4
2018,113014217,4
2018,113014215,5
2018,113014292,4
2018,113005760,5
2018,113014497,5
2018,113008980,5
2018,113005901,4
2018,113014653,5
2018,113006037,5
2018,113014733,4
2018,113014817,4
2018,123171934,5
2018,123167624,5
2018,123171930,5
2018,123167629,5
2018,123167825,5
2018,123167937,5
2018,113011822,4
2018,113011877,5
2018,113003487,5
2018,113011920,4
2018,113008791,5
2018,113014202,5
2018,113014348,4
2018,113008929,5
2018,113005807,4
2018,113014503,5
2018,113014612,4
2018,113014623,5
2018,113005944,5
2018,113014645,5
2018,113014651,4
2018,113003465,4
2018,113011944,5
2018,113003563,4
2018,113012118,5
2018,113012116,4
2018,113004923,5
2018,113013596,5
2018,113013597,5
2018,113008404,4
2018,113013739,4
2018,113005117,5
2018,113005178,5
2018,113005337,4
2018,113005338,4
2018,113013932,4
2018,113005361,4
2018,113013962,4
2018,113005780,5
2018,113014451,4
2018,113005805,5
2018,113005850,5
2018,113014553,4
2018,113014638,4
2018,113014643,4
2018,113005985,5
2018,113006010,4
2018,113006011,4
2018,113014826,5
2018,123167625,4
2018,111925466,5
2018,111933755,4
2018,111929507,4
2018,111925801,4
2018,111933985,4
2018,111929889,4
2018,111936503,4
2018,111930597,4
2018,111930777,4
2018,111936761,4
2018,111936771,4
2018,111936781,5
2018,111931051,4
2018,111936843,5
2018,111941141,5
2018,111941155,5
2018,111941181,5
2018,111936962,5
2018,111935027,5
2018,111941492,5
2018,123160899,4
2018,123163201,5
2018,111385991,4
2018,111381096,4
2018,111386041,4
2018,111386074,4
2018,111376169,4
2018,111381193,4
2018,111376199,4
2018,111381270,4
2018,111376356,4
2018,111376850,5
2018,111381823,4
2018,111381909,4
2018,111386950,5
2018,111381972,4
2018,111377306,5
2018,111377307,4
2018,111377333,5
2018,111382011,5
2018,111382195,4
2018,111387406,5
2018,111387404,4
2018,111382392,4
2018,111382453,4
2018,111387615,4
2018,111382589,4
2018,111377992,5
2018,111378076,4
2018,111380897,4
2018,111375904,4
2018,111385930,5
2018,111375980,5
2018,111381053,4
2018,111381113,4
2018,111376193,4
2018,111386096,4
2018,111376248,5
2018,111381375,5
2018,111381395,5
2018,111376505,5
2018,111381428,4
2018,111376716,4
2018,111386512,4
2018,111377086,4
2018,111381911,5
2018,111386885,5
2018,111381937,5
2018,111386944,4
2018,111386971,4
2018,111382008,5
2018,111382009,5
2018,111382062,4
2018,111387175,5
2018,111387277,5
2018,111382312,5
2018,111377708,5
2018,111382386,4
2018,111387413,4
2018,111382421,5
2018,111382452,4
2018,111382472,4
2018,111387592,4
2018,111377939,4
2018,111377970,4
2018,111383262,4
2018,111375887,4
2018,111385876,4
2018,111385907,4
2018,111375977,4
2018,111381072,4
2018,111381120,4
2018,111386095,4
2018,111386201,5
2018,111381356,5
2018,111386336,5
2018,111376516,5
2018,111386343,5
2018,111376519,8
2018,111381423,5
2018,111386354,4
2018,111381489,4
2018,111376661,5
2018,111386464,5
2018,111386461,5
2018,111386519,5
2018,111386737,5
2018,111386822,5
2018,111377553,4
2018,111387257,4
2018,111382248,5
2018,111382317,4
2018,111382359,4
2018,111387425,4
2018,111382448,5
2018,111387542,5
2018,111377894,5
2018,111387618,5
2018,111382636,8
2018,111380791,4
2018,111375851,5
2018,111375910,5
2018,111380963,4
2018,111386179,4
2018,111376460,5
2018,111376836,6
2018,111376860,5
2018,111376876,4
2018,111381691,5
2018,111376922,4
2018,111381714,4
2018,111376936,5
2018,111386768,4
2018,111386784,4
2018,111377357,4
2018,111377468,4
2018,111377542,5
2018,111387176,4
2018,111382200,5
2018,111377622,5
2018,111387346,4
2018,111382451,5
2018,111382475,4
2018,111378003,5
2018,111382645,4
2018,111382665,4
2018,111387962,5
2018,111383233,5
2018,111388495,5
2018,111375839,5
2018,111376101,5
2018,111376179,4
2018,111386138,4
2018,111376309,4
2018,111376352,5
2018,111386287,5
2018,111376493,5
2018,111381411,5
2018,111376533,4
2018,111381440,5
2018,111386612,4
2018,111386611,5
2018,111377007,4
2018,111386778,4
2018,111386787,5
2018,111377173,5
2018,111382019,4
2018,111377374,5
2018,111387216,4
2018,111387231,5
2018,111382335,4
2018,111382372,4
2018,111382393,5
2018,111387440,5
2018,111382411,5
2018,111382409,5
2018,111377847,4
2018,111377912,5
2018,111382574,3
2018,111377973,4
2018,111387871,5
2018,111387872,4
2018,111375827,4
2018,111375907,4
2018,111375933,5
2018,111381132,5
2018,111381203,4
2018,111386147,4
2018,111376426,5
2018,111386402,4
2018,111386420,5
2018,111386424,5
2018,111381484,5
2018,111376621,5
2018,111381500,5
2018,111376675,5
2018,111386568,5
2018,111376801,5
2018,111376847,3
2018,111376887,4
2018,111376952,4
2018,111381797,4
2018,111377265,4
2018,111386988,5
2018,111377344,5
2018,111382015,5
2018,111382146,5
2018,111387316,4
2018,111387593,4
2018,111377975,4
2018,111377985,4
2018,111387968,4
2018,111378202,4
2018,111378201,4
2018,111383186,5
2018,111383242,4
2018,115121046,4
2018,115126061,5
2018,115126150,4
2018,115126204,4
2018,115126299,4
2018,115131342,5
2018,115132263,4
2018,115132316,4
2018,115132495,4
2018,115132522,5
2018,115127125,4
2018,115132610,4
2018,115132701,5
2018,115132698,4
2018,115127214,5
2018,115133003,5
2018,115133073,5
2018,115124989,4
2018,115125159,5
2018,115125443,4
2018,115125828,4
2018,115121052,5
2018,115125923,4
2018,115125925,4
2018,115125928,4
2018,115125929,4
2018,115126080,4
2018,115132546,4
2018,115132548,4
2018,115132650,4
2018,115125271,4
2018,115131134,5
2018,115131162,5
2018,115126191,4
2018,115126200,5
2018,115131184,5
2018,115131241,4
2018,115131248,5
2018,115127084,4
2018,115132523,4
2018,115132612,4
2018,115127191,5
2018,115132705,5
2018,115132968,5
2018,115126121,4
2018,115131181,5
2018,115131275,5
2018,115131293,5
2018,115132628,3
2018,115127196,4
2018,115127195,4
2018,115132725,4
2018,115127335,4
2018,115132998,5
2018,115127384,5
2018,115127390,4
2018,115120634,4
2018,113011834,5
2018,113006789,4
2018,113003605,4
2018,113012456,5
2018,113012499,4
2018,113012688,4
2018,113004331,5
2018,113004835,4
2018,113008156,5
2018,113004936,4
2018,113004942,5
2018,113008272,5
2018,113005090,4
2018,113013782,4
2018,113013814,5
2018,113008560,4
2018,113005313,4
2018,113008609,5
2018,113005445,5
2018,113014151,5
2018,113008833,4
2018,113005634,6
2018,113014351,4
2018,113008902,4
2018,113005755,4
2018,113008926,5
2018,113014395,5
2018,113014442,5
2018,113008983,5
2018,113009143,4
2018,120301188,4
2018,111377519,5
2018,111387171,5
2018,111377559,4
2018,111387228,5
2018,111387309,5
2018,111387317,5
2018,111377680,5
2018,111377689,5
2018,111382367,4
2018,111382446,4
2018,111387487,5
2018,111382482,3
2018,111387609,4
2018,111387607,4
2018,111387629,4
2018,111387740,4
2018,111382656,4
2018,111382675,5
2018,111382674,5
2018,111382708,5
2018,111377625,5
2018,111387271,5
2018,111387282,5
2018,111382284,5
2018,111377655,5
2018,111377722,4
2018,111382444,5
2018,111377809,5
2018,111377808,5
2018,111382466,4
2018,111377833,4
2018,111377849,4
2018,111377848,4
2018,111387579,5
2018,111382528,5
2018,111377893,5
2018,111377952,4
2018,111387755,4
2018,111385799,4
2018,111375826,4
2018,111376002,5
2018,111376056,4
2018,111376059,4
2018,111386028,4
2018,111386022,4
2018,111381074,4
2018,111381128,4
2018,111381171,4
2018,111381172,4
2018,111386143,5
2018,111376292,4
2018,111376313,5
2018,111376362,4
2018,111376364,4
2018,111386285,4
2018,111376468,5
2018,111376518,5
2018,111386401,5
2018,111386421,4
2018,111381539,4
2018,111376896,4
2018,111376948,5
2018,111386769,4
2018,111386805,5
2018,111386862,4
2018,111381890,4
2018,111381933,4
2018,111386976,5
2018,111387027,5
2018,111382102,5
2018,111377525,5
2018,111387185,4
2018,111387229,4
2018,111377592,5
2018,111387230,4
2018,111377593,4
2018,111377595,4
2018,111387388,4
2018,111387409,5
2018,111377888,4
2018,111387812,4
2018,111382666,5
2018,111387829,4
2018,111387988,4
2018,111929735,4
2018,111925822,5
2018,111925855,5
2018,111934045,4
2018,111934078,5
2018,111925926,4
2018,111929934,4
2018,111934771,4
2018,111934870,5
2018,111941343,4
2018,111941351,5
2018,111941432,4
2018,111937014,5
2018,111941488,4
2018,111941504,4
2018,113003469,5
2018,113006837,4
2018,113006856,4
2018,113004000,4
2018,113004042,5
2018,113004162,5
2018,113007345,5
2018,113012693,5
2018,113004256,5
2018,113007508,4
2018,113008194,5
2018,113013527,5
2018,113004934,4
2018,113013746,4
2018,113008437,5
2018,113008549,4
2018,113013956,4
2018,113013958,4
2018,113005369,4
2018,113013957,5
2018,111929510,4
2018,111929526,5
2018,111929529,5
2018,111929861,4
2018,111929864,4
2018,111929866,1
2018,111929863,4
2018,111929916,5
2018,111934127,4
2018,111936538,5
2018,111930654,4
2018,111936698,5
2018,111934764,5
2018,111931000,4
2018,111936768,4
2018,111931091,5
2018,111936999,4
2018,117646459,5
2018,117641552,4
2018,117641720,4
2018,117635983,4
2018,117646867,5
2018,117646906,4
2018,117642062,5
2018,117646955,4
2018,117646993,5
2018,117642303,5
2018,117647188,5
2018,115125321,4
2018,115120791,4
2018,115125359,4
2018,115126059,4
2018,115126112,4
2018,115131261,5
2018,115131273,5
2018,115131314,5
2018,115126283,4
2018,115126288,4
2018,115132174,5
2018,115132173,5
2018,115132292,1
2018,115132487,4
2018,115132574,5
2018,115133080,5
2018,120178423,4
2018,117641744,4
2018,117636005,5
2018,117646832,4
2018,117642072,4
2018,117647185,4
2018,117635970,4
2018,117641936,4
2018,117636102,5
2018,117646864,5
2018,117642063,5
2018,117651202,5
2018,117642310,5
2018,111929326,4
2018,111929392,4
2018,111929638,4
2018,111933957,4
2018,111929936,5
2018,111934087,5
2018,111925971,4
2018,111930027,4
2018,111926000,5
2018,111936516,4
2018,111930866,4
2018,111934736,4
2018,111930909,4
2018,111930909,8
2018,111934921,4
2018,123167755,4
2018,123167888,5
2018,117641551,4
2018,117646466,5
2018,117646473,4
2018,117646668,4
2018,117642041,5
2018,117642050,5
2018,117642048,5
2018,117642046,5
2018,117642073,4
2018,117646924,4
2018,117647129,5
2018,117642322,5
2018,117647181,5
2018,117651362,4
2018,117651399,5
2018,115125817,6
2018,115125817,8
2018,115121003,2
2018,115126024,4
2018,115126106,4
2018,115132272,4
2018,115132565,4
2018,115132983,4
2018,115132996,4
2018,115132997,4
2018,115125297,4
2018,115125342,4
2018,115121049,5
2018,115126051,5
2018,115131147,4
2018,115131173,4
2018,115131382,5
2018,115132517,4
2018,115132704,4
2018,115125884,2
2018,115126134,5
2018,115131227,4
2018,115126962,5
2018,115132294,8
2018,115132547,4
2018,115132550,4
2018,115132763,5
2018,115127354,4
2018,115127393,4
2018,115133107,5
2018,115133111,5
2018,115124975,4
2018,115120612,5
2018,115125291,4
2018,115120767,5
2018,115125341,5
2018,115125396,3
2018,115125393,4
2018,115125905,4
2018,115125926,4
2018,115126078,5
2018,115126111,4
2018,115126247,4
2018,115131279,5
2018,115132279,6
2018,115127197,4
2018,115132715,4
2018,115132728,5
2018,115132736,5
2018,115132735,4
2018,115125040,5
2018,115125051,4
2018,115125050,4
2018,115125274,5
2018,115121060,4
