"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2018,107618047,102935239,7,,
2018,107621027,102935240,7,,
2018,107618048,102939354,7,,
2018,107618049,102942964,6,,
2018,107613003,102939355,5,,
2018,107618051,102935243,7,,
2018,107618053,102935244,6,,
2018,107613005,102939361,6,,
2018,107618059,102942973,7,,
2018,107618058,102935254,5,,
2018,107621037,102935254,7,,
2018,107621040,102942974,7,,
2018,107621038,102935252,7,,
2018,107613017,102942975,7,,
2018,107613018,102942977,6,,
2018,107618062,102942978,7,,
2018,107621043,102942978,6,,
2018,107618060,102942978,5,,
2018,107621044,102935256,6,,
2018,107618065,102939376,7,,
2018,107613022,102935265,7,,
2018,107618074,102939390,7,,
2018,107621056,102942988,7,,
2018,107621057,102942990,7,,
2018,107618075,102942989,4,,
2018,107618077,102939393,7,,
2018,107613024,102939396,7,,
2018,107613023,102935272,6,,
2018,107621063,102935276,4,,
2018,107618085,102935285,7,,
2018,107618086,102935287,5,,
2018,107613029,102935297,7,,
2018,107621080,102935296,4,,
2018,107618090,102935298,4,,
2018,107618092,102935301,7,,
2018,107613031,102935302,6,,
2018,107618095,102935303,7,,
2018,107613035,102935305,7,,
2018,107621086,102935307,7,,
2018,107621087,102935308,4,,
2018,107613036,102935306,7,,
2018,107613034,102935306,4,,
2018,107613038,102935311,7,,
2018,107621092,102935313,7,,
2018,107621093,102935315,7,1,
2018,107613040,102939426,7,,
2018,107621094,102935317,7,,
2018,107618110,102939432,7,,
2018,107618109,102939432,5,,
2018,107621099,102935325,7,,
2018,107621098,102939438,4,,
2018,107618118,102935330,7,,
2018,107618116,102935329,7,,
2018,107618115,102935329,5,,
2018,107621104,102935332,4,,
2018,107621103,102939444,4,,
2018,107621106,102935333,7,1,
2018,107621107,102935334,7,,
2018,107621110,102935338,7,,
2018,107621109,102935338,1,,
2018,107613049,102935340,7,,
2018,107618124,102935341,7,,
2018,107621114,102939455,4,,
2018,107618126,102935345,7,,
2018,107621116,102935344,4,,
2018,107621120,102939459,7,,
2018,107621118,102939459,1,,
2018,107621125,102939461,7,,
2018,107621126,102939462,6,,
2018,107621130,102935354,7,,
2018,107613056,102943038,7,,
2018,107618132,102935358,7,,
2018,107618137,102939475,6,,
2018,107621134,102935368,7,,
2018,107618140,102935369,7,,
2018,107621136,102943042,7,,
2018,107618141,102943043,1,,
2018,107621137,102935373,7,,
2018,107613061,102935374,4,,
2018,107621141,102935381,4,,
2018,107621139,102935378,4,,
2018,107621143,102939487,7,,
2018,107621146,102943050,7,1,
2018,107618148,102935388,7,,
2018,107621149,102939494,7,,
2018,107621150,102935391,7,,
2018,107621152,102935394,7,,
2018,107621156,102935399,5,,1
2018,107618155,102935399,7,1,
2018,107621155,102943059,4,,
2018,107621157,102943059,7,,
2018,107621153,102935397,7,,
2018,107621161,102943062,6,,
2018,107621165,102935405,7,,
2018,107621170,102935407,7,,
2018,107621169,102939504,5,,1
2018,107618159,102939504,7,1,
2018,107618162,102935414,7,,
2018,107613076,102935415,7,,
2018,107621178,102943068,7,,
2018,107621177,102939510,7,,
2018,107621179,102939512,7,,
2018,107613080,102935419,4,,
2018,107618164,102939514,7,,
2018,107621180,102939516,7,,
2018,107621181,102935420,7,,
2018,107618169,102943071,7,,
2018,107621186,102935427,4,,
2018,107613083,102935428,7,,
2018,107618172,102943074,7,,
2018,107613084,102943074,1,,
2018,107621188,102943074,4,,
2018,107618173,102939523,5,,1
2018,107621191,102939523,7,1,
2018,107618175,102943077,7,,
2018,107621195,102935433,7,,
2018,107618177,102943078,4,,
2018,107618179,102939528,7,,
2018,107613091,102943081,4,,
2018,107621199,102935440,7,,
2018,107613094,102939534,7,,
2018,107621202,102935444,7,,
2018,107618185,102939539,7,,
2018,107621207,102939541,7,,
2018,107613096,102943084,1,,
2018,107621210,102935453,7,1,
2018,107621209,102935453,5,,1
2018,107621213,102935456,7,,
2018,107621216,102935459,7,,
2018,107620263,102934426,6,,
2018,107620267,102934432,7,,
2018,107620271,102942231,7,,
2018,107612351,102942229,4,,
2018,107620282,102934450,4,,
2018,107620288,102934454,4,,
2018,107612365,102942250,4,,
2018,107612364,102942253,4,,
2018,107612373,102942258,7,,
2018,107612370,102942258,4,,
2018,107612374,102942259,7,,
2018,107612372,102942259,3,,
2018,107620295,102934461,4,,
2018,107612381,102938586,7,,
2018,107612382,102942265,4,,
2018,107612385,102942268,4,,
2018,107617363,102942272,5,,1
2018,107612390,102942272,7,1,
2018,107620304,102934474,5,,1
2018,107620305,102934474,7,1,
2018,107617364,102934472,7,,
2018,107617370,102938595,7,,
2018,107620308,102938598,6,,
2018,107612403,102934478,6,,
2018,107617381,102934481,6,,
2018,107617384,102938614,1,,
2018,107612409,102934487,7,,
2018,107612408,102934487,5,,
2018,107617386,102938622,1,,
2018,107612411,102938623,5,,
2018,107620322,102938623,7,,
2018,107620331,102934500,1,,
2018,107617401,102938634,7,,
2018,107612420,102942310,6,,
2018,107620338,102938642,4,,
2018,107620342,102938645,4,,
2018,107617413,102934514,6,,
2018,107620347,102934517,4,,
2018,107617419,102938652,4,,
2018,107620348,102934520,1,,
2018,107620352,102942337,4,,
2018,107612447,102934527,4,,
2018,107612446,102934528,7,,
2018,107620361,102934530,1,,
2018,107620362,102934532,1,,
2018,107617439,102938671,1,,
2018,107617440,102938672,1,,
2018,107617444,102938674,1,,
2018,107612462,102934543,7,,
2018,107620378,102942380,1,,
2018,107617454,102942383,1,,
2018,107612476,102942390,4,,
2018,107620384,102934557,4,,
2018,107620397,102934569,1,,
2018,107617466,102942403,1,,
2018,107612484,102938700,7,,
2018,107612488,102942409,7,,
2018,107620401,102934576,7,,
2018,107617473,102934578,6,,
2018,107620405,102938711,5,,
2018,107620406,102938711,7,,
2018,107617476,102934581,6,,
2018,107612497,102934585,7,,
2018,107617484,102938721,6,,
2018,107612499,102942421,7,,
2018,107612502,102934588,7,,
2018,107620418,102934589,4,,
2018,107612504,102938724,7,,
2018,107612506,102934591,6,,
2018,107620423,102934603,6,,
2018,107617494,102938731,7,1,
2018,107612515,102938731,5,,1
2018,107617496,102934609,4,,
2018,107617497,102934609,7,,
2018,107617499,102938735,6,,
2018,107617503,102938740,4,,
2018,107620435,102934613,4,,
2018,107612530,102934625,7,1,
2018,107612529,102934625,5,,1
2018,107620445,102934626,7,,
2018,107612535,102938759,5,,
2018,107620453,102938758,6,,
2018,107620455,102938762,6,,
2018,107612538,102934633,6,,
2018,107620459,102942469,7,,
2018,107612539,102934634,6,,
2018,107620460,102942470,6,,
2018,107612544,102938772,4,,
2018,107617531,102934647,7,,
2018,107620467,102934646,7,,
2018,107620470,102934648,4,,
2018,107617532,102938777,7,,
2018,107620468,102938777,6,,
2018,107620465,102938777,5,,
2018,107617537,102942481,6,,
2018,107612553,102934654,5,,1
2018,107620477,102934654,7,1,
2018,107620475,102942484,4,,
2018,107620476,102942484,7,,
2018,107620480,102934657,6,,
2018,107617544,102934659,6,,
2018,107620481,102934661,6,,
2018,107620482,102942486,6,,
2018,107620485,102934663,7,,
2018,107612558,102942491,7,,
2018,107620487,102934664,7,,
2018,107617551,102942495,7,,
2018,107612564,102934669,5,,1
2018,107612565,102934669,7,1,
2018,107612569,102934673,1,,
2018,107617560,102938804,7,,
2018,107617561,102934675,6,,
2018,107620500,102934678,7,,
2018,107612573,102938808,4,,
2018,107620503,102942513,4,,
2018,107617565,102934681,5,,1
2018,107612575,102934681,7,1,
2018,107617568,102942517,6,,
2018,107620512,102934692,7,,
2018,107617579,102934698,7,,
2018,107612585,102934707,4,,
2018,107612586,102942531,7,,
2018,107620523,102934708,7,,
2018,107620525,102938836,7,,
2018,107612595,102942540,7,,
2018,107612592,102938839,6,,
2018,107620532,102934716,7,,
2018,107617595,102942545,7,,
2018,107612600,102934723,7,,
2018,107617601,102942549,7,,
2018,107617604,102934725,7,,
2018,107617603,102942550,6,,
2018,107617606,102934727,4,,
2018,107620536,102942554,7,,
2018,107612607,102942556,6,,
2018,107620539,102934730,6,,
2018,107617612,102938860,7,,
2018,107617621,102934737,7,,
2018,107620548,102938868,6,,
2018,107617623,102938869,6,,
2018,107620553,102934748,4,,
2018,107612622,102934750,4,,
2018,107612627,102942589,7,,
2018,107620560,102934760,7,1,
2018,107620559,102934760,5,,1
2018,107620563,102934762,6,,
2018,107617643,102938893,4,,
2018,107612642,102938900,7,,
2018,107612651,102934769,7,,
2018,107620570,102934768,7,,
2018,107612647,102938905,7,,
2018,107620573,102934774,4,,
2018,107617649,102942607,7,,
2018,107617651,102938911,6,,
2018,107620579,102942612,7,,
2018,107617654,102942611,7,,
2018,107612659,102934781,7,,
2018,107617660,102938921,4,,
2018,107620586,102938923,6,,
2018,107617662,102938927,6,,
2018,107620588,102938929,7,,
2018,107620587,102938929,5,,
2018,107620594,102934797,6,,
2018,107612678,102934802,6,,
2018,107617678,102934803,6,,
2018,107612681,102942627,7,,
2018,107620600,102934804,7,,
2018,107612690,102934810,6,,
2018,107617689,102934812,6,,
2018,107617691,102934818,7,,
2018,107620612,102938962,4,,
2018,107620611,102934819,5,,
2018,107620613,102934819,7,,
2018,107620620,102934824,4,,
2018,107617696,102938968,1,,
2018,107620619,102938966,6,,
2018,107612697,102942646,6,,
2018,107620623,102934828,7,,
2018,107612707,102934836,1,,
2018,107617705,102938979,7,,
2018,107617706,102934839,6,,
2018,107620635,102938981,7,,
2018,107620637,102934845,8,,
2018,107620639,102934846,6,,
2018,107612716,102934847,6,,
2018,107617713,102938985,6,,
2018,107620641,102934848,5,,
2018,107612718,102934848,7,,
2018,107612721,102942674,6,,
2018,107612727,102942676,6,,
2018,107617714,102938991,6,,
2018,107620643,102942679,6,,
2018,107620645,102934852,7,1,
2018,107617723,102934855,7,,
2018,107617725,102942682,6,,
2018,107617727,102934860,7,,
2018,107620647,102934859,7,,
2018,107612744,102942691,7,,
2018,107620667,102934875,7,,
2018,107617734,102939017,4,,
2018,107617737,102934880,7,1,
2018,107617742,102934886,5,,
2018,107617748,102934886,7,,
2018,107617746,102934888,1,,
2018,107620684,102934891,7,,
2018,107620687,102939036,3,,
2018,107612779,102934903,7,,
2018,107617772,102934909,5,,
2018,107612790,102934909,4,,
2018,107620706,102934909,6,,
2018,107620707,102934909,7,,
2018,107620720,102934917,6,,
2018,107617777,102934917,1,,
2018,107617778,102934918,4,,
2018,107620726,102934920,5,,
2018,107617781,102934920,7,,
2018,107620728,102934921,4,,
2018,107617783,102934922,4,,
2018,107612804,102942757,7,,
2018,107612807,102939068,7,,
2018,107617789,102939070,7,,
2018,107617791,102934927,7,,
2018,107620867,102935067,7,,
2018,107620874,102935071,7,,
2018,107620886,102942864,7,,
2018,107612927,102935109,6,,
2018,107617969,102935145,6,,
2018,107617972,102935146,6,,
2018,107612962,102935161,3,,
2018,111179650,106928770,1,,
2018,111176796,106929063,6,,
2018,111179951,106936369,7,,
2018,111179957,106936373,7,1,
2018,111180001,106929111,4,,
2018,111173253,106933310,4,,
2018,111176851,106933317,7,,
2018,111180023,106933323,7,,
2018,111173265,106936462,6,,
2018,111173274,106936474,5,,1
2018,111173276,106936474,7,1,
2018,111176901,106929181,7,,
2018,111176909,106933373,6,,
2018,111176951,106929236,5,,
2018,111176953,106929236,6,,
2018,111180251,106933489,7,,
2018,111177055,106929338,4,,
2018,111180267,106933503,6,,
2018,111180272,106936728,6,,
2018,113229257,109206131,5,,
2018,113224277,109206131,7,,
2018,113219296,109211196,4,,
2018,113224330,109206176,3,,
2018,113224335,109211206,4,,
2018,113219319,109216184,7,,
2018,119987174,116824840,4,,
2018,119989942,116809709,1,,
2018,119989952,116826533,7,,
2018,119987203,116826547,7,,
2018,119987222,116824892,7,,
2018,111397929,107191078,7,,
2018,111397928,107191078,5,,
2018,111397932,107191082,5,,
2018,111397933,107191082,7,,
2018,111179649,106926027,5,,
2018,111179651,106926027,7,,
2018,111173110,106933134,7,,
2018,111179799,106933134,5,,
2018,111173128,106933160,6,,
2018,111173145,106933177,4,,
2018,111179851,106933177,7,,
2018,111173150,106933186,7,,
2018,111179885,106933214,6,,
2018,111176799,106929064,7,,
2018,111173229,106933280,7,,
2018,111173252,106929112,4,,
2018,113129013,109102903,2,,
2018,113134220,109111337,7,,
2018,113134227,109103113,7,,
2018,113134415,109103252,4,,
2018,113134416,109108288,6,,
2018,113134423,109108294,6,,
2018,113134431,109108302,6,,
2018,113134437,109108310,6,,
2018,109291344,104763889,7,,
2018,109291396,104763935,4,,
2018,109286566,104763972,5,,1
2018,109291430,104763972,7,1,
2018,109291466,104759534,7,,
2018,109286585,104759539,7,,
2018,109286644,104759592,4,,
2018,109291599,104759599,4,,
2018,109286686,104759633,7,,
2018,109291669,104759633,5,,
2018,109291681,104759638,4,,
2018,109286706,104759651,7,,
2018,109291726,104759659,7,,
2018,109291744,104764287,5,,
2018,109291746,104764287,7,,
2018,109291752,104764293,6,,
2018,109291804,104759690,7,,
2018,109292123,104759831,6,,
2018,109286879,104759854,4,,
2018,109292165,104759867,7,,
2018,109292196,104764728,7,,
2018,109292221,104759905,4,,
2018,109286921,104759908,6,,
2018,109292291,104759946,5,,
2018,109292296,104759946,7,,
2018,109286990,104759982,7,,
2018,109292348,104764908,7,,
2018,109292361,104764926,7,,
2018,109292387,104760017,7,,
2018,109292433,104765020,4,,
2018,109292450,104765035,4,,
2018,109292482,104760082,4,,
2018,109292490,104760082,7,,
2018,109287089,104760111,5,,
2018,109292574,104760157,7,,
2018,109292572,104760157,4,,
2018,109287666,104760729,7,,
2018,109287676,104765840,7,,
2018,109293371,104765897,5,,
2018,109293372,104765897,7,,
2018,109287820,104766130,7,,
2018,109287897,104760941,7,,
2018,109287905,104760946,4,,
2018,109293788,104766341,7,,
2018,109293962,104761051,7,,
2018,109288006,104761057,4,,
2018,109288044,104766573,6,,
2018,109294064,104766617,4,,
2018,109288072,104771138,6,,
2018,113229421,109211330,7,1,
2018,113219394,109211330,5,,1
2018,113229513,109211426,1,,
2018,109291434,104763978,7,,
2018,109286589,104759541,7,1,
2018,109286588,104759541,5,,1
2018,109286635,104759585,7,,
2018,109286687,104759634,7,,
2018,109291673,104764213,7,,
2018,109291720,104759657,6,,
2018,109291745,104759669,5,,
2018,109291780,104759682,7,,
2018,109291779,104759682,5,,
2018,109292090,104759817,4,,
2018,109292204,104764742,7,,
2018,109286904,104759894,6,,
2018,109292301,104759951,7,,
2018,109286961,104759951,5,,
2018,109292328,104759981,7,,
2018,109292356,104760001,7,,
2018,109292377,104764951,7,,
2018,109287021,104764965,7,,
2018,109292408,104764991,7,,
2018,109287043,104760045,7,,
2018,109292443,104760052,7,,
2018,109292464,104760068,6,,
2018,109292505,104760095,7,,
2018,109287114,104765138,6,,
2018,109287121,104760158,5,,2
2018,109292573,104760158,6,,
2018,109292575,104760158,7,2,
2018,109292571,104760158,4,,
2018,109293549,104766083,1,,
2018,109293569,104766109,7,,
2018,109287821,104766135,5,,
2018,109293595,104766135,7,,
2018,109293638,104760882,4,,
2018,109293649,104766188,7,,
2018,109287855,104760893,7,,
2018,109293664,104760893,4,,
2018,109293666,104760893,5,,
2018,109287861,104760898,3,,
2018,109287878,104766243,6,,
2018,109288014,104761064,7,,
2018,109294003,104771090,7,,
2018,109294026,104766575,4,,
2018,109288054,104766585,7,1,
2018,109288052,104766585,5,,1
2018,109294069,104771134,1,,
2018,109288098,104771169,7,,
2018,109291437,104763980,5,,1
2018,109286570,104763980,7,1,
2018,109291467,104764003,7,1,
2018,109291464,104764003,5,,1
2018,109291482,104759545,7,,
2018,109286653,104764164,7,,
2018,109286697,104759640,7,,
2018,109286701,104759643,7,,
2018,109286699,104759643,5,,
2018,109291703,104759650,1,,
2018,109291728,104764266,6,,
2018,109286726,104759674,6,,
2018,109286838,104764620,4,,
2018,109292186,104764721,4,,
2018,109292213,104764751,7,,
2018,109292219,104764760,6,,
2018,109286924,104764785,7,,
2018,109286951,104759935,7,,
2018,109292274,104759935,4,,
2018,109286971,104759957,3,,
2018,109286973,104759957,7,,
2018,109292318,104759965,4,,
2018,109292355,104760000,7,1,
2018,109292353,104760000,5,,1
2018,109287009,104764938,7,,
2018,109292376,104764952,7,,
2018,109292405,104764986,7,,
2018,109287042,104765009,6,,
2018,109287072,104760084,7,,
2018,109292504,104760094,3,,
2018,109292519,104765094,4,,
2018,109287102,104760126,7,,
2018,109293376,104765902,6,,
2018,109287716,104765915,7,1,
2018,109287715,104765915,5,,1
2018,109293409,104765937,7,,
2018,109293577,104766116,4,,
2018,109291339,104763884,7,,
2018,109291329,104763875,7,,
2018,109291392,104759496,1,,
2018,109286554,104759496,2,,
2018,109291433,104763977,1,,
2018,109291474,104764008,5,,1
2018,109291475,104764008,7,1,
2018,109286592,104764013,4,,
2018,109291570,104759582,7,,
2018,109291597,104759596,4,,
2018,109286650,104759598,4,,
2018,109286682,104759629,4,,
2018,109291750,104759670,6,,
2018,109286740,104759687,6,,
2018,109291424,104759518,5,,1
2018,109286564,104759518,7,1,
2018,109291436,104763981,7,,
2018,109291614,104759604,7,,
2018,109286659,104759611,7,,
2018,109291664,104759626,4,,
2018,109291690,104759644,6,,
2018,109291716,104764257,4,,
2018,109291756,104764297,6,,
2018,109291783,104764319,7,,
2018,109286745,104764359,6,,
2018,109286744,104764359,1,,
2018,109292088,104759815,4,,
2018,109292327,104764887,5,,
2018,109286989,104764887,7,,
2018,109292359,104760002,7,,
2018,109287017,104760016,6,,
2018,109287024,104760024,7,,
2018,109287035,104764987,4,,
2018,109292436,104760049,7,,
2018,109287048,104765032,7,,
2018,109287056,104765045,7,,
2018,109292481,104765069,7,,
2018,109287068,104765069,5,,
2018,109292524,104760107,7,,
2018,109286545,104759486,7,,
2018,109291399,104763938,7,,
2018,109291404,104763944,6,,
2018,109291385,104759487,4,,
2018,109291407,104763949,7,,
2018,109286893,104759879,7,,
2018,109292218,104764759,6,,
2018,109292275,104759936,7,,
2018,109292287,104764841,4,,
2018,109286978,104759959,5,,1
2018,109292306,104759959,7,1,
2018,109287006,104760003,7,,
2018,109292407,104760037,7,,
2018,109287041,104760044,7,,
2018,109292454,104760060,7,,
2018,109292479,104760075,7,,
2018,109292475,104760075,4,,
2018,109292492,104760085,6,,
2018,109292503,104760093,4,,
2018,109287087,104760108,7,,
2018,109287098,104760123,7,,
2018,109293326,104765849,1,,
2018,109293575,104760851,4,,
2018,109287818,104760857,7,,
2018,109293596,104760864,4,,
2018,109293621,104766166,6,,
2018,109287868,104766224,6,,
2018,109287884,104760917,7,,
2018,109293785,104766336,6,,
2018,109293972,104761066,3,,
2018,109288029,104771095,4,,
2018,109294034,104771114,6,,
2018,109294053,104766604,7,1,
2018,109288064,104766604,5,,1
2018,109288071,104766622,4,,
2018,109286515,104759453,6,,
2018,109291431,104763973,7,,
2018,109286579,104759528,4,,
2018,109291476,104764009,7,,
2018,109286648,104759597,4,,
2018,109286654,104759607,7,,
2018,109286680,104759627,7,,
2018,109286696,104759639,7,,
2018,109286708,104759653,4,,
2018,109291786,104764322,4,,
2018,109286741,104759688,7,,
2018,109292083,104759811,1,,
2018,109286916,104764768,7,,
2018,109293659,104766193,6,,
2018,109293682,104766220,5,,
2018,109293685,104766220,7,,
2018,109293704,104760911,6,,
2018,109287896,104760940,7,,
2018,109287906,104760948,7,,
2018,109287952,104760996,4,,
2018,109288019,104771070,7,,
2018,109293997,104771085,6,,
2018,109294013,104771099,7,,
2018,109288104,104766660,7,,
2018,109292233,104764788,4,,
2018,109291401,104759502,4,,
2018,109286583,104764002,7,,
2018,109292151,104759856,7,,
2018,109286898,104764730,6,,
2018,109286913,104764764,7,,
2018,109292351,104764913,6,,
2018,109292418,104765005,7,,
2018,109287060,104760067,6,,
2018,109292483,104760078,7,1,
2018,109287078,104760092,6,,
2018,109287111,104760145,7,,
2018,109293336,104765860,7,,
2018,109287698,104765887,4,,
2018,109293375,104765900,5,,
2018,109293377,104765900,7,,
2018,109293426,104765955,7,,
2018,109293436,104765969,7,,
2018,109293434,104765969,5,,
2018,109293584,104760858,7,,
2018,109293616,104760876,5,,
2018,109293617,104760876,7,,
2018,109293633,104760880,4,,
2018,109293646,104766185,7,1,
2018,109293645,104766185,5,,1
2018,109293658,104760889,7,,
2018,109293700,104766236,4,,
2018,109293763,104766303,5,,
2018,109293764,104766303,7,,
2018,109287907,104760949,7,,
2018,109287947,104766386,4,,
2018,109293984,104771078,7,,
2018,109288066,104766612,7,,
2018,109288069,104771139,4,,
2018,109291346,104759456,7,,
2018,109291435,104759521,7,,
2018,109291453,104759526,1,,
2018,109286577,104759526,7,,
2018,109291587,104764136,4,,
2018,109291735,104759664,7,,
2018,109291753,104759672,6,,
2018,109291789,104764325,7,,
2018,109286737,104764325,5,,
2018,109286858,104764656,6,,
2018,109292192,104759883,7,,
2018,109292201,104759888,7,,
2018,109292205,104759891,7,,
2018,109292215,104764755,6,,
2018,109292217,104764761,6,,
2018,109286920,104764774,6,,
2018,109286970,104759955,7,,
2018,109286977,104759958,7,,
2018,109292331,104764891,4,,
2018,109292435,104765022,4,,
2018,109292445,104760053,4,,
2018,109292476,104760074,6,,
2018,109287071,104760081,7,,
2018,109287082,104760103,7,,
2018,109292548,104760134,4,,
2018,109293320,104760737,7,,
2018,109293332,104765855,4,,
2018,109293334,104765855,7,,
2018,109293343,104760745,7,,
2018,109287723,104760768,7,,
2018,109287727,104760771,4,,
2018,109293597,104766136,6,,
2018,109287828,104760867,7,,
2018,109293754,104766296,4,,
2018,109293774,104760945,7,,
2018,109293772,104760945,4,,
2018,109287910,104760955,6,,
2018,109293840,104760991,5,,1
2018,109287948,104760991,7,1,
2018,109288021,104771074,7,,
2018,109294007,104766556,7,,
2018,109294005,104766556,4,,
2018,109288041,104766570,7,,
2018,109294063,104771132,6,,
2018,109294094,104766651,7,1,
2018,109294102,104771167,7,,
