"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2018,3,126769302
2018,4,126779520
2018,4,126775006
2018,4,126775008
2018,4,126775013
2018,4,126769309
2018,4,126769312
2018,4,126775020
2018,4,126769319
2018,4,126775022
2018,4,126775026
2018,4,126775025
2018,3,126779536
2018,3,126779537
2018,4,126769330
2018,4,126779544
2018,3,126775037
2018,3,126775035
2018,3,126769333
2018,4,126775042
2018,3,126779547
2018,4,126775044
2018,4,126775060
2018,3,126779554
2018,3,126775064
2018,3,126775063
2018,3,126775067
2018,3,126775066
2018,4,126769355
2018,4,126775069
2018,4,126769354
2018,4,126775072
2018,4,126775071
2018,4,126769359
2018,4,126779565
2018,4,126775075
2018,3,126769362
2018,1,126769360
2018,4,126769361
2018,4,126775077
2018,4,126775080
2018,4,126775085
2018,4,126769370
2018,4,126769371
2018,4,126775084
2018,4,126769374
2018,4,126769376
2018,4,126779574
2018,4,126779575
2018,4,126775087
2018,3,126769384
2018,3,126769383
2018,4,126775089
2018,4,126769385
2018,4,126769386
2018,4,126769388
2018,4,126779580
2018,4,126769391
2018,4,126779586
2018,4,126779584
2018,4,126775095
2018,4,126769394
2018,4,126779591
2018,3,126775096
2018,4,126779593
2018,4,126769395
2018,4,126779592
2018,3,126779594
2018,4,126775097
2018,3,126769402
2018,3,126775098
2018,4,126769403
2018,3,126769405
2018,3,126769404
2018,3,126769406
2018,3,126769408
2018,4,126769410
2018,3,126769409
2018,4,126775112
2018,4,126775113
2018,4,126775114
2018,3,126779605
2018,4,126779610
2018,1,126769419
2018,4,126779617
2018,4,126775119
2018,4,126779614
2018,4,126769421
2018,4,126769423
2018,4,126769426
2018,4,126779622
2018,4,126769428
2018,4,126775121
2018,1,126779625
2018,4,126769431
2018,4,126775126
2018,4,126769434
2018,4,126779639
2018,4,126769439
2018,4,126769432
2018,1,126769441
2018,4,126779633
2018,4,126779635
2018,3,126775136
2018,4,126775137
2018,4,126769444
2018,4,126779646
2018,4,126769447
2018,4,126775143
2018,4,126775142
2018,4,126779652
2018,4,126779651
2018,3,126769456
2018,3,126775149
2018,3,126769457
2018,4,126769461
2018,4,126775151
2018,4,126775152
2018,4,126779654
2018,4,126779656
2018,4,126779658
2018,4,126769467
2018,4,126779661
2018,3,126769474
2018,4,126769476
2018,1,126779664
2018,4,126769482
2018,3,126775167
2018,3,126775166
2018,4,126775173
2018,4,126779670
2018,3,126769490
2018,3,126779672
2018,3,126769491
2018,3,126769492
2018,4,126775183
2018,4,126775189
2018,4,126779680
2018,4,126775184
2018,4,126769505
2018,4,126775192
2018,4,126779689
2018,4,126775193
2018,4,126769513
2018,4,126779690
2018,4,126775194
2018,4,126775196
2018,4,126769515
2018,4,126775195
2018,4,126775198
2018,4,126775197
2018,4,126779695
2018,4,126779700
2018,4,126779697
2018,4,126775202
2018,4,126775211
2018,4,126775205
2018,4,126775204
2018,4,126775206
2018,3,126779698
2018,3,126779699
2018,3,126775212
2018,3,126779702
2018,4,126779705
2018,4,126775214
2018,4,126769528
2018,4,126779710
2018,3,126779706
2018,3,126775216
2018,4,126769529
2018,4,126769534
2018,4,126775222
2018,3,126769538
2018,4,126779716
2018,4,126775223
2018,4,126779718
2018,4,126779717
2018,3,126775224
2018,3,126779720
2018,3,126779721
2018,3,126775226
2018,4,126779722
2018,4,126769543
2018,4,126769542
2018,4,126769544
2018,4,126769546
2018,4,126779723
2018,4,126779724
2018,4,126779725
2018,4,126769547
2018,4,126769550
2018,4,126769551
2018,4,126769548
2018,4,126779728
2018,4,126769549
2018,4,126775234
2018,4,126779731
2018,4,126779732
2018,4,126775236
2018,4,126769556
2018,4,126779734
2018,4,126779733
2018,4,126775235
2018,4,126779738
2018,4,126779739
2018,4,126769558
2018,4,126779744
2018,4,126779743
2018,4,126775239
2018,4,126779745
2018,4,126769561
2018,4,126769560
2018,4,126779750
2018,4,126779751
2018,4,126775246
2018,4,126775245
2018,4,126779755
2018,4,126779756
2018,4,126779759
2018,4,126779757
2018,4,126769564
2018,4,126769565
2018,4,126775250
2018,4,126779760
2018,4,126769566
2018,4,126779769
2018,4,126779766
2018,4,126775256
2018,4,126769567
2018,4,126779771
2018,4,126775258
2018,4,126775255
2018,4,126779777
2018,4,126775260
2018,4,126779772
2018,4,126779773
2018,4,126769568
2018,4,126775263
2018,4,126775261
2018,4,126775262
2018,4,126769570
2018,4,126769573
2018,4,126779784
2018,4,126775272
2018,4,126775264
2018,4,126775265
2018,4,126779794
2018,4,126779792
2018,4,126779791
2018,4,126779793
2018,4,126775278
2018,4,126779795
2018,4,126769579
2018,4,126779796
2018,1,126775280
2018,1,126775282
2018,4,126775284
2018,4,126779799
2018,4,126769583
2018,3,126779802
2018,3,126775286
2018,4,126779807
2018,3,126775289
2018,3,126775290
2018,1,126779804
2018,4,126779808
2018,4,126779806
2018,3,126769587
2018,4,126769593
2018,4,126779813
2018,4,126769590
2018,4,126775293
2018,4,126775298
2018,4,126779822
2018,4,126779824
2018,4,126779826
2018,4,126769597
2018,4,126779828
2018,3,126769603
2018,4,126769599
2018,4,126775309
2018,4,126769605
2018,4,126769604
2018,3,126775318
2018,3,126775319
2018,4,126775317
2018,4,126775315
2018,4,126769602
2018,4,126769609
2018,4,126775324
2018,3,126769616
2018,4,126769615
2018,4,126779844
2018,4,126779843
2018,3,126779837
2018,4,126779847
2018,4,126779846
2018,3,126769617
2018,3,126775327
2018,4,126775328
2018,4,126775329
2018,4,126779848
2018,4,126769619
2018,4,126779854
2018,4,126775333
2018,4,126775332
2018,4,126779850
2018,4,126769622
2018,4,126775335
2018,4,126779857
2018,4,126775341
2018,4,126775343
2018,4,123620691
2018,4,123620700
2018,4,123624235
2018,4,123633809
2018,4,123634223
2018,3,123629833
2018,4,123634236
2018,4,123634327
2018,4,123634362
2018,4,123634761
2018,3,123629831
2018,3,123629830
2018,1,123629860
2018,4,123630039
2018,4,123630063
2018,3,123630086
2018,3,123634730
2018,4,123630112
2018,4,123631176
2018,4,123631070
2018,4,123631071
2018,4,123636213
2018,4,126775340
2018,4,126775342
2018,4,126779859
2018,3,126775338
2018,3,126775339
2018,4,126779858
2018,4,126775345
2018,4,126779867
2018,4,126779868
2018,4,126779874
2018,1,126779871
2018,4,126775351
2018,4,126775354
2018,4,126779876
2018,4,126769629
2018,4,126779885
2018,3,126779883
2018,4,126779886
2018,4,126775362
2018,4,126779890
2018,4,126779889
2018,4,126779895
2018,4,126775370
2018,4,126775371
2018,4,126779898
2018,4,126779900
2018,4,126775373
2018,4,126775377
2018,4,126769639
2018,4,126779908
2018,4,126775374
2018,4,126779901
2018,4,126779902
2018,4,126779904
2018,3,126769642
2018,3,126769641
2018,4,126779909
2018,4,126779910
2018,4,126775379
2018,4,126779912
2018,4,126775382
2018,4,126779913
2018,4,126779916
2018,4,126779919
2018,4,126775383
2018,1,126775384
2018,4,126769646
2018,4,126775386
2018,4,126775388
2018,4,126779921
2018,4,126775387
2018,4,126779924
2018,4,126779923
2018,4,126779927
2018,4,126775390
2018,3,126779926
2018,3,126779925
2018,4,126779930
2018,4,126769655
2018,4,126769656
2018,4,126779932
2018,4,126769659
2018,4,126779934
2018,4,126775399
2018,4,126779935
2018,4,126775400
2018,4,126775401
2018,4,126779937
2018,4,126775403
2018,4,126775402
2018,4,126779939
2018,4,126779943
2018,4,126779942
2018,4,126779940
2018,2,126779951
2018,4,126779944
2018,4,126779945
2018,4,126779948
2018,4,126779947
2018,4,126769660
2018,4,126775411
2018,3,126769661
2018,3,126775410
2018,4,126779952
2018,4,126775407
2018,4,126775409
2018,4,126779953
2018,3,126779950
2018,4,126775416
2018,4,126775421
2018,4,126775422
2018,4,126779962
2018,3,126775420
2018,4,126775417
2018,3,126775418
2018,4,126775419
2018,4,126775425
2018,4,126779965
2018,4,126779966
2018,4,126775426
2018,4,126769669
2018,4,126769674
2018,4,126779976
2018,4,126769672
2018,4,126775431
2018,4,126779977
2018,3,126779975
2018,4,126769683
2018,4,126769678
2018,4,126775437
2018,4,126779985
2018,4,126779983
2018,4,126779984
2018,4,126775439
2018,4,126775441
2018,4,126769686
2018,4,126779989
2018,3,126779992
2018,4,126775442
2018,4,126769687
2018,4,126769688
2018,4,126779995
2018,4,126775448
2018,4,126779997
2018,4,126779993
2018,4,126775450
2018,3,126780000
2018,4,126780001
2018,4,126775452
2018,3,126769691
2018,4,126769694
2018,4,126780010
2018,3,126775456
2018,3,126780007
2018,4,126769696
2018,4,126780013
2018,4,126780008
2018,4,126780012
2018,4,126780015
2018,4,126769699
2018,4,126780019
2018,3,126775464
2018,4,126769702
2018,4,126769701
2018,4,126775465
2018,4,126780023
2018,1,126769703
2018,4,126780024
2018,4,126780026
2018,4,126769705
2018,4,126780029
2018,3,126775473
2018,3,126775471
2018,4,126780027
2018,4,126780031
2018,4,126775477
2018,4,126780030
2018,4,126769708
2018,4,126780032
2018,4,126775476
2018,4,126769707
2018,4,126769712
2018,4,126780037
2018,4,126780035
2018,4,126780036
2018,3,126775482
2018,4,126780042
2018,4,126775488
2018,4,126780043
2018,4,126775491
2018,4,126769715
2018,4,126775498
2018,4,126775501
2018,4,126775503
2018,4,126780053
2018,3,126780054
2018,4,126780056
2018,4,126780058
2018,3,126769727
2018,3,126769729
2018,3,126769730
2018,4,126769731
2018,4,126780061
2018,4,126780063
2018,3,126780059
2018,4,126775510
2018,4,126780066
2018,4,126775513
2018,4,126769736
2018,4,126780072
2018,4,126780074
2018,4,126780076
2018,4,126775514
2018,4,126769738
2018,4,126775516
2018,4,126775522
2018,4,126775521
2018,4,126780082
2018,4,126780083
2018,4,126780084
2018,4,126780087
2018,4,126780090
2018,4,126780093
2018,4,126775528
2018,4,126780094
2018,1,126769749
2018,3,126769749
2018,4,126780096
2018,4,126775534
2018,1,126769752
2018,4,126775537
2018,1,126769751
2018,4,126780098
2018,4,126775541
2018,4,126775542
2018,4,126769756
2018,4,126769758
2018,1,126775547
2018,3,126769759
2018,1,126775548
2018,4,126769760
2018,4,126780102
2018,4,126769761
2018,4,126775553
2018,4,126775556
2018,4,126780105
2018,4,126775561
2018,4,126780117
2018,4,126775562
2018,4,126775566
2018,4,126780119
2018,4,126780124
2018,4,126780122
2018,4,126769770
2018,4,126769774
2018,4,126769773
2018,4,126780125
2018,4,126769772
2018,4,126775564
2018,4,126769771
2018,4,126775567
2018,4,126780126
2018,4,126769776
2018,4,126780128
2018,4,126780134
2018,4,126780136
2018,4,126769780
2018,4,126780137
2018,4,126769783
2018,4,126780141
2018,4,126780143
2018,4,126775586
2018,4,126780145
2018,4,126780144
2018,4,126769784
2018,4,126769785
2018,4,126780153
2018,4,126769786
2018,3,126780151
2018,3,126780150
2018,4,126780154
2018,4,126769789
2018,4,126769790
2018,4,126780158
2018,4,126780160
2018,4,126780162
2018,4,126775602
2018,4,126780165
2018,4,126775604
2018,3,126780168
2018,3,126780170
2018,4,126775606
2018,4,126775608
2018,4,126775607
2018,4,126780169
2018,4,126769797
2018,4,126769799
2018,4,126780177
2018,4,126780175
2018,4,126780176
2018,4,126769800
2018,4,126780178
2018,4,126769802
2018,4,126780180
2018,3,126775621
2018,3,126775620
2018,4,126780188
2018,4,126780183
2018,4,126780185
2018,4,126780184
2018,4,126775626
2018,4,126769804
2018,4,126769803
2018,4,126775629
2018,4,126769806
2018,4,126769805
2018,4,126780193
2018,4,126775630
2018,4,126780197
2018,4,126769808
2018,4,126780198
2018,4,126775634
2018,4,126775635
2018,4,126775636
2018,4,126780204
2018,4,126780205
2018,4,126769810
2018,4,126780208
2018,4,126780209
2018,4,126780210
2018,4,126780211
2018,4,126775649
2018,4,126775648
2018,4,126780215
2018,4,126769817
2018,4,126780214
2018,4,126780213
2018,4,126769821
2018,4,126775654
2018,4,126769823
2018,4,126769822
2018,4,126769825
2018,4,126780217
2018,4,126780216
2018,4,126780219
2018,4,126775659
2018,4,126780221
2018,4,126775658
2018,4,126780224
2018,4,126780223
2018,4,126775663
2018,4,126775664
2018,4,126780227
2018,4,126780226
2018,4,126780229
2018,4,126780230
2018,4,126780233
2018,4,126780234
2018,4,126769832
2018,4,126780231
2018,4,126769835
2018,4,126780237
2018,4,126780241
2018,4,126780240
2018,3,126780239
2018,3,126780238
2018,4,126775674
2018,4,126775679
2018,4,126769838
2018,4,126775681
2018,3,126780246
2018,3,126780245
2018,4,126780247
2018,4,126775680
2018,4,126780252
2018,4,126780253
2018,4,126780254
2018,4,126780255
2018,4,126780256
2018,4,126780257
2018,4,126780258
2018,4,126780259
2018,3,126775691
2018,4,126775689
2018,4,126780261
2018,4,126780260
2018,4,126775690
2018,4,126775695
2018,4,126780266
2018,4,126780264
2018,4,126775697
2018,4,126769840
2018,4,126775696
2018,4,126780269
2018,4,126769844
2018,4,126780267
2018,4,126780271
2018,4,126769846
2018,4,126775709
2018,4,126780279
2018,4,126780276
2018,4,126780283
2018,4,126780282
2018,4,126780287
2018,4,126775719
2018,4,126775718
2018,4,126780292
2018,4,126769852
2018,4,126775722
2018,4,126780293
2018,4,126775726
2018,4,126780300
2018,3,126780295
2018,3,126780294
2018,4,126769857
2018,4,126775727
2018,4,126775733
2018,4,126775730
2018,4,126780304
2018,4,126780305
2018,4,126780306
2018,4,126780310
2018,4,126780312
2018,4,126769861
2018,4,126780314
2018,4,126780313
2018,4,126769859
2018,4,126775736
2018,4,126769864
2018,4,126775741
2018,4,126775740
2018,4,126769865
2018,4,126775737
2018,4,126780316
2018,4,126780317
2018,4,126780318
2018,4,126775743
2018,4,126780320
2018,4,126780321
2018,4,126775747
2018,4,126775746
2018,4,126780326
2018,4,126775748
2018,4,126775749
2018,4,126775750
2018,4,126775751
2018,4,126775752
2018,4,126780328
2018,4,126780331
2018,4,126775756
2018,4,126775757
2018,4,126769872
2018,4,126780332
2018,4,126775758
2018,4,126775759
2018,4,126780335
2018,4,126780337
2018,4,126775760
2018,4,126769873
2018,4,126775761
2018,4,126780341
2018,4,126775765
2018,4,126775768
2018,4,126775766
2018,4,126780344
2018,4,126775769
2018,4,126780349
2018,4,126775774
2018,4,126780350
2018,4,126780356
2018,4,126780353
2018,4,126775776
2018,4,126769881
2018,4,126769882
2018,4,126780355
2018,4,126775779
2018,4,126780362
2018,4,126775780
2018,4,126775781
2018,4,126780367
2018,4,126780370
2018,4,126780369
2018,4,126769885
2018,4,126775783
2018,4,126769888
2018,4,126780374
2018,4,126769891
2018,3,126769892
2018,3,126769893
2018,4,126769894
2018,4,126780376
2018,4,126780375
2018,4,126775789
2018,4,126769898
2018,4,126775792
2018,4,126775793
2018,4,126769899
2018,4,126780383
2018,4,126775796
2018,4,126780389
2018,3,126775800
2018,3,126775801
2018,4,126780396
2018,4,126769904
2018,4,126769903
2018,4,126780398
2018,4,126775805
2018,4,126780400
2018,4,126775806
2018,4,126775808
2018,4,126769907
2018,3,126780408
2018,3,126775809
2018,3,126780406
2018,3,126769906
2018,3,126769908
2018,3,126775813
2018,4,126780410
2018,4,126775817
2018,4,126769910
2018,3,126769912
2018,3,126775819
2018,4,126780414
2018,4,126769915
2018,4,126780417
2018,4,126769917
2018,4,126780421
2018,4,126780419
2018,4,126775826
2018,4,126780424
2018,3,126775829
2018,3,126775830
2018,4,126775831
2018,4,126775832
2018,4,126780427
2018,4,126780432
2018,4,126775834
2018,3,126780425
2018,3,126775836
2018,3,126775835
2018,3,126780431
2018,4,126780436
2018,4,126780437
2018,4,126780438
2018,4,126775842
2018,4,126775843
2018,4,126769924
2018,4,126780439
2018,4,126780442
2018,3,126775844
2018,3,126775845
2018,4,126769927
2018,3,126775849
2018,3,126780441
2018,4,126780443
2018,4,126775853
2018,4,126775855
2018,4,126780447
2018,4,126775857
2018,4,126780449
2018,4,126780448
2018,4,126769933
2018,4,126775860
2018,4,126775858
2018,3,126780453
2018,3,126780454
2018,3,126775864
2018,4,126775862
2018,3,126775863
2018,3,126775865
2018,4,126775870
2018,4,126780466
2018,4,126769934
2018,4,126780467
2018,4,126780472
2018,4,126780471
2018,3,126780469
2018,3,126780470
2018,4,126780475
2018,4,126780477
2018,3,126769936
2018,3,126775873
2018,4,126769937
2018,4,126780478
2018,4,126769938
2018,4,126775884
2018,3,126769939
2018,3,126769940
2018,3,126775880
2018,4,126775882
2018,3,126775883
2018,3,126780482
2018,4,126769943
2018,4,126775885
2018,4,126780483
2018,4,126780484
2018,4,126780485
2018,3,126769946
2018,3,126769947
2018,4,126769954
2018,3,126769950
2018,3,126769952
2018,4,126775888
2018,4,126775891
2018,4,126775893
2018,4,126780488
2018,4,126775890
2018,3,126769955
2018,3,126769956
2018,4,126780492
2018,4,126775897
2018,4,126775896
2018,3,126775895
2018,3,126780491
2018,4,126775898
2018,3,126769958
2018,3,126769959
2018,3,126780497
2018,3,126780496
2018,4,126769961
2018,4,126769963
2018,4,126780505
2018,3,126775899
2018,4,126780508
2018,4,126775902
2018,4,126775901
2018,4,126775903
2018,4,126769967
2018,3,126775904
2018,4,126775905
2018,4,126769966
2018,4,126769968
2018,4,126775911
2018,4,126780515
2018,4,126769972
2018,3,126780513
2018,3,126775910
2018,4,126775912
2018,4,126769971
2018,3,126780518
2018,3,126780517
2018,4,126769975
2018,4,126769974
2018,2,126780522
2018,4,126769979
2018,4,126775916
2018,4,126775920
2018,4,126775922
2018,1,126780535
2018,4,126780536
2018,4,126780532
2018,4,126769983
2018,4,126780539
2018,4,126775926
2018,4,126775927
2018,4,126780540
2018,4,126775930
2018,4,126780542
2018,4,126775932
2018,3,126769988
2018,1,126769982
2018,4,126780546
2018,1,126775937
2018,4,126780565
2018,4,126775942
2018,4,126775950
2018,4,126775947
2018,4,126780567
2018,4,126775946
2018,4,126775956
2018,4,126780568
2018,4,126775955
2018,4,126770005
2018,4,126780569
2018,4,126775958
2018,4,126775957
2018,4,126770013
2018,4,126770011
2018,4,126780573
2018,4,126780572
2018,1,126770016
2018,1,126780576
2018,4,126770018
2018,4,126775966
2018,4,126770019
2018,4,126770028
2018,4,126780578
2018,4,126780579
2018,4,126775968
2018,4,126775969
2018,4,126770030
2018,4,126775979
2018,4,126770023
2018,4,126770022
2018,4,126770021
2018,4,126770026
2018,4,126775981
2018,4,126770037
2018,4,126780588
2018,4,126770039
2018,4,126770038
2018,4,126780593
2018,4,126775988
2018,4,126775992
2018,4,126770042
2018,4,126770043
2018,4,126780605
2018,4,126780601
2018,4,126775999
2018,3,126780606
2018,3,126770053
2018,3,126770055
2018,3,126776002
2018,3,126776001
2018,4,126780611
2018,4,126780610
2018,4,126770061
2018,4,126776005
2018,4,126776004
2018,1,126776007
2018,4,126776008
2018,4,126776015
2018,4,126770066
2018,4,126770067
2018,4,126770068
2018,4,126776017
2018,4,126780621
2018,4,126776022
2018,4,126770069
2018,3,126769052
2018,4,126779279
2018,3,126769054
2018,3,126779281
2018,4,126779285
2018,4,126769062
2018,1,126779299
2018,4,126779308
2018,4,126779306
2018,4,126774809
2018,4,126779311
2018,4,126774814
2018,4,126779323
2018,4,126774820
2018,4,126774821
2018,4,126774823
2018,4,126774825
2018,4,126769112
2018,4,126779339
2018,4,126769117
2018,3,126769120
2018,3,126769118
2018,4,126769123
2018,4,126774844
2018,4,126774848
2018,4,126774849
2018,4,126774850
2018,4,126779354
2018,4,126779352
2018,4,126774856
2018,4,126774852
2018,4,126774855
2018,4,126774854
2018,4,126774861
2018,4,125697239
2018,4,125694446
2018,4,125689470
2018,4,125697255
2018,4,125694470
2018,4,125689518
2018,4,125694480
2018,4,125697317
2018,4,125689569
2018,4,126774860
2018,4,126779362
2018,4,126774865
2018,4,125694545
2018,4,126779369
2018,3,126774868
2018,4,126779372
2018,4,126779374
2018,4,126769148
2018,4,126779375
2018,4,126769151
2018,4,126769152
2018,4,126774877
2018,4,125689715
2018,4,125689728
2018,4,125694616
2018,4,126779388
2018,4,125689766
2018,4,125689774
2018,4,125694654
2018,4,125697480
2018,4,125689827
2018,4,125689825
2018,4,125697517
2018,4,125694720
2018,4,125689885
2018,4,125689906
2018,4,125694744
2018,4,125689912
2018,4,125689913
2018,4,125697564
2018,4,125697572
2018,4,125697585
2018,4,125689952
2018,4,125694783
2018,4,125689960
2018,4,125694789
2018,4,125694798
2018,4,125689981
2018,3,125689993
2018,4,125697606
2018,4,125697614
2018,4,125694818
2018,4,125697621
2018,4,125697633
2018,4,125694850
2018,4,125697637
2018,4,125697640
2018,4,125697654
2018,4,125690111
2018,4,126769166
2018,4,125697692
2018,4,125690151
2018,1,125697699
2018,3,125694914
2018,1,125694923
2018,3,125697713
2018,3,125697720
2018,3,125697719
2018,4,125697730
2018,4,125690250
2018,4,125697739
2018,4,126779399
2018,4,125694953
2018,4,125690279
2018,4,126774886
2018,4,125690289
2018,4,125690292
2018,3,125690295
2018,3,125690319
2018,3,125690318
2018,3,125690316
2018,4,125694998
2018,4,126779404
2018,1,126769181
2018,1,126774898
2018,1,126774897
2018,4,126769195
2018,4,126769194
2018,4,126769201
2018,4,126774912
2018,3,126774911
2018,4,126779429
2018,4,126774923
2018,1,126774926
2018,3,126774926
2018,2,126769208
2018,2,126769209
2018,4,126779434
2018,4,126769215
2018,4,126774933
2018,4,126779443
2018,4,126769221
2018,4,126779449
2018,4,126779454
2018,3,126769223
2018,4,126774941
